"Explorações, SAU e MB segundo a origem do rendimento do agregado doméstico do produtor (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.1/2
REGIÃO AGRÁRIA,,,Rendimento proveniente,,,,,,,,
,Nut III,,Exclusivamente da actividade da exploração,,,Principalmente da actividade da exploração,,,Principalmente de origem exterior à exploração,,
,,Concelho,Expl. (nº),SAU (ha),MB (1000esc.),Expl. (nº),SAU (ha),MB (1000esc.),Expl. (nº),SAU (ha),MB (1000esc.)
LISBOA E VALE DO TEJO,,,  5 433 ,  80 199 , 45 342 545 ,  12 087 ,  109 615 , 52 057 167 ,  42 424 ,  116 037 , 46 088 395 
,Oeste,,  2 542 ,  17 684 , 18 091 249 ,  5 449 ,  29 160 , 23 929 379 ,  14 864 ,  32 856 , 19 152 950 
,,Alcobaça,   267 ,  1 666 , 2 678 391 ,   646 ,  3 256 , 3 528 174 ,  2 184 ,  4 147 , 3 035 026 
,,Alenquer,   113 ,  1 629 ,  730 313 ,   330 ,  2 363 ,  909 907 ,  2 194 ,  5 405 , 2 228 187 
,,Arruda dos Vinhos,   53 ,   472 ,  237 870 ,   81 ,   872 ,  364 243 ,   651 ,  1 876 ,  651 645 
,,Bombarral,   143 ,  1 321 , 1 502 378 ,   344 ,  2 145 , 2 006 723 ,   620 ,  1 251 , 1 140 921 
,,Cadaval,   113 ,   915 ,  745 250 ,   279 ,  1 831 , 1 644 285 ,  1 263 ,  2 783 , 1 845 854 
,,Caldas da Rainha,   240 ,  1 374 , 2 218 742 ,   829 ,  3 620 , 4 122 338 ,  1 177 ,  2 259 , 2 066 863 
,,Lourinhã,   370 ,  2 088 , 2 042 659 ,   504 ,  2 209 , 1 948 834 ,  1 088 ,  2 154 , 1 401 593 
,,Mafra,   345 ,  2 039 , 1 819 453 ,   586 ,  3 110 , 1 792 959 ,  1 660 ,  4 047 , 1 613 376 
,,Nazaré,   61 ,   361 ,  464 240 ,   68 ,   287 ,  296 129 ,   176 ,   364 ,  308 330 
,,Óbidos,   153 ,  1 339 , 1 704 345 ,   264 ,  1 713 , 2 069 286 ,   590 ,  1 192 , 1 063 562 
,,Peniche,   174 ,   857 , 1 060 193 ,   217 ,   910 , 1 365 334 ,   399 ,   666 ,  604 707 
,,Sobral de Monte Agraço,   56 ,   401 ,  238 739 ,   170 ,  1 016 ,  284 737 ,   452 ,  1 451 ,  572 486 
,,Torres Vedras,   454 ,  3 222 , 2 648 676 ,  1 131 ,  5 828 , 3 596 430 ,  2 410 ,  5 261 , 2 620 400 
,Grande Lisboa,,   422 ,  4 962 , 2 706 627 ,   817 ,  5 924 , 2 660 435 ,  2 262 ,  7 489 , 2 368 324 
,,Amadora,   4 ,   123 ,  17 562 ,   4 ,   112 ,  8 502 ,   9 ,   12 ,  5 165 
,,Cascais,   13 ,   88 ,  15 815 ,   24 ,   4 ,  13 126 ,   48 ,   268 ,  33 336 
,,Loures,   165 ,  1 753 ,  979 435 ,   309 ,  2 062 , 1 011 879 ,   465 ,  1 393 ,  426 964 
,,Odivelas,   4 ,   45 ,  10 268 ,   18 ,   60 ,  36 850 ,   44 ,   109 ,  36 033 
,,Oeiras,   2 ,... ,... ,- ,- ,- ,   28 ,   727 ,  76 078 
,,Sintra,   190 ,  1 769 , 1 081 844 ,   392 ,  2 354 , 1 050 571 ,  1 034 ,  3 265 , 1 066 513 
,,Vila Franca de Xira,   44 ,  1 014 ,  576 933 ,   70 ,  1 332 ,  539 507 ,   634 ,  1 715 ,  724 235 
,Península de Setúbal,,   716 ,  13 808 , 7 785 956 ,  1 442 ,  13 558 , 6 848 459 ,  3 520 ,  13 905 , 4 779 076 
,,Alcochete,   57 ,  2 482 , 1 198 746 ,   67 ,   619 ,  887 143 ,   150 ,   410 ,  218 355 
,,Almada,   64 ,   266 ,  313 080 ,   36 ,   95 ,  76 950 ,   70 ,   149 ,  84 356 
,,Barreiro,   8 ,   21 ,  18 986 ,   20 ,   71 ,  54 511 ,   77 ,   112 ,  52 167 
,,Moita,   34 ,   485 ,  790 096 ,   109 ,   499 ,  580 583 ,   210 ,   696 ,  242 997 
,,Montijo,   149 ,  4 238 , 2 587 069 ,   210 ,  5 389 , 2 150 502 ,   752 ,  4 805 , 1 231 208 
,,Palmela,   293 ,  3 987 , 2 546 244 ,   641 ,  4 273 , 2 479 372 ,  1 732 ,  4 688 , 2 247 152 
,,Seixal,   9 ,   103 ,  11 337 ,   9 ,   387 ,  13 246 ,   80 ,   449 ,  73 864 
,,Sesimbra,   24 ,   180 ,  55 939 ,   106 ,   758 ,  241 360 ,   243 ,  1 308 ,  268 630 
,,Setúbal,   78 ,  2 046 ,  264 459 ,   244 ,  1 467 ,  364 792 ,   206 ,  1 288 ,  360 347 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
