"Culturas regadas (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.1/4
REGIÃO AGRÁRIA,,,,Trigo mole,Trigo duro,Milho híbrido,Milho regional,Arroz,Milho para silagem,Milharada,Outras culturas forrageiras,Prados temporários,Batata excepto a da horta familiar
,Nut III,,,,,,,,,,,,
,,Concelho,,,,,,,,,,,
LISBOA E VALE DO TEJO,,,expl (nº),   168 ,   123 ,  5 022 ,  1 497 ,   270 ,   601 ,   492 ,  1 258 ,   196 ,  4 849 
,,,área regada (ha),  1 898 ,  2 212 ,  32 411 ,  1 237 ,  8 769 ,  4 364 ,   361 ,  5 644 ,   976 ,  5 456 
,Oeste,,expl (nº),   24 ,   8 ,   623 ,   314 ,- ,   79 ,   22 ,   183 ,   19 ,  1 600 
,,,área regada (ha),   120 ,   43 ,  1 303 ,   161 ,- ,   365 ,   27 ,   467 ,   24 ,  1 069 
,,Alcobaça,expl (nº),   4 ,   1 ,   170 ,   55 ,- ,   11 ,   6 ,   42 ,   7 ,   284 
,,,área regada (ha),   8 ,... ,   78 ,   16 ,- ,   70 ,   5 ,   44 ,   8 ,   152 
,,Alenquer,expl (nº),   5 ,- ,   33 ,   3 ,- ,   1 ,   1 ,   5 ,- ,   2 
,,,área regada (ha),   51 ,- ,   667 ,   4 ,- ,... ,... ,   15 ,- ,... 
,,Arruda dos Vinhos,expl (nº),- ,   1 ,   1 ,   3 ,- ,   1 ,- ,   2 ,- ,   12 
,,,área regada (ha),- ,... ,... ,   8 ,- ,... ,- ,... ,- ,   3 
,,Bombarral,expl (nº),- ,- ,   3 ,   6 ,- ,   3 ,   2 ,   7 ,   1 ,   59 
,,,área regada (ha),- ,- ,o ,   1 ,- ,   20 ,... ,   48 ,... ,   44 
,,Cadaval,expl (nº),- ,- ,   1 ,   2 ,- ,   1 ,- ,   3 ,   1 ,   2 
,,,área regada (ha),- ,- ,... ,... ,- ,... ,- ,   3 ,... ,... 
,,Caldas da Rainha,expl (nº),   1 ,- ,   78 ,   47 ,- ,   3 ,   3 ,   24 ,   3 ,   225 
,,,área regada (ha),... ,- ,   52 ,   8 ,- ,   3 ,   1 ,   24 ,   5 ,   58 
,,Lourinhã,expl (nº),- ,- ,   13 ,   7 ,- ,   4 ,- ,   5 ,- ,   49 
,,,área regada (ha),- ,- ,   68 ,   2 ,- ,   31 ,- ,   33 ,- ,   60 
,,Mafra,expl (nº),   3 ,- ,   58 ,   65 ,- ,   22 ,   3 ,   26 ,   1 ,   131 
,,,área regada (ha),   7 ,- ,   40 ,   42 ,- ,   46 ,   5 ,   119 ,... ,   40 
,,Nazaré,expl (nº),- ,- ,   54 ,   16 ,- ,   5 ,   3 ,   15 ,- ,   125 
,,,área regada (ha),- ,- ,   16 ,   6 ,- ,   87 ,   1 ,   46 ,- ,   72 
,,Óbidos,expl (nº),- ,- ,   57 ,   27 ,- ,   7 ,   2 ,   8 ,   2 ,   229 
,,,área regada (ha),- ,- ,   111 ,   14 ,- ,   15 ,... ,   11 ,... ,   185 
,,Peniche,expl (nº),   5 ,- ,   75 ,   41 ,- ,   2 ,- ,   13 ,   2 ,   410 
,,,área regada (ha),   16 ,- ,   109 ,   25 ,- ,... ,- ,   25 ,... ,   385 
,,Sobral de Monte Agraço,expl (nº),   1 ,- ,   17 ,   6 ,- ,   4 ,- ,   11 ,- ,   20 
,,,área regada (ha),... ,- ,   24 ,   2 ,- ,   26 ,- ,   10 ,- ,   13 
,,Torres Vedras,expl (nº),   5 ,   6 ,   63 ,   36 ,- ,   15 ,   2 ,   22 ,   2 ,   52 
,,,área regada (ha),   35 ,   30 ,   135 ,   19 ,- ,   53 ,... ,   78 ,... ,   46 
