Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,45 - 54,   240 ,   8 ,   56 ,   2 ,   26 ,   33 ,   1 ,   33 ,   3 ,   5 
,,,55 - 64,   365 ,   15 ,   49 ,   6 ,   35 ,   56 ,   3 ,   53 ,   3 ,   4 
,,,>= 65,   520 ,   30 ,   60 ,   6 ,   57 ,   76 ,   16 ,   100 ,   1 ,   7 
,,Golegã,,,,,,,,,,,
,,,Total,   239 ,   148 ,   58 ,   1 ,   4 ,   2 ,   3 ,   1 ,- ,   1 
,,,15 - 24,   4 ,   2 ,   2 ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   21 ,   13 ,   7 ,- ,- ,- ,   1 ,- ,- ,- 
,,,35 - 44,   37 ,   21 ,   11 ,- ,   1 ,   1 ,- ,- ,- ,   1 
,,,45 - 54,   32 ,   19 ,   11 ,- ,   1 ,- ,- ,- ,- ,- 
,,,55 - 64,   47 ,   30 ,   7 ,- ,   1 ,- ,- ,- ,- ,- 
,,,>= 65,   98 ,   63 ,   20 ,   1 ,   1 ,   1 ,   2 ,   1 ,- ,- 
,,Rior Maior,,,,,,,,,,,
,,,Total,  2 120 ,   26 ,   183 ,   11 ,   362 ,   34 ,   261 ,   227 ,   3 ,   22 
,,,15 - 24,   21 ,   1 ,   7 ,- ,- ,- ,- ,   2 ,- ,   2 
,,,25 - 34,   98 ,   2 ,   16 ,   2 ,   10 ,- ,   16 ,   1 ,- ,   5 
,,,35 - 44,   237 ,   4 ,   32 ,   3 ,   30 ,   1 ,   27 ,   15 ,   1 ,   3 
,,,45 - 54,   443 ,   3 ,   31 ,   1 ,   69 ,   10 ,   38 ,   37 ,- ,   4 
,,,55 - 64,   593 ,   6 ,   55 ,   3 ,   112 ,   7 ,   56 ,   58 ,   1 ,   5 
,,,>= 65,   728 ,   10 ,   42 ,   2 ,   141 ,   16 ,   124 ,   114 ,   1 ,   3 
,,Salvaterra de Magos,,,,,,,,,,,
,,,Total,   861 ,   41 ,   247 ,   54 ,   190 ,   47 ,   4 ,   57 ,   1 ,   7 
,,,15 - 24,   6 ,- ,   3 ,   2 ,   1 ,- ,- ,- ,- ,- 
,,,25 - 34,   42 ,   3 ,   26 ,   5 ,   1 ,   1 ,- ,   1 ,- ,- 
,,,35 - 44,   101 ,   8 ,   44 ,   9 ,   13 ,   5 ,- ,   5 ,- ,- 
,,,45 - 54,   164 ,   8 ,   58 ,   12 ,   32 ,   2 ,   1 ,   9 ,   1 ,   2 
,,,55 - 64,   269 ,   12 ,   77 ,   15 ,   58 ,   16 ,   1 ,   18 ,- ,   1 
,,,>= 65,   279 ,   10 ,   39 ,   11 ,   85 ,   23 ,   2 ,   24 ,- ,   4 
,,Santarém,,,,,,,,,,,
,,,Total,  4 282 ,   195 ,   276 ,   8 ,   402 ,   98 ,  1 440 ,   553 ,   27 ,   21 
,,,15 - 24,   17 ,   1 ,   2 ,- ,   1 ,- ,   5 ,   1 ,   1 ,   1 
,,,25 - 34,   147 ,   9 ,   33 ,   1 ,   11 ,   3 ,   30 ,   6 ,   2 ,   3 
,,,35 - 44,   423 ,   25 ,   57 ,   3 ,   34 ,   10 ,   99 ,   24 ,   7 ,   5 
,,,45 - 54,   807 ,   43 ,   61 ,   4 ,   68 ,   15 ,   228 ,   87 ,   7 ,   5 
,,,55 - 64,  1 144 ,   54 ,   63 ,- ,   132 ,   29 ,   356 ,   145 ,   7 ,   5 
,,,>= 65,  1 744 ,   63 ,   60 ,- ,   156 ,   41 ,   722 ,   290 ,   3 ,   2 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
