"Efectivo animal (Dão-Lafões, página 1)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 10/12
,,,Dão-Lafões,,Aguiar da Beira,,Carregal do Sal,,Castro Daire,,Mangualde,,Mortágua,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
BOVINOS,,,"7,190","22,653",476,"1,894",65,125,"1,036","3,299",110,306,209,426
Bovinos com menos de 1 ano,,,"3,956","7,928",275,730,32,49,633,"1,131",52,99,89,138
,Vitelos de carne (para abate < 1 ano),,"2,119","3,985",39,62,19,28,341,566,29,62,35,64
,Outros vitelos,,"2,001","3,943",248,668,13,21,315,565,23,37,56,74
,,Machos,"1,180","2,409",185,527,12,17,185,293,11,18,36,46
,,Fêmeas,"1,076","1,534",92,141,4,4,201,272,15,19,23,28
Bovinos de 1 a menos de 2 anos,,,795,"1,817",42,149,13,24,64,118,29,84,30,58
,Machos,,400,"1,095",26,118,10,18,12,22,27,71,19,43
,Fêmeas reprodutoras,,362,630,14,21,4,6,35,72,5,13,8,11
,Fêmeas não reprodutoras,,68,92,4,10,- ,- ,19,24,- ,- ,4,4
Bovinos de 2 anos e mais,,,"5,645","12,908",390,"1,015",33,52,937,"2,050",62,123,121,230
,Machos,,126,218,7,20,2,... ,14,17,4,6,11,16
,Novilhas reprodutoras,,562,"1,125",17,48,6,11,177,277,3,12,11,18
,Novilhas não reprodutoras,,27,55,5,18,1,... ,5,11,2,... ,1,... 
,Vacas leiteiras,,"2,758","6,528",335,812,10,10,318,667,27,64,25,101
,Outras vacas,,"2,716","4,982",73,117,16,23,462,"1,078",29,38,79,94
SUÍNOS,,,"13,067","67,228",616,"4,633",365,"1,785","1,329","6,573",362,"4,671",681,"1,740"
,Suínos com menos de 20 kg de PV,,"1,986","19,121",34,829,39,501,279,"1,625",20,"1,322",56,281
,Fêmeas reprodutoras de 50 kg de PV e mais,,"3,828","10,794",28,504,105,277,344,858,32,539,189,331
,Outros suínos,,"10,604","37,313",613,"3,300",288,"1,007","1,097","4,090",339,"2,810",623,"1,128"
OVINOS,,,"6,279","87,908",191,"5,779",244,"3,869",509,"4,937",382,"13,258",706,"6,526"
,Fêmeas reprodutoras,,"6,102","75,115",173,"5,214",240,"3,657",506,"4,202",342,"11,980",698,"4,992"
,Outros ovinos,,"4,025","12,793",125,565,88,212,279,735,258,"1,278",553,"1,534"
CAPRINOS,,,"5,592","33,063",204,"1,144",117,287,"1,038","7,825",307,"1,067",194,773
,Fêmeas reprodutoras,,"5,502","26,896",203,997,117,266,"1,027","6,606",301,922,190,567
,Outros caprinos,,"2,029","6,167",34,147,13,21,336,"1,219",81,145,123,206
EQUÍDEOS,,,"2,136","2,440",156,199,160,168,220,256,232,280,24,29
,Gado equino,,352,569,10,41,14,21,52,75,15,38,5,10
,,Fêmeas reprodutoras,96,165,4,17,4,4,24,33,6,8,2,... 
,,Outros equinos,291,404,9,24,14,17,32,42,14,30,4,5
,Gado asinino,,"1,553","1,590",140,145,104,104,111,116,191,198,13,13
,Gado muar,,262,281,9,13,43,43,60,65,36,44,6,6
COELHAS reprodutoras,,,"7,919","35,825",314,634,167,564,595,"1,535",418,"2,541",256,"2,848"
AVES,,,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"10,116","8,191,067",649,"194,857",294,"343,324",610,"366,658",465,"42,999",441,"199,676"
,Galinhas poedeiras e reprodutoras,,"17,447","1,600,959",784,"4,961",678,"6,068","1,473","9,298","1,168","10,620",741,"194,470"
,Perús,,523,"31,029",15,56,22,104,26,58,37,148,50,154
,"Patos, Gansos e pintadas",,"2,689","19,989",67,334,118,720,126,442,201,"1,358",114,518
ABELHAS,,,,,,,,,,,,,,
,Número de colmeias povoadas,,"1,595","9,580",34,712,33,193,170,968,40,297,154,612
,Número de cortiços povoadas,,393,"1,681",4,94,3,7,73,316,4,22,19,35
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,,,
