"Explorações com rega e drenagem (Pinhal Interior Norte, página 2)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 6/8
,,,,Miranda do Corvo,Oliveira do Hospital,Pampilhosa da Serra,Pedrógão Grande,Penela,Tábua,Vila Nova de Poiares
Superfície irrigável,,,expl (nº),784,"1,565",326,420,583,925,276
,,,área (ha),621,"3,049",208,383,465,"1,572",310
Sistema de rega ,,,,,,,,,,
,Colectivo estatal,,expl (nº),111,32,1,6,11,11,2
,Colectivo privado,,expl (nº),132,68,40,8,292,44,2
,Individual,,expl (nº),718,"1,499",308,413,451,907,273
Origem das águas de rega,,,,,,,,,,
,"Furo, poço, nascente",,expl (nº),695,"1,504",265,406,455,900,248
,Albufeira (barragem),,expl (nº),2,3,1,- ,1,4,- 
,Açude,,expl (nº),3,4,46,1,4,9,- 
,Charca,,expl (nº),3,40,1,1,8,34,- 
,Curso de água natural,,expl (nº),272,289,93,77,240,118,48
,Outra,,expl (nº),2,16,- ,10,31,3,6
Método de colocação de água no terreno,,,,,,,,,,
,Sem elevação,,expl (nº),309,364,251,70,240,86,31
,Com elevação,,expl (nº),689,"1,419",149,385,472,912,258
,,Motor electrico,expl (nº),313,575,77,342,152,488,92
,,Motor a carburante,expl (nº),524,"1,106",81,85,378,711,211
,,Outros meios,expl (nº),4,24,- ,11,13,4,2
Superfície drenada,,,expl (nº),1,- ,- ,- ,2,1,- 
,,,área (ha),... ,- ,- ,- ,... ,... ,- 
Superfície com encharcamento,,,expl (nº),3,2,- ,- ,7,1,- 
,,,área (ha),o ,... ,- ,- ,7,... ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
