"Utilização das terras (Pinhal Interior Norte, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 5/8
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
Superfície Total,,expl (nº),"10,061","1,098","1,690",910,68,500,281,301
,,área (ha),"44,737","4,114","6,174","4,720",376,"2,634","1,386","1,279"
Superfície Agrícola Utilizada (SAU),,expl (nº),"10,020","1,098","1,678",901,68,496,277,300
,,área (ha),"19,383","2,024","3,240","1,551",87,678,559,579
Terra arável,,expl (nº),"8,646",808,"1,493",858,56,424,263,284
,,área (ha),"8,788",450,909,869,36,277,231,375
Terra arável limpa,,expl (nº),"8,645",808,"1,493",858,56,424,263,284
,,área (ha),"8,784",450,909,869,36,277,231,375
,Culturas temporárias,expl (nº),"8,077",686,"1,383",800,44,386,255,275
,,área (ha),"8,170",382,839,807,33,242,211,351
,Pousio (com e sem ajuda),expl (nº),91,1,- ,17,- ,1,1,10
,,área (ha),47,... ,- ,9,- ,... ,... ,12
,Horta familiar,expl (nº),"6,168",555,780,775,48,330,226,175
,,área (ha),565,67,71,51,3,32,20,13
Culturas sob-coberto matas e florestas,,expl (nº),1,- ,- ,- ,- ,- ,- ,- 
,,área (ha),... ,- ,- ,- ,- ,- ,- ,- 
,Culturas temporárias,expl (nº),1,- ,- ,- ,- ,- ,- ,- 
,,área (ha),... ,- ,- ,- ,- ,- ,- ,- 
,Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- ,- 
,,área (ha),- ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,,expl (nº),"9,612","1,084","1,670",851,59,478,228,240
,,área (ha),"9,423","1,459","2,204",572,46,373,127,166
Sem culturas sob-coberto,,expl (nº),"9,059","1,028","1,548",806,56,458,188,220
,,área (ha),"5,717","1,010","1,104",356,32,250,86,124
Com culturas temporárias,,expl (nº),"5,633",688,"1,348",376,34,261,109,100
,,área (ha),"3,089",333,964,132,12,102,26,39
Com pousio (com e sem ajuda),,expl (nº),7,- ,2,1,- ,- ,- ,- 
,,área (ha),5,- ,... ,... ,- ,- ,- ,- 
Com horta familiar,,expl (nº),"2,622",474,510,125,19,139,74,31
,,área (ha),213,38,52,6,2,14,5,2
Com pastagens permanentes,,expl (nº),544,74,152,85,- ,12,24,5
,,área (ha),387,80,79,72,- ,8,9,2
Pastagens permanentes,,expl (nº),878,61,200,56,1,19,71,20
,,área (ha),"1,174",115,127,114,... ,27,202,37
Em terra limpa,,expl (nº),849,54,187,56,1,18,66,20
,,área (ha),959,81,112,101,... ,27,56,37
Sob-coberto de matas e florestas,,expl (nº),44,10,17,1,- ,1,11,- 
,,área (ha),214,34,15,... ,- ,... ,145,- 
Matas e florestas sem culturas sob-coberto,,expl (nº),"8,029",951,"1,557",754,44,380,248,189
,,área (ha),"23,735","1,873","2,619","3,099",281,"1,907",739,631
Superfície Agrícola não utilizada,,expl (nº),"2,585",393,587,82,7,78,139,70
,,área (ha),"1,279",163,240,44,6,39,73,46
Outras superfícies,,expl (nº),"8,990","1,073","1,670",868,39,257,276,291
,,área (ha),338,53,75,22,2,11,15,24
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
