Utilização das terras (Grande Lisboa),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/5
,,,LISBOA E VALE DO TEJO,Grande Lisboa,Amadora,Cascais,Loures,Odivelas,Oeiras,Sintra,Vila Franca de Xira
Superfície Total,,expl (nº),"61,615","3,632",19,96,964,71,34,"1,662",786
 ,,área (ha),"706,002","31,794",307,946,"7,221",347,"1,261","9,645","12,067"
Superfície Agrícola Utilizada (SAU),,expl (nº),"60,545","3,500",16,80,951,60,32,"1,605",756
 ,,área (ha),"447,863","25,727",292,533,"5,922",304,"1,072","7,804","9,800"
Terra arável,,expl (nº),"47,502","3,135",14,65,864,51,29,"1,528",584
,,área (ha),"207,721","18,867",170,348,"3,797",186,988,"5,785","7,593"
,Terra arável limpa,expl (nº),"47,330","3,109",14,65,858,51,29,"1,511",581
,,área (ha),"193,277","18,587",170,348,"3,722",186,988,"5,746","7,427"
,Culturas temporárias,expl (nº),"32,982","2,676",7,57,748,39,20,"1,417",388
,,área (ha),"161,393","16,004",56,248,"2,889",159,618,"5,205","6,829"
,Pousio (com e sem ajuda),expl (nº),"14,458",674,1,6,227,3,20,290,127
,,área (ha),"29,133","2,449",... ,89,804,22,363,495,562
,Horta familiar,expl (nº),"21,568","1,230",9,17,154,31,7,701,311
,,área (ha),"2,748",134,o ,10,27,6,7,47,37
,Culturas sob-coberto matas e florestas,expl (nº),368,29,- ,- ,8,- ,- ,18,3
,,área (ha),"14,445",278,- ,- ,75,- ,- ,37,166
,Culturas temporárias,expl (nº),257,21,- ,- ,7,- ,- ,11,3
,,área (ha),"9,745",222,- ,- ,35,- ,- ,24,163
,Pousio (com e sem ajuda),expl (nº),153,10,- ,- ,1,- ,- ,8,1
,,área (ha),"4,697",55,- ,- ,... ,- ,- ,12,... 
Culturas permanentes,,expl (nº),"47,782","1,570",3,15,330,12,9,669,532
,,área (ha),"117,590","2,066",3,22,581,20,39,479,922
,Sem culturas sob-coberto,expl (nº),"45,206","1,517",2,11,310,9,9,650,526
,,área (ha),"103,050","1,952",... ,18,528,15,39,457,894
,Com culturas temporárias,expl (nº),"6,428",51,- ,2,19,1,- ,21,8
,,área (ha),"6,678",57,- ,... ,31,... ,- ,14,6
,Com pousio (com e sem ajuda),expl (nº),"2,271",3,- ,- ,1,- ,- ,2,- 
,,área (ha),"3,660",8,- ,- ,... ,- ,- ,... ,- 
,Com horta familiar,expl (nº),"4,922",37,- ,2,2,1,- ,9,23
,,área (ha),649,2,- ,... ,... ,... ,- ,1,1
,Com pastagens permanentes,expl (nº),"1,298",16,1,2,9,1,- ,2,1
,,área (ha),"3,537",50,... ,... ,21,... ,- ,... ,... 
Pastagens permanentes,,expl (nº),"4,553",709,5,28,103,19,4,472,78
,,área (ha),"122,541","4,789",120,164,"1,540",98,44,"1,537","1,286"
,Em terra limpa,expl (nº),"4,135",694,5,28,101,19,4,459,78
,,área (ha),"29,000","4,487",120,164,"1,496",98,44,"1,449","1,116"
,Sob-coberto de matas e florestas,expl (nº),573,31,- ,- ,5,- ,- ,25,1
,,área (ha),"93,553",304,- ,- ,45,- ,- ,89,... 
Matas e florestas sem culturas sob-coberto,,expl (nº),"19,529",644,2,11,111,10,7,471,32
,,área (ha),"220,118",2975,... ,352,940,17,141,837,687
Superfície Agrícola não utilizada,,expl (nº),"10,641",1110,4,3,91,7,2,789,214
,,área (ha),15377,1773,2,4,231,1,... ,642,892
Outras superfícies,,expl (nº),55559,3052,18,93,728,60,34,1430,689
,,área (ha),22646,1319,12,54,128,24,50,363,688
"Fonte: INE, Recenseamento da Agricultura, 1999 - Lisboa e Vale do Tejo."
