Explorações segundo a condição pela qual é recenseada a exploração,,,,,,,,,,,
,,,,,,,,,,,1999
REGIÃO AGRÁRIA,,,1 ha ou mais de Superfície Agrícola Utilizada (SAU),,,"Sem a condição anterior, mas com uma área mínima de determinada cultura",,,"Sem nenhuma das condições anteriores, mas com uma determinada actividade animal",,
,Nut III,,Expl (nº),SAU (ha),Sup. Total (ha),Expl (nº),SAU (ha),Sup. Total (ha),Expl (nº),SAU (ha),Sup. Total (ha)
,,Concelho,,,,,,,,,
LISBOA E VALE DO TEJO,,,"45,576","438,826","687,659","13,534","8,429","15,087","2,505",602,"3,260"
,Oeste,,"17,020","91,024","114,285","5,348","3,176","5,587","1,028",227,"1,415"
,,Alcobaça,"2,165","9,578","13,221",561,345,784,424,106,474
,,Alenquer,"1,800","14,297","18,033",896,507,747,21,5,24
,,Arruda dos Vinhos,634,"3,622","4,207",159,95,196,8,- ,9
,,Bombarral,867,"5,480","6,255",256,154,214,17,1,11
,,Cadaval,"1,226","6,228","8,939",438,267,473,38,5,59
,,Caldas da Rainha,"1,683","7,186","9,894",420,257,541,171,44,326
,,Lourinhã,"1,546","7,025","7,830",412,266,391,59,5,165
,,Mafra,"1,953","9,682","12,161",544,315,641,143,29,158
,,Nazaré,240,"1,059","1,449",54,35,162,18,6,14
,,Óbidos,808,"4,432","5,498",194,116,236,21,7,14
,,Peniche,637,"3,040","3,279",156,88,128,22,4,30
,,Sobral de Monte Agraço,558,"3,310","3,739",120,73,87,16,1,5
,,Torres Vedras,"2,903","16,085","19,780","1,138",658,987,70,14,126
,Grande Lisboa,,"2,529","25,240","30,956",842,442,714,261,48,120
,,Amadora,9,291,305,1,... ,... ,9,1,2
,,Cascais,40,524,909,27,7,20,29,2,17
,,Loures,694,"5,790","7,039",236,125,165,34,10,13
,,Odivelas,32,294,326,16,7,9,23,5,14
,,Oeiras,32,"1,072","1,261",- ,- ,- ,2,... ,... 
,,Sintra,"1,233","7,616","9,284",317,167,301,112,20,59
,,Vila Franca de Xira,489,"9,653","11,832",245,136,219,52,10,15
,Península de Setúbal,,"4,291","55,198","75,009","1,373",843,"1,159",272,65,292
,,Alcochete,205,"3,623","4,153",73,49,58,15,2,22
,,Almada,130,520,596,30,16,18,14,1,4
,,Barreiro,54,218,241,39,18,29,14,5,8
,,Moita,232,"1,866","2,031",106,61,71,22,5,30
,,Montijo,947,"16,456","20,823",212,137,249,49,12,124
,,Palmela,"2,027","22,895","29,218",635,389,478,93,20,49
,,Seixal,51,974,"1,114",38,19,33,15,5,16
,,Sesimbra,311,"2,567","9,197",54,33,62,18,4,7
,,Setúbal,334,"6,079","7,636",186,121,161,32,11,32
,Médio Tejo,,"9,715","48,889","119,708","3,419","2,360","4,661",364,139,397
,,Abrantes,"1,615","15,282","39,036",464,315,673,60,21,97
,,Alcanena,707,"3,784","4,784",112,86,144,25,7,14
,,Constância,83,"1,028","30,325",33,22,33,2,... ,... 
,,Entroncamento,23,165,335,17,9,14,4,2,2
,,Ferreira do Zêzere,957,"3,557","7,514",465,339,883,20,10,28
,,Ourém,"2,381","5,734","10,248","1,019",702,"1,358",163,72,216
,,Sardoal,471,"1,208","3,187",230,144,430,7,1,1
,,Tomar,"1,646","7,345","11,618",815,544,891,44,12,19
,,Torres Novas,"1,768","10,107","11,762",245,186,221,35,13,18
,,Vila Nova da Barquinha,64,679,899,19,13,14,4,1,1
,Lezíria do Tejo,,"12,021","218,475","347,701","2,552","1,608","2,966",580,123,"1,036"
,,Almeirim,"1,054","9,055","14,551",276,168,238,11,o ,5
,,Alpiarça,567,"9,602","11,732",103,65,78,6,2,2
,,Azambuja,"1,203","11,084","14,997",372,225,395,38,6,87
,,Benavente,531,"36,580","45,960",119,77,94,32,13,52
,,Cartaxo,780,"7,925","8,900",254,149,199,31,2,51
,,Chamusca,502,"22,074","93,923",97,56,205,10,1,16
,,Coruche,"1,176","67,310","86,664",210,137,471,76,17,315
,,Golegã,250,"5,577","7,045",11,7,7,- ,- ,- 
,,Rio Maior,"1,713","7,617","13,826",227,156,369,212,44,346
,,Salvaterra de Magos,632,"11,207","13,712",265,156,289,23,7,18
,,Santarém,"3,613","30,444","36,391",618,412,621,141,31,144
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,
