Explorações segundo o número de suínos (Médio Tejo e Lezíria do Tejo),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.2/2
REGIÃO AGRÁRIA,,,,Total,Classes do número de animais,,,,,,,,,
,Nut III,,,,,,,,,,,,,
,,Concelho,,,1 a 2,3 a 4,5 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 399,400 a 999,> = 1000
,Médio Tejo,,expl (nº),  2 128 ,  1 712 ,   210 ,   67 ,   55 ,   38 ,   17 ,   7 ,   4 ,   8 ,   10 
,,,efect (nº),  53 776 ,  2 296 ,   695 ,   428 ,   747 ,  1 074 ,  1 250 ,  1 068 ,   952 ,  5 526 ,  39 740 
,,Abrantes,expl (nº),   210 ,   170 ,   23 ,   3 ,   2 ,   7 ,   2 ,   1 ,- ,- ,   2 
,,,efect (nº),  3 819 ,   258 ,   73 ,   21 ,... ,   190 ,... ,... ,- ,- ,... 
,,Alcanena,expl (nº),   86 ,   53 ,   15 ,   3 ,   1 ,   5 ,   4 ,   2 ,   2 ,   1 ,- 
,,,efect (nº),  1 795 ,   74 ,   52 ,   23 ,... ,   163 ,   308 ,... ,... ,... ,- 
,,Constância,expl (nº),   5 ,   4 ,- ,- ,- ,- ,- ,- ,- ,- ,   1 
,,,efect (nº),  3 438 ,   5 ,- ,- ,- ,- ,- ,- ,- ,- ,... 
,,Entroncamento,expl (nº),   14 ,   7 ,   6 ,- ,   1 ,- ,- ,- ,- ,- ,- 
,,,efect (nº),   45 ,   9 ,   19 ,- ,... ,- ,- ,- ,- ,- ,- 
,,Ferreira do Zêzere,expl (nº),   278 ,   218 ,   27 ,   10 ,   12 ,   3 ,- ,   1 ,- ,   4 ,   3 
,,,efect (nº),  29 537 ,   297 ,   91 ,   62 ,   162 ,   74 ,- ,... ,- ,  2 832 ,  25 849 
,,Ourém,expl (nº),   990 ,   854 ,   73 ,   24 ,   19 ,   10 ,   5 ,   3 ,- ,   1 ,   1 
,,,efect (nº),  4 737 ,  1 095 ,   240 ,   155 ,   244 ,   277 ,   355 ,   482 ,- ,... ,... 
,,Sardoal,expl (nº),   106 ,   91 ,   11 ,   1 ,   2 ,   1 ,- ,- ,- ,- ,- 
,,,efect (nº),   231 ,   135 ,   36 ,... ,... ,... ,- ,- ,- ,- ,- 
,,Tomar,expl (nº),   217 ,   144 ,   27 ,   18 ,   8 ,   9 ,   5 ,- ,   2 ,   2 ,   2 
,,,efect (nº),  6 210 ,   202 ,   90 ,   112 ,   115 ,   258 ,   323 ,- ,... ,... ,... 
,,Torres Novas,expl (nº),   216 ,   169 ,   28 ,   6 ,   8 ,   3 ,   1 ,- ,- ,- ,   1 
,,,efect (nº),  3 925 ,   219 ,   94 ,   36 ,   112 ,   79 ,... ,- ,- ,- ,... 
,,Vila Nova da Barquinha,expl (nº),   6 ,   2 ,- ,   2 ,   2 ,- ,- ,- ,- ,- ,- 
,,,efect (nº),   39 ,... ,- ,... ,... ,- ,- ,- ,- ,- ,- 
,Lezíria do Tejo,,expl (nº),  2 248 ,  1 233 ,   198 ,   137 ,   152 ,   139 ,   108 ,   85 ,   73 ,   49 ,   74 
,,,efect (nº),  342 356 ,  1 808 ,   649 ,   980 ,  2 034 ,  4 347 ,  7 864 ,  12 482 ,  19 192 ,  32 401 ,  260 599 
