Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.3/12
REGIÃO AGRÁRIA,,,,Total,Cereais Plantas olea./prot.,Culturas agrícolas diversas,Horticultura,Viticultura,Fruticultura,Olivicultura,Culturas permanentes diversas,Bovinos                de leite,Bovinos para gado/carne
,Nut III,,,,,,,,,,,,
,,Concelho,,nº de indivíduos,,,,,,,,,
,,Mafra,,,,,,,,,,,
,,,Total,  2 591 ,   50 ,   250 ,   415 ,   197 ,   370 ,- ,   135 ,   63 ,   86 
,,,15 - 24,   10 ,- ,- ,   1 ,- ,- ,- ,   2 ,   1 ,   3 
,,,25 - 34,   122 ,   4 ,   8 ,   28 ,   8 ,   12 ,- ,   3 ,   7 ,   11 
,,,35 - 44,   267 ,   4 ,   14 ,   57 ,   20 ,   32 ,- ,   8 ,   5 ,   20 
,,,45 - 54,   493 ,   6 ,   48 ,   85 ,   28 ,   64 ,- ,   19 ,   22 ,   23 
,,,55 - 64,   821 ,   18 ,   81 ,   121 ,   64 ,   118 ,- ,   45 ,   22 ,   20 
,,,>= 65,   878 ,   18 ,   99 ,   123 ,   77 ,   144 ,- ,   58 ,   6 ,   9 
,,Nazaré,,,,,,,,,,,
,,,Total,   305 ,   5 ,   53 ,   84 ,   1 ,   43 ,- ,   6 ,   5 ,   3 
,,,15 - 24,   1 ,- ,- ,   1 ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   19 ,- ,   5 ,   6 ,- ,   5 ,- ,- ,   1 ,   1 
,,,35 - 44,   49 ,   2 ,   9 ,   15 ,- ,   6 ,- ,   2 ,   1 ,   1 
,,,45 - 54,   56 ,- ,   9 ,   14 ,- ,   7 ,- ,   1 ,   1 ,- 
,,,55 - 64,   91 ,   3 ,   14 ,   29 ,- ,   11 ,- ,   3 ,   1 ,- 
,,,>= 65,   89 ,- ,   16 ,   19 ,   1 ,   14 ,- ,- ,   1 ,   1 
,,Óbidos,,,,,,,,,,,
,,,Total,  1 007 ,   5 ,   146 ,   59 ,   51 ,   398 ,- ,   121 ,   4 ,   6 
,,,15 - 24,   10 ,- ,- ,- ,- ,   5 ,- ,   1 ,- ,   1 
,,,25 - 34,   63 ,   1 ,   7 ,   9 ,   4 ,   23 ,- ,   10 ,- ,- 
,,,35 - 44,   123 ,- ,   22 ,   15 ,   3 ,   49 ,- ,   10 ,   1 ,- 
,,,45 - 54,   230 ,   2 ,   38 ,   13 ,   13 ,   88 ,- ,   26 ,   3 ,   1 
,,,55 - 64,   282 ,- ,   37 ,   11 ,   17 ,   114 ,- ,   34 ,- ,   1 
,,,>= 65,   299 ,   2 ,   42 ,   11 ,   14 ,   119 ,- ,   40 ,- ,   3 
,,Peniche,,,,,,,,,,,
,,,Total,   790 ,   18 ,   195 ,   356 ,   7 ,   28 ,- ,   21 ,   4 ,   5 
,,,15 - 24,   7 ,- ,- ,   4 ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   41 ,- ,   8 ,   22 ,   1 ,- ,- ,   1 ,- ,- 
,,,35 - 44,   113 ,- ,   18 ,   68 ,- ,   1 ,- ,   9 ,   1 ,- 
,,,45 - 54,   152 ,   2 ,   41 ,   84 ,   1 ,   4 ,- ,   1 ,   2 ,   2 
,,,55 - 64,   240 ,   8 ,   63 ,   103 ,- ,   10 ,- ,- ,   1 ,   2 
,,,>= 65,   237 ,   8 ,   65 ,   75 ,   5 ,   13 ,- ,   10 ,- ,   1 
,,Sobral de Monte Agraço,,,,,,,,,,,
,,,Total,   678 ,   22 ,   86 ,   95 ,   161 ,   15 ,   1 ,   12 ,   11 ,   14 
,,,15 - 24,   4 ,- ,   1 ,- ,- ,- ,- ,- ,- ,   1 
,,,25 - 34,   22 ,   1 ,   1 ,   3 ,   6 ,   1 ,- ,   1 ,- ,   1 
,,,35 - 44,   67 ,   1 ,   12 ,   7 ,   11 ,- ,- ,   2 ,   2 ,   3 
