Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,45 - 54,   139 ,   7 ,   21 ,   13 ,   35 ,   6 ,   1 ,   2 ,   4 ,   4 
,,,55 - 64,   206 ,   6 ,   18 ,   27 ,   55 ,   5 ,- ,   2 ,   4 ,   3 
,,,>= 65,   240 ,   7 ,   33 ,   45 ,   54 ,   3 ,- ,   5 ,   1 ,   2 
,,Torres Vedras,,,,,,,,,,,
,,,Total,  3 995 ,   63 ,   422 ,   465 ,  1 427 ,   267 ,- ,   235 ,   32 ,   51 
,,,15 - 24,   12 ,   1 ,   1 ,   1 ,   2 ,- ,- ,   1 ,- ,   2 
,,,25 - 34,   184 ,   5 ,   14 ,   72 ,   30 ,   13 ,- ,   8 ,   2 ,   8 
,,,35 - 44,   524 ,   7 ,   60 ,   123 ,   138 ,   22 ,- ,   15 ,   6 ,   13 
,,,45 - 54,   816 ,   14 ,   91 ,   104 ,   269 ,   52 ,- ,   49 ,   13 ,   14 
,,,55 - 64,  1 172 ,   14 ,   125 ,   110 ,   412 ,   87 ,- ,   75 ,   6 ,   10 
,,,>= 65,  1 287 ,   22 ,   131 ,   55 ,   576 ,   93 ,- ,   87 ,   5 ,   4 
,Grande Lisboa,,,,,,,,,,,,
,,,Total,  3 501 ,   106 ,   304 ,  1 105 ,   287 ,   224 ,   28 ,   122 ,   29 ,   61 
,,,15 - 24,   12 ,- ,   1 ,   3 ,- ,- ,- ,- ,- ,   4 
,,,25 - 34,   138 ,   3 ,   17 ,   50 ,   3 ,   6 ,- ,   5 ,   3 ,   4 
,,,35 - 44,   318 ,   10 ,   39 ,   110 ,   23 ,   18 ,   2 ,   8 ,   6 ,   8 
,,,45 - 54,   588 ,   20 ,   62 ,   167 ,   50 ,   45 ,   8 ,   15 ,   4 ,   9 
,,,55 - 64,  1 004 ,   22 ,   68 ,   325 ,   84 ,   58 ,   8 ,   40 ,   9 ,   16 
,,,>= 65,  1 441 ,   51 ,   117 ,   450 ,   127 ,   97 ,   10 ,   54 ,   7 ,   20 
,,Amadora,,,,,,,,,,,
,,,Total,   17 ,- ,   1 ,   1 ,- ,   1 ,- ,- ,   1 ,   1 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   2 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,45 - 54,   3 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,55 - 64,   8 ,- ,   1 ,   1 ,- ,- ,- ,- ,   1 ,   1 
,,,>= 65,   4 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- 
,,Cascais,,,,,,,,,,,
,,,Total,   85 ,   4 ,   1 ,   23 ,- ,   2 ,- ,   1 ,   1 ,   3 
,,,15 - 24,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   3 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,   6 ,   1 ,- ,   1 ,- ,- ,- ,- ,- ,- 
,,,45 - 54,   8 ,- ,- ,   1 ,- ,- ,- ,   1 ,- ,- 
,,,55 - 64,   12 ,- ,- ,   3 ,- ,   1 ,- ,- ,- ,   1 
,,,>= 65,   55 ,   3 ,   1 ,   18 ,- ,   1 ,- ,- ,   1 ,   2 
,,Loures,,,,,,,,,,,
,,,Total,   939 ,   6 ,   57 ,   466 ,   76 ,   18 ,   15 ,   20 ,   6 ,   22 
,,,15 - 24,   3 ,- ,   1 ,   2 ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   36 ,- ,   2 ,   20 ,   1 ,   1 ,- ,   1 ,   1 ,   1 
,,,35 - 44,   96 ,   1 ,   6 ,   45 ,   9 ,- ,   1 ,   1 ,   1 ,   5 
,,,45 - 54,   180 ,- ,   14 ,   72 ,   18 ,   5 ,   4 ,   1 ,- ,   3 
,,,55 - 64,   269 ,   3 ,   8 ,   145 ,   24 ,   5 ,   6 ,   8 ,   2 ,   5 
,,,>= 65,   355 ,   2 ,   26 ,   182 ,   24 ,   7 ,   4 ,   9 ,   2 ,   8 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
