"Culturas regadas (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,,,,
,,,área regada (ha),- ,- ,- ,... ,- ,... ,... ,- ,- ,... ,- 
,,Cascais,expl (nº),- ,- ,- ,   29 ,   6 ,   6 ,   9 ,   2 ,- ,- ,   5 
,,,área regada (ha),- ,- ,- ,   9 ,   8 ,   1 ,   8 ,... ,- ,- ,   3 
,,Loures,expl (nº),- ,   1 ,   8 ,   511 ,   7 ,   37 ,   29 ,- ,   2 ,   3 ,   32 
,,,área regada (ha),- ,... ,   38 ,   892 ,   5 ,   41 ,   9 ,- ,... ,o ,   23 
,,Odivelas,expl (nº),- ,   1 ,- ,   22 ,   10 ,   6 ,   6 ,- ,   1 ,   1 ,   5 
,,,área regada (ha),- ,... ,- ,   21 ,   16 ,   4 ,o ,- ,... ,... ,   1 
,,Oeiras,expl (nº),- ,- ,- ,   2 ,- ,   2 ,   3 ,- ,- ,- ,   6 
,,,área regada (ha),- ,- ,- ,... ,- ,... ,   2 ,- ,- ,- ,   36 
,,Sintra,expl (nº),- ,- ,- ,   724 ,   27 ,   94 ,   79 ,   4 ,   7 ,   2 ,   120 
,,,área regada (ha),- ,- ,- ,   830 ,   84 ,   81 ,   23 ,o ,   6 ,... ,   55 
,,Vila Franca de Xira,expl (nº),   14 ,   12 ,   36 ,   104 ,   4 ,   44 ,   39 ,   5 ,   7 ,   4 ,   14 
,,,área regada (ha),   426 ,   348 ,   480 ,   232 ,   50 ,   19 ,   18 ,   2 ,   1 ,   2 ,   186 
,Península de Setúbal,,expl (nº),   3 ,   16 ,   292 ,  1 780 ,   121 ,   876 ,  1 593 ,   94 ,   224 ,   44 ,   311 
,,,área regada (ha),   79 ,   99 ,   923 ,  2 177 ,   719 ,   600 ,   650 ,   98 ,   807 ,   16 ,   571 
,,Alcochete,expl (nº),- ,- ,   5 ,   194 ,   7 ,   5 ,   33 ,   1 ,   1 ,   1 ,   28 
,,,área regada (ha),- ,- ,   18 ,   349 ,   9 ,   1 ,   11 ,... ,... ,... ,   159 
,,Almada,expl (nº),- ,- ,   1 ,   105 ,   1 ,   7 ,   8 ,- ,- ,- ,   9 
,,,área regada (ha),- ,- ,... ,   210 ,... ,   1 ,   5 ,- ,- ,- ,   8 
,,Barreiro,expl (nº),- ,- ,- ,   49 ,   7 ,   38 ,   61 ,   2 ,   4 ,- ,   5 
,,,área regada (ha),- ,- ,- ,   22 ,   14 ,   8 ,   12 ,... ,   1 ,- ,   2 
,,Moita,expl (nº),- ,- ,   3 ,   178 ,   17 ,   57 ,   103 ,   6 ,   8 ,   7 ,   30 
,,,área regada (ha),- ,- ,   2 ,   130 ,   98 ,   11 ,   23 ,o ,   2 ,   4 ,   41 
,,Montijo,expl (nº),   2 ,   8 ,   96 ,   336 ,   21 ,   124 ,   301 ,   7 ,   12 ,   3 ,   93 
,,,área regada (ha),... ,   39 ,   378 ,   508 ,   109 ,   142 ,   144 ,   7 ,   68 ,   1 ,   229 
,,Palmela,expl (nº),   1 ,   7 ,   186 ,   634 ,   52 ,   430 ,   690 ,   56 ,   132 ,   8 ,   101 
,,,área regada (ha),... ,   59 ,   518 ,   729 ,   258 ,   300 ,   243 ,   48 ,   616 ,   4 ,   93 
,,Seixal,expl (nº),- ,- ,- ,   21 ,   5 ,   32 ,   43 ,   1 ,   4 ,- ,   2 
,,,área regada (ha),- ,- ,- ,   11 ,   6 ,   9 ,   14 ,... ,o ,- ,... 
,,Sesimbra,expl (nº),- ,   1 ,- ,   122 ,   1 ,   50 ,   41 ,   3 ,   11 ,   1 ,   6 
,,,área regada (ha),- ,... ,- ,   98 ,... ,   20 ,   17 ,   1 ,   4 ,... ,   3 
,,Setúbal,expl (nº),- ,- ,   1 ,   141 ,   10 ,   133 ,   313 ,   18 ,   52 ,   24 ,   37 
,,,área regada (ha),- ,- ,... ,   120 ,   93 ,   108 ,   181 ,   41 ,   116 ,   6 ,   35 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
