Produtor singular segundo a dimensão económica e as classes de idade,,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.5/6
REGIÃO AGRÁRIA,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,,Sardoal,,,,,,,,,
,,,Total,   698 ,   371 ,   197 ,   98 ,   29 ,   3 ,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   9 ,   5 ,   3 ,   1 ,- ,- ,- ,- 
,,,35 - 44,   54 ,   31 ,   15 ,   5 ,   3 ,- ,- ,- 
,,,45 - 54,   115 ,   58 ,   36 ,   18 ,   3 ,- ,- ,- 
,,,55 - 64,   147 ,   68 ,   49 ,   24 ,   6 ,- ,- ,- 
,,,>= 65,   373 ,   209 ,   94 ,   50 ,   17 ,   3 ,- ,- 
,,Tomar,,,,,,,,,
,,,Total,  2 475 ,  1 425 ,   603 ,   269 ,   105 ,   51 ,   16 ,   6 
,,,15 - 24,   10 ,   8 ,   1 ,- ,   1 ,- ,- ,- 
,,,25 - 34,   54 ,   35 ,   11 ,   3 ,   2 ,   3 ,- ,- 
,,,35 - 44,   188 ,   113 ,   38 ,   16 ,   8 ,   8 ,   4 ,   1 
,,,45 - 54,   360 ,   187 ,   90 ,   41 ,   22 ,   13 ,   5 ,   2 
,,,55 - 64,   680 ,   381 ,   174 ,   74 ,   34 ,   14 ,   2 ,   1 
,,,>= 65,  1 183 ,   701 ,   289 ,   135 ,   38 ,   13 ,   5 ,   2 
,,Torres Novas,,,,,,,,,
,,,Total,  2 017 ,   517 ,   510 ,   488 ,   290 ,   152 ,   51 ,   9 
,,,15 - 24,   5 ,- ,   1 ,   1 ,   1 ,   1 ,   1 ,- 
,,,25 - 34,   55 ,   10 ,   13 ,   11 ,   10 ,   6 ,   4 ,   1 
,,,35 - 44,   182 ,   43 ,   43 ,   31 ,   29 ,   20 ,   15 ,   1 
,,,45 - 54,   347 ,   94 ,   93 ,   81 ,   44 ,   24 ,   8 ,   3 
,,,55 - 64,   479 ,   128 ,   120 ,   119 ,   68 ,   33 ,   10 ,   1 
,,,>= 65,   949 ,   242 ,   240 ,   245 ,   138 ,   68 ,   13 ,   3 
,,Vila Nova da Barquinha,,,,,,,,,
,,,Total,   84 ,   37 ,   16 ,   15 ,   12 ,   3 ,   1 ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   1 ,- ,- ,- ,- ,   1 ,- ,- 
,,,35 - 44,   7 ,   3 ,   1 ,- ,   3 ,- ,- ,- 
