"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Médio Tejo)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.4/5
,,,LISBOA E VALE DO TEJO,Médio Tejo,Abrantes,Alcanena,Constância,Entroncamento,Ferreira do Zêzere,Ourém,Sardoal,Tomar,Torres Novas,Vila Nova da Barquinha
Explorações agrícolas,,expl. (nº),  61 615 ,  13 498 ,  2 139 ,   844 ,   118 ,   44 ,  1 442 ,  3 563 ,   708 ,2505,2048,87
,,SAU (ha),  447 863 ,  51 389 ,  15 614 ,  3 875 ,  1 050 ,   176 ,  3 907 ,  6 513 ,  1 353 ,7903,10306,692
,Sem SAU,expl. (nº),  1 070 ,   75 ,   17 ,   7 ,   1 ,- ,   2 ,   17 ,   5 ,15,10,1
,> 0 a < 1,expl. (nº),  14 969 ,  3 708 ,   507 ,   130 ,   34 ,   21 ,   483 ,  1 165 ,   232 ,844,270,22
,,SAU (ha),  9 023 ,  2 495 ,   333 ,   91 ,   22 ,   11 ,   350 ,   775 ,   145 ,559,196,13
,1 a < 2,expl. (nº),  16 763 ,  4 595 ,   679 ,   205 ,   39 ,   10 ,   539 ,  1 390 ,   274 ,875,564,20
,,SAU (ha),  23 653 ,  6 463 ,   928 ,   299 ,   50 ,   15 ,   769 ,  1 940 ,   368 ,1241,827,26
,2 a < 5,expl. (nº),  16 416 ,  3 491 ,   542 ,   315 ,   27 ,   8 ,   327 ,   853 ,   155 ,538,704,22
,,SAU (ha),  51 428 ,  10 669 ,  1 658 ,  1 001 ,   83 ,   21 ,   943 ,  2 534 ,   462 ,1627,2261,79
,5 a < 10,expl. (nº),  6 776 ,   979 ,   193 ,   114 ,   4 ,   1 ,   65 ,   111 ,   29 ,145,305,12
,,SAU (ha),  46 447 ,  6 596 ,  1 296 ,   791 ,   24 ,... ,   429 ,   729 ,   188 ,959,2092,83
,10 a < 20,expl. (nº),  2 954 ,   358 ,   73 ,   50 ,   4 ,   2 ,   22 ,   19 ,   11 ,54,118,5
,,SAU (ha),  40 373 ,  4 850 ,   969 ,   686 ,   65 ,... ,   295 ,   246 ,   141 ,735,1612,66
,20 a < 50,expl. (nº),  1 640 ,   191 ,   68 ,   17 ,   6 ,   1 ,   3 ,   6 ,   2 ,26,58,4
,,SAU (ha),  49 589 ,  5 792 ,  2 114 ,   473 ,   169 ,... ,   94 ,   173 ,... ,778,1791,115
,50 a < 100,expl. (nº),   530 ,   55 ,   27 ,   3 ,   1 ,   1 ,- ,   2 ,- ,6,15,- 
,,SAU (ha),  36 666 ,  3 660 ,  1 833 ,   201 ,... ,... ,- ,... ,- ,398,993,- 
,>= 100,expl. (nº),   497 ,   46 ,   33 ,   3 ,   2 ,- ,   1 ,- ,- ,2,4,1
,,SAU (ha),  190 687 ,  10 869 ,  6 485 ,   334 ,... ,- ,... ,- ,- ,... ,535,... 
Classes de dimensão económica (UDE),,expl. (nº),  60 960 ,  13 475 ,  2 135 ,   843 ,   118 ,   44 ,  1 442 ,  3 556 ,   707 ,2499,2044,87
,,SAU (ha),  445 830 ,  51 313 ,  15 581 ,  3 873 ,  1 050 ,   176 ,  3 907 ,  6 502 ,  1 340 ,7894,10298,692
,> 0 a < 2,expl. (nº),  21 193 ,  6 564 ,  1 029 ,   279 ,   72 ,   19 ,   817 ,  1 994 ,   373 ,1427,517,37
,,SAU (ha),  24 749 ,  6 962 ,  1 236 ,   340 ,   72 ,   18 ,   826 ,  1 969 ,   328 ,1483,637,53
,2 a < 4,expl. (nº),  13 201 ,  3 503 ,   507 ,   238 ,   20 ,   14 ,   384 ,  1 009 ,   199 ,605,511,16
,,SAU (ha),  27 908 ,  7 662 ,  1 367 ,   598 ,   53 ,   17 ,   781 ,  2 053 ,   356 ,1299,1105,33
,4 a < 8,expl. (nº),  10 395 ,  1 922 ,   307 ,   150 ,   10 ,   5 ,   157 ,   416 ,   100 ,271,491,15
,,SAU (ha),  36 676 ,  7 535 ,  1 447 ,   665 ,   39 ,   10 ,   589 ,  1 509 ,   352 ,1089,1760,75
,8 a < 16,expl. (nº),  6 971 ,   837 ,   145 ,   106 ,   3 ,   1 ,   51 ,   89 ,   29 ,107,294,12
,,SAU (ha),  43 185 ,  6 180 ,  1 723 ,   733 ,   40 ,... ,   300 ,   514 ,   204 ,740,1815,94
,16 a < 40,expl. (nº),  5 521 ,   402 ,   69 ,   50 ,   6 ,   3 ,   15 ,   36 ,   4 ,54,160,5
,,SAU (ha),  65 684 ,  6 108 ,  1 588 ,   677 ,   81 ,   43 ,   131 ,   332 ,   52 ,819,1984,401
,40 a < 100,expl. (nº),  2 412 ,   172 ,   48 ,   16 ,   4 ,   2 ,   11 ,   7 ,   2 ,24,56,2
,,SAU (ha),  77 878 ,  6 922 ,  3 403 ,   497 ,   164 ,... ,   136 ,   55 ,... ,581,1930,... 
,> = 100,expl. (nº),  1 267 ,   75 ,   30 ,   4 ,   3 ,- ,   7 ,   5 ,- ,11,15,- 
,,SAU (ha),  169 739 ,  9 943 ,  4 817 ,   363 ,   601 ,- ,  1 145 ,   71 ,- ,1880,1066,- 
