"Características da habitação do produtor singular (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,Pág.5/6
REGIÃO AGRÁRIA,,,Total de explorações,,,,,Total de explorações com produtor residente na exploração,,,,
,Nut III,,Total  ,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,Total,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos
,,Concelho,Idade da habitação > 50 anos,,,,,,,,,
LISBOA E VALE DO TEJO,,,  15 953 ,  15 787 ,  15 449 ,  15 333 ,  15 659 ,  7 625 ,  7 522 ,  7 340 ,  7 269 ,  7 460 
,Oeste,,  5 710 ,  5 635 ,  5 475 ,  5 474 ,  5 580 ,  1 860 ,  1 831 ,  1 781 ,  1 777 ,  1 810 
,,Alcobaça,   478 ,   477 ,   457 ,   464 ,   475 ,   302 ,   302 ,   287 ,   290 ,   301 
,,Alenquer,   874 ,   868 ,   842 ,   851 ,   863 ,   150 ,   147 ,   141 ,   143 ,   146 
,,Arruda dos Vinhos,   250 ,   245 ,   229 ,   233 ,   242 ,   115 ,   112 ,   102 ,   109 ,   110 
,,Bombarral,   239 ,   235 ,   232 ,   233 ,   230 ,   71 ,   67 ,   68 ,   69 ,   66 
,,Cadaval,   404 ,   399 ,   392 ,   396 ,   396 ,   102 ,   101 ,   100 ,   99 ,   100 
,,Caldas da Rainha,   490 ,   484 ,   483 ,   466 ,   478 ,   279 ,   277 ,   275 ,   267 ,   272 
,,Lourinhã,   416 ,   406 ,   407 ,   399 ,   405 ,   95 ,   92 ,   94 ,   91 ,   92 
,,Mafra,   787 ,   770 ,   736 ,   716 ,   762 ,   260 ,   255 ,   249 ,   240 ,   254 
,,Nazaré,   61 ,   61 ,   61 ,   61 ,   61 ,   51 ,   51 ,   51 ,   51 ,   51 
,,Óbidos,   239 ,   237 ,   232 ,   230 ,   232 ,   55 ,   55 ,   54 ,   52 ,   53 
,,Peniche,   135 ,   132 ,   132 ,   132 ,   131 ,   23 ,   23 ,   21 ,   22 ,   22 
,,Sobral de Monte Agraço,   269 ,   261 ,   253 ,   244 ,   253 ,   87 ,   83 ,   80 ,   79 ,   81 
,,Torres Vedras,  1 068 ,  1 060 ,  1 019 ,  1 049 ,  1 052 ,   270 ,   266 ,   259 ,   265 ,   262 
,Grande Lisboa,,  1 095 ,  1 085 ,  1 047 ,  1 050 ,  1 077 ,   428 ,   420 ,   403 ,   403 ,   418 
,,Amadora,   4 ,   3 ,   3 ,   3 ,   3 ,   3 ,   2 ,   2 ,   2 ,   2 
,,Cascais,   14 ,   14 ,   13 ,   12 ,   13 ,   9 ,   9 ,   8 ,   7 ,   8 
,,Loures,   271 ,   268 ,   260 ,   257 ,   267 ,   74 ,   72 ,   68 ,   68 ,   72 
,,Odivelas,   15 ,   14 ,   14 ,   14 ,   14 ,   13 ,   12 ,   12 ,   12 ,   12 
,,Oeiras,   7 ,   7 ,   7 ,   7 ,   7 ,   3 ,   3 ,   3 ,   3 ,   3 
,,Sintra,   584 ,   582 ,   559 ,   565 ,   577 ,   222 ,   221 ,   212 ,   213 ,   221 
,,Vila Franca de Xira,   200 ,   197 ,   191 ,   192 ,   196 ,   104 ,   101 ,   98 ,   98 ,   100 
,Península de Setúbal,,   987 ,   958 ,   930 ,   910 ,   951 ,   728 ,   704 ,   677 ,   658 ,   699 
,,Alcochete,   57 ,   54 ,   55 ,   55 ,   54 ,   36 ,   33 ,   34 ,   34 ,   33 
,,Almada,   64 ,   60 ,   52 ,   51 ,   59 ,   52 ,   49 ,   41 ,   40 ,   48 
,,Barreiro,   24 ,   22 ,   21 ,   20 ,   22 ,   21 ,   20 ,   19 ,   18 ,   20 
,,Moita,   56 ,   53 ,   51 ,   49 ,   52 ,   51 ,   48 ,   46 ,   45 ,   47 
,,Montijo,   179 ,   176 ,   173 ,   175 ,   174 ,   140 ,   137 ,   134 ,   136 ,   135 
,,Palmela,   408 ,   399 ,   383 ,   370 ,   396 ,   286 ,   279 ,   264 ,   249 ,   278 
,,Seixal,   16 ,   16 ,   16 ,   15 ,   16 ,   9 ,   9 ,   9 ,   8 ,   9 
,,Sesimbra,   79 ,   77 ,   79 ,   74 ,   77 ,   48 ,   46 ,   48 ,   45 ,   46 
,,Setúbal,   104 ,   101 ,   100 ,   101 ,   101 ,   85 ,   83 ,   82 ,   83 ,   83 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
