Máquinas e equipamentos (Grande Lisboa),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,Pág.2/5
,,,,LISBOA E VALE DO TEJO,Grande Lisboa,Amadora,Cascais,Loures,Odivelas,Oeiras,Sintra,Vila Franca de Xira
Explorações que utilizam tractores,,,expl (nº),  51 103 ,  2 588 ,   8 ,   47 ,   643 ,   37 ,   21 ,  1 228 ,   604 
Máquinas pertencentes à exploração,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),  24 753 ,  1 658 ,   5 ,   37 ,   391 ,   22 ,   18 ,   868 ,   317 
,,,máq (nº),  33 589 ,  2 263 ,   11 ,   55 ,   492 ,   40 ,   40 ,  1 098 ,   527 
,,De menos de 20 c.v.,expl (nº),  2 707 ,   157 ,   1 ,   3 ,   34 ,   4 ,   1 ,   59 ,   55 
,,,máq (nº),  2 818 ,   163 ,... ,   3 ,   35 ,   4 ,... ,   60 ,   59 
,,De 20 a menos de 34 c.v.,expl (nº),  4 498 ,   227 ,   1 ,   8 ,   63 ,   5 ,   3 ,   87 ,   60 
,,,máq (nº),  4 580 ,   229 ,... ,   8 ,   63 ,   5 ,   3 ,   87 ,   61 
,,De 34 a menos de 55 c.v.,expl (nº),  10 400 ,   781 ,   2 ,   12 ,   156 ,   5 ,   7 ,   489 ,   110 
,,,máq (nº),  11 386 ,   841 ,... ,   14 ,   166 ,   8 ,   10 ,   521 ,   120 
,,De 55 a menos de 82 c.v.,expl (nº),  9 104 ,   635 ,   1 ,   18 ,   154 ,   10 ,   11 ,   330 ,   111 
,,,máq (nº),  11 814 ,   802 ,... ,   24 ,   193 ,   11 ,   20 ,   386 ,   163 
,,De 82 a menos de 109 c.v,expl (nº),  1 682 ,   106 ,   1 ,   3 ,   20 ,   3 ,   4 ,   29 ,   46 
,,,máq (nº),  2 098 ,   142 ,... ,   3 ,   26 ,   11 ,   4 ,   33 ,   64 
,,De 109 c.v. e mais,expl (nº),   634 ,   64 ,- ,   3 ,   8 ,   1 ,   2 ,   9 ,   41 
,,,máq (nº),   893 ,   86 ,- ,   3 ,   9 ,... ,... ,   11 ,   60 
,Motocultivadores,,expl (nº),  15 950 ,  1 073 ,   1 ,   8 ,   371 ,   9 ,   3 ,   451 ,   230 
,,,máq (nº),  18 118 ,  1 178 ,... ,   9 ,   409 ,   9 ,   4 ,   505 ,   241 
,Motoenxadas (motofresas),,expl (nº),  7 133 ,   664 ,   2 ,   7 ,   128 ,   2 ,   1 ,   461 ,   63 
,,,máq (nº),  7 717 ,   768 ,... ,   7 ,   150 ,... ,... ,   524 ,   82 
,Motoceifeiras (motogadanheiras),,expl (nº),  1 096 ,   60 ,- ,- ,   17 ,   1 ,- ,   27 ,   15 
,,,máq (nº),  1 134 ,   62 ,- ,- ,   17 ,... ,- ,   28 ,   16 
,Electrobomba/motobomba,,expl (nº),  25 287 ,  1 183 ,   9 ,   10 ,   56 ,   35 ,- ,   882 ,   191 
,,,máq (nº),  46 428 ,  2 631 ,   11 ,   11 ,   92 ,   54 ,- ,  1 995 ,   468 
,Distribuidores de adubos e correctivos,,expl (nº),  5 577 ,   291 ,   1 ,   8 ,   38 ,   2 ,   4 ,   157 ,   81 
,,,máq (nº),  6 319 ,   322 ,... ,   8 ,   42 ,... ,   5 ,   168 ,   94 
,Semeadores,,expl (nº),  2 642 ,   260 ,   2 ,   6 ,   38 ,   1 ,   7 ,   135 ,   71 
,,,máq (nº),  2 951 ,   287 ,... ,   6 ,   41 ,... ,   9 ,   141 ,   86 
,Plantadores/transplantadores,,expl (nº),  1 538 ,   65 ,- ,- ,   13 ,   1 ,- ,   21 ,   30 
,,,máq (nº),  1 688 ,   70 ,- ,- ,   14 ,... ,- ,   24 ,   31 
,Pulverizadores e polvilhadores,,expl (nº),  14 495 ,   632 ,   1 ,   8 ,   104 ,   13 ,   12 ,   318 ,   176 
,,,máq (nº),  18 449 ,   802 ,... ,   10 ,   140 ,   21 ,   17 ,   403 ,   209 
,Gadanheiras,,expl (nº),  2 790 ,   525 ,   4 ,   15 ,   111 ,   8 ,   10 ,   323 ,   54 
,,,máq (nº),  3 236 ,   618 ,   5 ,   15 ,   134 ,   10 ,   18 ,   374 ,   62 
,Colhedores de forragem,,expl (nº),   500 ,   79 ,   1 ,   3 ,   15 ,   2 ,   4 ,   39 ,   15 
,,,máq (nº),   578 ,   88 ,... ,   3 ,   16 ,... ,   5 ,   44 ,   17 
,Enfardadeiras,,expl (nº),  1 136 ,   188 ,   2 ,   7 ,   38 ,   3 ,   8 ,   88 ,   42 
,,,máq (nº),  1 247 ,   207 ,... ,   7 ,   43 ,   3 ,   10 ,   98 ,   44 
,Ceifeiras-debulhadoras,,expl (nº),   686 ,   72 ,- ,   3 ,   8 ,   2 ,   4 ,   23 ,   32 
,,,máq (nº),   758 ,   77 ,- ,   3 ,   10 ,... ,   6 ,   23 ,   33 
,Secadores de cereais,,expl (nº),   188 ,   7 ,- ,- ,   2 ,- ,- ,   1 ,   4 
,,,máq (nº),   208 ,   7 ,- ,- ,... ,- ,- ,... ,   4 
,Viradores de feno,,expl (nº),  1 246 ,   226 ,   3 ,   7 ,   27 ,   2 ,   8 ,   157 ,   22 
,,,máq (nº),  1 363 ,   258 ,   3 ,   8 ,   33 ,... ,   10 ,   176 ,   25 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo."
