Explorações segundo o número de ovinos (Médio Tejo e Lezíria do Tejo),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/2
REGIÃO AGRÁRIA,,,,Total,Classes do número de animais,,,,,,
,Nut III,,,,,,,,,,
,,Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 499,> = 500
,Médio Tejo,,expl (nº),  3 873 ,  2 905 ,   514 ,   300 ,   81 ,   37 ,   28 ,   8 
,,,efect (nº),  51 599 ,  11 330 ,  6 683 ,  8 386 ,  5 374 ,  4 958 ,  9 201 ,  5 667 
,,Abrantes,expl (nº),   479 ,   313 ,   64 ,   48 ,   16 ,   11 ,   21 ,   6 
,,,efect (nº),  16 869 ,  1 173 ,   841 ,  1 431 ,  1 035 ,  1 507 ,  6 795 ,  4 087 
,,Alcanena,expl (nº),   249 ,   144 ,   51 ,   41 ,   11 ,   1 ,   1 ,- 
,,,efect (nº),  3 744 ,   673 ,   661 ,  1 182 ,   726 ,... ,... ,- 
,,Constância,expl (nº),   16 ,   7 ,   4 ,   3 ,- ,- ,- ,   2 
,,,efect (nº),  1 717 ,   21 ,   47 ,   69 ,- ,- ,- ,... 
,,Entroncamento,expl (nº),   16 ,   9 ,   4 ,   2 ,   1 ,- ,- ,- 
,,,efect (nº),   182 ,   39 ,   45 ,... ,... ,- ,- ,- 
,,Ferreira do Zêzere,expl (nº),   342 ,   258 ,   46 ,   28 ,   8 ,   1 ,   1 ,- 
,,,efect (nº),  3 159 ,   884 ,   600 ,   767 ,   568 ,... ,... ,- 
,,Ourém,expl (nº),  1 384 ,  1 200 ,   133 ,   42 ,   6 ,   3 ,- ,- 
,,,efect (nº),  8 250 ,  4 724 ,  1 692 ,  1 069 ,   416 ,   349 ,- ,- 
,,Sardoal,expl (nº),   107 ,   86 ,   15 ,   6 ,- ,- ,- ,- 
,,,efect (nº),   624 ,   286 ,   186 ,   152 ,- ,- ,- ,- 
,,Tomar,expl (nº),   620 ,   440 ,   87 ,   58 ,   19 ,   12 ,   4 ,- 
,,,efect (nº),  8 795 ,  1 645 ,  1 130 ,  1 673 ,  1 254 ,  1 597 ,  1 496 ,- 
,,Torres Novas,expl (nº),   632 ,   433 ,   104 ,   66 ,   20 ,   8 ,   1 ,- 
,,,efect (nº),  7 826 ,  1 826 ,  1 415 ,  1 837 ,  1 322 ,  1 116 ,... ,- 
,,Vila Nova da Barquinha,expl (nº),   28 ,   15 ,   6 ,   6 ,- ,   1 ,- ,- 
,,,efect (nº),   433 ,   59 ,   66 ,   161 ,- ,... ,- ,- 
,Lezíria do Tejo,,expl (nº),  2 504 ,  1 536 ,   456 ,   294 ,   87 ,   59 ,   42 ,   30 
,,,efect (nº),  72 586 ,  6 543 ,  6 091 ,  8 403 ,  5 788 ,  7 998 ,  13 766 ,  23 997 
,,Almeirim,expl (nº),   99 ,   73 ,   10 ,   7 ,- ,   5 ,   2 ,   2 
,,,efect (nº),  3 145 ,   271 ,   130 ,   205 ,- ,   764 ,... ,... 
,,Alpiarça,expl (nº),   72 ,   54 ,   7 ,   5 ,   1 ,   3 ,- ,   2 
,,,efect (nº),  2 851 ,   203 ,   103 ,   109 ,... ,   364 ,- ,... 
,,Azambuja,expl (nº),   145 ,   94 ,   21 ,   15 ,   9 ,   5 ,   1 ,- 
,,,efect (nº),  2 443 ,   387 ,   272 ,   418 ,   523 ,   603 ,... ,- 
,,Benavente,expl (nº),   112 ,   52 ,   28 ,   20 ,   4 ,   1 ,   1 ,   6 
,,,efect (nº),  6 035 ,   246 ,   367 ,   569 ,   297 ,... ,... ,  4 228 
,,Cartaxo,expl (nº),   93 ,   62 ,   14 ,   10 ,   1 ,   4 ,   2 ,- 
,,,efect (nº),  2 084 ,   298 ,   182 ,   312 ,... ,   642 ,... ,- 
,,Chamusca,expl (nº),   93 ,   47 ,   15 ,   8 ,   8 ,   5 ,   8 ,   2 
,,,efect (nº),  6 406 ,   172 ,   202 ,   230 ,   544 ,   643 ,  2 733 ,... 
,,Coruche,expl (nº),   236 ,   90 ,   38 ,   40 ,   22 ,   19 ,   16 ,   11 
,,,efect (nº),  20 442 ,   398 ,   564 ,  1 227 ,  1 491 ,  2 796 ,  5 186 ,  8 780 
,,Golegã,expl (nº),   17 ,   7 ,   5 ,   2 ,   1 ,   2 ,- ,- 
,,,efect (nº),   445 ,   33 ,   71 ,... ,... ,... ,- ,- 
,,Rio Maior,expl (nº),   411 ,   247 ,   93 ,   60 ,   6 ,   2 ,   3 ,- 
,,,efect (nº),  5 644 ,  1 040 ,  1 260 ,  1 619 ,   402 ,... ,  1 073 ,- 
,,Salvaterra de Magos,expl (nº),   103 ,   53 ,   29 ,   15 ,   3 ,   1 ,   2 ,- 
,,,efect (nº),  2 072 ,   228 ,   384 ,   397 ,   188 ,... ,... ,- 
,,Santarém,expl (nº),  1 123 ,   757 ,   196 ,   112 ,   32 ,   12 ,   7 ,   7 
,,,efect (nº),  21 019 ,  3 267 ,  2 556 ,  3 263 ,  2 141 ,  1 479 ,  2 343 ,  5 970 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
