Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,Total,  2 021 ,   53 ,   33 ,   11 ,   21 ,   417 ,   410 ,   806 ,   5 ,   2 
,,,15 - 24,   5 ,- ,   1 ,- ,- ,- ,   1 ,   1 ,- ,- 
,,,25 - 34,   55 ,   6 ,   5 ,- ,- ,   14 ,   5 ,   16 ,- ,- 
,,,35 - 44,   182 ,   15 ,   10 ,   2 ,   1 ,   26 ,   33 ,   60 ,   1 ,   1 
,,,45 - 54,   348 ,   7 ,   6 ,   1 ,   4 ,   66 ,   83 ,   127 ,- ,- 
,,,55 - 64,   480 ,   13 ,   5 ,   3 ,   7 ,   83 ,   92 ,   208 ,   3 ,- 
,,,>= 65,   951 ,   12 ,   6 ,   5 ,   9 ,   228 ,   196 ,   394 ,   1 ,   1 
,,Vila Nova da Barquinho,,,,,,,,,,,
,,,Total,   84 ,   6 ,   3 ,   2 ,- ,   13 ,   23 ,   13 ,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   1 ,- ,   1 ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,   7 ,   1 ,- ,- ,- ,   1 ,   1 ,- ,- ,- 
,,,45 - 54,   13 ,- ,- ,   1 ,- ,   1 ,   1 ,   3 ,- ,- 
,,,55 - 64,   26 ,   1 ,- ,- ,- ,   8 ,   9 ,   3 ,- ,- 
,,,>= 65,   37 ,   4 ,   2 ,   1 ,- ,   3 ,   12 ,   7 ,- ,- 
,Lezíria do Tejo,,,,,,,,,,,,
,,,Total,  14 556 ,   710 ,  1 684 ,   244 ,  3 647 ,   852 ,  1 810 ,  1 547 ,   57 ,   148 
,,,15 - 24,   93 ,   9 ,   23 ,   4 ,   10 ,   1 ,   5 ,   5 ,   2 ,   8 
,,,25 - 34,   609 ,   50 ,   170 ,   13 ,   85 ,   21 ,   51 ,   17 ,   5 ,   19 
,,,35 - 44,  1 555 ,   100 ,   339 ,   41 ,   290 ,   68 ,   134 ,   103 ,   12 ,   28 
,,,45 - 54,  2 832 ,   135 ,   365 ,   45 ,   709 ,   148 ,   280 ,   261 ,   12 ,   29 
,,,55 - 64,  4 085 ,   170 ,   433 ,   73 ,  1 106 ,   258 ,   435 ,   424 ,   17 ,   29 
,,,>= 65,  5 382 ,   246 ,   354 ,   68 ,  1 447 ,   356 ,   905 ,   737 ,   9 ,   35 
,,Almeirim,,,,,,,,,,,
,,,Total,  1 316 ,   9 ,   113 ,   45 ,   702 ,   125 ,   1 ,   155 ,   1 ,   2 
,,,15 - 24,   8 ,- ,   1 ,   1 ,   4 ,- ,- ,- ,- ,- 
,,,25 - 34,   54 ,   1 ,   10 ,   1 ,   24 ,   4 ,- ,   2 ,- ,   1 
,,,35 - 44,   161 ,   2 ,   29 ,   8 ,   64 ,   12 ,   1 ,   17 ,- ,- 
,,,45 - 54,   283 ,- ,   29 ,   12 ,   147 ,   18 ,- ,   41 ,- ,- 
,,,55 - 64,   370 ,   4 ,   34 ,   14 ,   183 ,   43 ,- ,   43 ,   1 ,   1 
,,,>= 65,   440 ,   2 ,   10 ,   9 ,   280 ,   48 ,- ,   52 ,- ,- 
,,Alpiarça,,,,,,,,,,,
,,,Total,   641 ,   15 ,   157 ,   7 ,   300 ,   30 ,   1 ,   61 ,- ,   4 
,,,15 - 24,   5 ,- ,   2 ,- ,   2 ,- ,- ,- ,- ,   1 
,,,25 - 34,   31 ,   1 ,   12 ,- ,   11 ,- ,- ,   3 ,- ,   1 
,,,35 - 44,   71 ,   3 ,   31 ,   1 ,   22 ,   2 ,- ,   5 ,- ,- 
,,,45 - 54,   124 ,   4 ,   36 ,   3 ,   51 ,   7 ,- ,   14 ,- ,   2 
,,,55 - 64,   190 ,   5 ,   46 ,- ,   87 ,   10 ,- ,   20 ,- ,- 
,,,>= 65,   220 ,   2 ,   30 ,   3 ,   127 ,   11 ,   1 ,   19 ,- ,- 
,,Azambuja,,,,,,,,,,,
,,,Total,  1 552 ,   24 ,   65 ,   10 ,   930 ,   85 ,   19 ,   150 ,   7 ,   32 
,,,15 - 24,   9 ,- ,   1 ,- ,   1 ,- ,- ,   1 ,- ,   1 
,,,25 - 34,   46 ,   1 ,   5 ,   1 ,   11 ,   2 ,   1 ,   2 ,   1 ,   4 
,,,35 - 44,   128 ,   2 ,   9 ,   1 ,   74 ,   2 ,   3 ,   8 ,   2 ,   7 
,,,45 - 54,   311 ,   7 ,   20 ,   2 ,   182 ,   19 ,   2 ,   23 ,   1 ,   6 
,,,55 - 64,   506 ,   6 ,   15 ,   3 ,   314 ,   25 ,   3 ,   46 ,   1 ,   9 
,,,>= 65,   552 ,   8 ,   15 ,   3 ,   348 ,   37 ,   10 ,   70 ,   2 ,   5 
,,Benavente,,,,,,,,,,,
,,,Total,   615 ,   77 ,   136 ,   77 ,   53 ,   67 ,   4 ,   29 ,   3 ,   18 
,,,15 - 24,   5 ,- ,   1 ,   1 ,- ,   1 ,- ,- ,- ,   1 
,,,25 - 34,   28 ,   4 ,   11 ,   3 ,   2 ,   2 ,- ,- ,   1 ,   1 
,,,35 - 44,   89 ,   12 ,   30 ,   11 ,   6 ,   7 ,- ,   3 ,- ,   4 
,,,45 - 54,   118 ,   23 ,   23 ,   8 ,   8 ,   11 ,- ,   4 ,- ,   4 
,,,55 - 64,   168 ,   15 ,   42 ,   22 ,   17 ,   21 ,   2 ,   11 ,   1 ,   3 
,,,>= 65,   207 ,   23 ,   29 ,   32 ,   20 ,   25 ,   2 ,   11 ,   1 ,   5 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
