Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.9/12
REGIÃO AGRÁRIA,,,,Total,Cereais Plantas olea./prot.,Culturas agrícolas diversas,Horticultura,Viticultura,Fruticultura,Olivicultura,Culturas permanentes diversas,Bovinos                de leite,Bovinos para gado/carne
,Nut III,,,,,,,,,,,,
,,Concelho,,nº de indivíduos,,,,,,,,,
,,Ourém,,,,,,,,,,,
,,,Total,  3 543 ,   43 ,   17 ,   11 ,   296 ,   34 ,   660 ,  1 068 ,   7 ,   13 
,,,15 - 24,   5 ,- ,- ,- ,- ,- ,   3 ,- ,- ,- 
,,,25 - 34,   57 ,   2 ,   1 ,- ,   6 ,   1 ,   12 ,   13 ,- ,   3 
,,,35 - 44,   286 ,   4 ,   3 ,   3 ,   28 ,   4 ,   48 ,   63 ,   2 ,   2 
,,,45 - 54,   663 ,   14 ,   7 ,   1 ,   57 ,   5 ,   103 ,   197 ,   4 ,   5 
,,,55 - 64,  1 047 ,   12 ,   3 ,   3 ,   78 ,   10 ,   190 ,   305 ,   1 ,   3 
,,,>= 65,  1 485 ,   11 ,   3 ,   4 ,   127 ,   14 ,   304 ,   490 ,- ,- 
,,Sardoal,,,,,,,,,,,
,,,Total,   699 ,- ,- ,   29 ,   5 ,   8 ,   307 ,   94 ,   1 ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   9 ,- ,- ,   1 ,- ,- ,   4 ,- ,- ,- 
,,,35 - 44,   54 ,- ,- ,   4 ,- ,   1 ,   22 ,   5 ,   1 ,- 
,,,45 - 54,   115 ,- ,- ,   8 ,- ,   2 ,   51 ,   10 ,- ,- 
,,,55 - 64,   147 ,- ,- ,   3 ,   2 ,   2 ,   50 ,   26 ,- ,- 
,,,>= 65,   374 ,- ,- ,   13 ,   3 ,   3 ,   180 ,   53 ,- ,- 
,,Tomar,,,,,,,,,,,
,,,Total,  2 481 ,   22 ,   30 ,   48 ,   187 ,   52 ,   767 ,   856 ,   6 ,   13 
,,,15 - 24,   11 ,   1 ,- ,- ,   1 ,- ,   3 ,   3 ,- ,- 
,,,25 - 34,   55 ,   4 ,- ,   1 ,   3 ,   2 ,   23 ,   12 ,- ,   4 
,,,35 - 44,   188 ,   5 ,   5 ,   9 ,   17 ,   7 ,   52 ,   51 ,- ,   1 
,,,45 - 54,   361 ,   2 ,   6 ,   11 ,   18 ,   12 ,   99 ,   116 ,   5 ,   4 
,,,55 - 64,   681 ,   3 ,   6 ,   14 ,   63 ,   13 ,   194 ,   236 ,   1 ,   4 
,,,>= 65,  1 185 ,   7 ,   13 ,   13 ,   85 ,   18 ,   396 ,   438 ,- ,- 
,,Torres Novas,,,,,,,,,,,
