Máquinas e equipamentos (Península de Setúbal),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.3/5
,,,,LISBOA E VALE DO TEJO,Península de Setúbal,Alcochete,Almada,Barreiro,Moita,Montijo,Palmela,Seixal,Sesimbra,Setúbal
Explorações que utilizam tractores,,,expl (nº),  51 103 ,  4 531 ,   245 ,   128 ,   56 ,   254 ,  1 031 ,  2 150 ,   71 ,   264 ,   332 
Máquinas pertencentes à exploração,,,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),  24 753 ,  2 288 ,   137 ,   60 ,   43 ,   150 ,   594 ,   938 ,   37 ,   106 ,   223 
,,,máq (nº),  33 589 ,  3 150 ,   192 ,   76 ,   48 ,   213 ,   823 ,  1 346 ,   37 ,   129 ,   286 
,,De menos de 20 c.v.,expl (nº),  2 707 ,   251 ,   7 ,   3 ,   10 ,   25 ,   35 ,   106 ,   8 ,   11 ,   46 
,,,máq (nº),  2 818 ,   255 ,   7 ,   3 ,   12 ,   25 ,   35 ,   108 ,   8 ,   11 ,   46 
,,De 20 a menos de 34 c.v.,expl (nº),  4 498 ,   524 ,   39 ,   6 ,   19 ,   30 ,   83 ,   208 ,   13 ,   48 ,   78 
,,,máq (nº),  4 580 ,   542 ,   41 ,   6 ,   19 ,   33 ,   85 ,   216 ,   13 ,   49 ,   80 
,,De 34 a menos de 55 c.v.,expl (nº),  10 400 ,   948 ,   45 ,   31 ,   11 ,   62 ,   286 ,   402 ,   12 ,   26 ,   73 
,,,máq (nº),  11 386 ,  1 059 ,   50 ,   32 ,   11 ,   67 ,   323 ,   458 ,   12 ,   26 ,   80 
,,De 55 a menos de 82 c.v.,expl (nº),  9 104 ,   772 ,   61 ,   24 ,   4 ,   47 ,   243 ,   317 ,   2 ,   27 ,   47 
,,,máq (nº),  11 814 ,  1 044 ,   80 ,   25 ,   4 ,   65 ,   317 ,   454 ,... ,   37 ,   60 
,,De 82 a menos de 109 c.v,expl (nº),  1 682 ,   134 ,   6 ,   3 ,   2 ,   12 ,   39 ,   53 ,   2 ,   5 ,   12 
,,,máq (nº),  2 098 ,   176 ,   9 ,   8 ,... ,   15 ,   49 ,   71 ,... ,   5 ,   15 
