"Explorações segundo o número de suínos (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,Pág.1/2
REGIÃO AGRÁRIA,,,,Total,Classes do número de animais,,,,,,,,,
,Nut III,,,,,,,,,,,,,
,,Concelho,,,1 a 2,3 a 4,5 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 399,400 a 999,> = 1000
LISBOA E VALE DO TEJO,,,expl (nº),  10 993 ,  6 904 ,   979 ,   530 ,   556 ,   522 ,   398 ,   367 ,   281 ,   194 ,   262 
,,,efect (nº), 1 072 748 ,  9 661 ,  3 244 ,  3 509 ,  7 511 ,  16 069 ,  28 325 ,  53 129 ,  75 657 ,  125 345 ,  750 298 
,Oeste,,expl (nº),  5 263 ,  3 243 ,   433 ,   237 ,   263 ,   269 ,   208 ,   232 ,   160 ,   102 ,   116 
,,,efect (nº),  452 618 ,  4 567 ,  1 443 ,  1 520 ,  3 563 ,  8 216 ,  14 888 ,  33 373 ,  43 146 ,  65 638 ,  276 264 
,,Alcobaça,expl (nº),  1 482 ,   635 ,   149 ,   74 ,   107 ,   103 ,   102 ,   130 ,   85 ,   55 ,   42 
,,,efect (nº),  178 265 ,   907 ,   499 ,   491 ,  1 441 ,  3 090 ,  7 461 ,  18 828 ,  22 854 ,  32 829 ,  89 865 
,,Alenquer,expl (nº),   233 ,   181 ,   14 ,   4 ,   9 ,   9 ,   4 ,   5 ,   3 ,- ,   4 
,,,efect (nº),  7 665 ,   254 ,   47 ,   21 ,   126 ,   284 ,   273 ,   656 ,   830 ,- ,  5 174 
,,Arruda dos Vinhos,expl (nº),   38 ,   15 ,   5 ,   1 ,   1 ,   5 ,   2 ,   2 ,   2 ,   1 ,   4 
,,,efect (nº),  10 325 ,   19 ,   18 ,... ,... ,   144 ,... ,... ,... ,... ,  8 260 
,,Bombarral,expl (nº),   212 ,   173 ,   16 ,   7 ,   6 ,   3 ,   1 ,   4 ,   1 ,   1 ,- 
,,,efect (nº),  2 416 ,   229 ,   51 ,   41 ,   80 ,   84 ,... ,   571 ,... ,... ,- 
,,Cadaval,expl (nº),   229 ,   123 ,   15 ,   7 ,   12 ,   21 ,   14 ,   16 ,   9 ,   6 ,   6 
,,,efect (nº),  19 883 ,   168 ,   52 ,   45 ,   156 ,   651 ,   972 ,  2 440 ,  2 183 ,  3 805 ,  9 411 
,,Caldas da Rainha,expl (nº),   888 ,   410 ,   80 ,   73 ,   85 ,   78 ,   52 ,   47 ,   37 ,   19 ,   7 
,,,efect (nº),  61 639 ,   580 ,   264 ,   477 ,  1 164 ,  2 466 ,  3 733 ,  6 577 ,  9 927 ,  12 530 ,  23 921 
,,Lourinhã,expl (nº),   473 ,   385 ,   15 ,   17 ,   4 ,   10 ,   7 ,   9 ,   6 ,   8 ,   12 
,,,efect (nº),  47 184 ,   514 ,   49 ,   112 ,   43 ,   313 ,   455 ,  1 404 ,  1 625 ,  5 450 ,  37 219 
,,Mafra,expl (nº),   394 ,   305 ,   20 ,   10 ,   13 ,   14 ,   7 ,   4 ,   5 ,   3 ,   13 
,,,efect (nº),  34 188 ,   421 ,   67 ,   54 ,   176 ,   447 ,   484 ,   478 ,  1 259 ,  2 741 ,  28 061 
,,Nazaré,expl (nº),   111 ,   79 ,   10 ,   11 ,   2 ,   2 ,   3 ,   3 ,- ,- ,   1 
,,,efect (nº),  3 691 ,   117 ,   34 ,   65 ,... ,... ,   184 ,   372 ,- ,- ,... 
,,Óbidos,expl (nº),   278 ,   234 ,   24 ,   8 ,   5 ,   4 ,   1 ,   1 ,- ,   1 ,- 
,,,efect (nº),  1 691 ,   352 ,   77 ,   48 ,   66 ,   99 ,... ,... ,- ,... ,- 
,,Peniche,expl (nº),   328 ,   265 ,   43 ,   9 ,- ,   3 ,   1 ,- ,   1 ,- ,   6 
,,,efect (nº),  12 763 ,   409 ,   146 ,   56 ,- ,   103 ,... ,- ,... ,- ,  11 655 
,,Sobral de Monte Agraço,expl (nº),   68 ,   48 ,   3 ,   1 ,- ,   2 ,   1 ,   4 ,   3 ,   3 ,   3 
,,,efect (nº),  10 496 ,   62 ,   10 ,... ,- ,... ,... ,   632 ,   830 ,  2 261 ,  6 578 
,,Torres Vedras,expl (nº),   529 ,   390 ,   39 ,   15 ,   19 ,   15 ,   13 ,   7 ,   8 ,   5 ,   18 
,,,efect (nº),  62 412 ,   535 ,   129 ,   93 ,   270 ,   435 ,   928 ,   995 ,  2 353 ,  3 396 ,  53 278 
,Grande Lisboa,,expl (nº),   359 ,   239 ,   47 ,   20 ,   22 ,   12 ,   10 ,- ,   4 ,   1 ,   4 
,,,efect (nº),  12 616 ,   336 ,   153 ,   122 ,   308 ,   359 ,   648 ,- ,   992 ,... ,  8 872 
,,Amadora,expl (nº),   3 ,- ,   2 ,- ,   1 ,- ,- ,- ,- ,- ,- 
,,,efect (nº),   16 ,- ,... ,- ,... ,- ,- ,- ,- ,- ,- 
,,Cascais,expl (nº),   6 ,   2 ,- ,- ,   1 ,- ,   3 ,- ,- ,- ,- 
,,,efect (nº),   246 ,... ,- ,- ,... ,- ,   234 ,- ,- ,- ,- 
,,Loures,expl (nº),   47 ,   29 ,   7 ,   6 ,   3 ,   1 ,- ,- ,   1 ,- ,- 
,,,efect (nº),   406 ,   38 ,   23 ,   38 ,   47 ,... ,- ,- ,... ,- ,- 
,,Odivelas,expl (nº),   10 ,   5 ,   1 ,   2 ,   1 ,   1 ,- ,- ,- ,- ,- 
,,,efect (nº),   59 ,   9 ,... ,... ,... ,... ,- ,- ,- ,- ,- 
,,Oeiras,expl (nº),   5 ,- ,- ,   1 ,   2 ,   1 ,   1 ,- ,- ,- ,- 
,,,efect (nº),   113 ,- ,- ,... ,... ,... ,... ,- ,- ,- ,- 
,,Sintra,expl (nº),   256 ,   185 ,   29 ,   10 ,   13 ,   9 ,   4 ,- ,   2 ,   1 ,   3 
,,,efect (nº),  10 017 ,   257 ,   95 ,   60 ,   187 ,   291 ,   254 ,- ,... ,... ,  7 547 
,,Vila Franca de Xira,expl (nº),   32 ,   18 ,   8 ,   1 ,   1 ,- ,   2 ,- ,   1 ,- ,   1 
,,,efect (nº),  1 759 ,   30 ,   26 ,... ,... ,- ,... ,- ,... ,- ,... 
,Península de Setúbal,,expl (nº),   995 ,   477 ,   91 ,   69 ,   64 ,   64 ,   55 ,   43 ,   40 ,   34 ,   58 
,,,efect (nº),  211 382 ,   654 ,   304 ,   459 ,   859 ,  2 073 ,  3 675 ,  6 206 ,  11 375 ,  20 954 ,  164 823 
,,Alcochete,expl (nº),   40 ,   6 ,- ,   1 ,   1 ,   6 ,   8 ,   4 ,   4 ,   5 ,   5 
,,,efect (nº),  17 669 ,   9 ,- ,... ,... ,   196 ,   470 ,   556 ,  1 173 ,  3 167 ,  12 081 
,,Almada,expl (nº),   34 ,   17 ,   4 ,   6 ,   4 ,   2 ,   1 ,- ,- ,- ,- 
,,,efect (nº),   249 ,   25 ,   14 ,   41 ,   50 ,... ,... ,- ,- ,- ,- 
