"Explorações segundo o número de suínos (Oeste, Grande Lisboa e Península de Setúbal)",,,,,,,,,,,,,,
,,Barreiro,expl (nº),   14 ,   9 ,   2 ,   1 ,   1 ,   1 ,- ,- ,- ,- ,- 
,,,efect (nº),   54 ,   10 ,... ,... ,... ,... ,- ,- ,- ,- ,- 
,,Moita,expl (nº),   71 ,   33 ,   11 ,   4 ,   6 ,   3 ,   4 ,   1 ,   2 ,   2 ,   5 
,,,efect (nº),  9 094 ,   48 ,   38 ,   29 ,   89 ,   115 ,   225 ,... ,... ,... ,  6 765 
,,Montijo,expl (nº),   232 ,   99 ,   15 ,   14 ,   13 ,   13 ,   10 ,   15 ,   17 ,   12 ,   24 
,,,efect (nº),  75 960 ,   128 ,   51 ,   94 ,   178 ,   436 ,   711 ,  2 224 ,  4 459 ,  6 717 ,  60 962 
,,Palmela,expl (nº),   428 ,   184 ,   41 ,   28 ,   34 ,   36 ,   30 ,   22 ,   17 ,   14 ,   22 
,,,efect (nº),  96 765 ,   257 ,   136 ,   188 ,   455 ,  1 166 ,  2 099 ,  3 090 ,  4 993 ,  9 710 ,  74 671 
,,Seixal,expl (nº),   30 ,   18 ,   4 ,   4 ,   1 ,   2 ,- ,- ,- ,- ,   1 
,,,efect (nº),  9 403 ,   27 ,   14 ,   27 ,... ,... ,- ,- ,- ,- ,... 
,,Sesimbra,expl (nº),   67 ,   54 ,   5 ,   4 ,   1 ,   1 ,   1 ,   1 ,- ,- ,- 
,,,efect (nº),   351 ,   67 ,   17 ,   24 ,... ,... ,... ,... ,- ,- ,- 
,,Setúbal,expl (nº),   79 ,   57 ,   9 ,   7 ,   3 ,- ,   1 ,- ,- ,   1 ,   1 
,,,efect (nº),  1 837 ,   83 ,   28 ,   45 ,   38 ,- ,... ,- ,- ,... ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
