
Statistical table extracted on January 06, 2016 (17:26:15)
http://www.ine.pt



Geographic localization (NUTS - 2013);Main crops area (ha) by Geographic localization (NUTS - 2013) and Specie -  Annual (1) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Data reference period;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;2014;2013;2012;2011;2010;2009;2008;2007;2006;2005;2004;2003;2002;2001;2000;1999;1998;1997;1996;1995;1994;1993;1992;1991;1990;1989;1988;1987;1986;
;Specie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Citrus fruits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;ha ;
PT: Portugal;19804;19816;19846;19594;19513;19437;21089;21816;23307;24756;25947;26844;27097;27258;27341;27342;27250;26782;26476;26097;25806;26010;27179;26634;26100;25690;24850;24631;23838;
1: Continente;19271;19287;19317;19071;18988;18910;20554;21195;22651;24038;25211;25957;26174;26292;26333;26264;26228;25760;25395;25016;24638;24842;26026;25481;24947;24537;23836;23617;22824;
11: Norte;953;948;939;938;934;934;1094;1103;1124;1190;1249;1257;1267;1275;1281;1290;1267;1270;1301;1296;1282;1426;1411;1390;1371;1356;1310;1291;1249;
16: Centro;1352;1339;1329;1309;1310;1305;1373;1463;1560;1741;1899;2052;2204;2351;2410;2476;2207;2194;2241;2237;2283;2311;2603;2542;2667;2625;2550;2537;2459;
17: Área Metropolitana de Lisboa;390;504;504;504;505;505;562;620;679;738;797;855;914;973;1066;1065;1563;1612;1623;1673;1579;1657;1841;1787;1443;1424;1382;1371;1329;
18: Alentejo;2354;2475;2554;2492;2488;2488;2621;2779;2904;3053;3185;3306;3381;3524;3683;3682;3762;3702;3728;3736;3839;3727;3815;3732;3769;3732;3637;3614;3502;
15: Algarve;14222;14020;13991;13827;13752;13679;14903;15230;16383;17316;18081;18486;18408;18169;17892;17751;17429;16982;16503;16075;15656;15720;16357;16030;15697;15400;14957;14804;14284;
2: Região Autónoma dos Açores;417;415;413;411;411;413;420;505;540;602;621;764;791;825;859;920;920;920;979;979;1079;1079;1079;1079;1079;1079;940;940;940;
20: Região Autónoma dos Açores;417;415;413;411;411;413;420;505;540;602;621;764;791;825;859;920;920;920;979;979;1079;1079;1079;1079;1079;1079;940;940;940;
3: Região Autónoma da Madeira;117;115;115;112;114;114;115;116;116;116;115;123;132;141;149;158;102;102;102;102;89;89;74;74;74;74;74;74;74;
30: Região Autónoma da Madeira;117;115;115;112;114;114;115;116;116;116;115;123;132;141;149;158;102;102;102;102;89;89;74;74;74;74;74;74;74;

Main crops area (ha) by Geographic localization (NUTS - 2013) and Specie -  Annual - Statistics Portugal, Vegetable production statistics

Note(s):
(1) Revised data from 1999 to 2010, based on the results of Agricultural Census 2009.



This data last updated:june 18, 2015


Table Metadata

Main crops area (ha)
Name;Main crops area (ha) by Geographic localization (NUTS - 2013) and Specie -  Annual
Regularity;Annual
Source;Statistics Portugal,  Vegetable production statistics
First available period;1986
Last available period;2014
Dimensions
     Dimension 1;Data reference period
     Dimension 2;Geographic localization (NUTS - 2013)
     Dimension 3;Specie
Concepts
     REFERENCE PERIOD;The length of time for which data are collected, e.g. a specific day, month or year.
Definition;
Formule;
Measure unit (symbol);Hectare (ha)
Power of 10;0
Last update date;18-Jun-2015
