"Forma de exploração da SAU, e contabilidade Agrícola",,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 2/2
Região Agrária,,,Forma de Exploração da SAU,,,,,,Contabilidade agrícola,,,,,
Nut III,,,Conta Própria,,Arrendamento,,Outras formas,,Contabilidade organizada,,Registo de receitas e despesas,,Outra situação,
Concelho,,,Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha),Expl (nº),SAU (ha)
BEIRA INTERIOR,,,"46,653","305,020","5,484","94,168","3,445","19,815","1,321","115,795",911,"40,280","46,081","262,905"
,Pinhal Interior Sul ,,"7,878","14,077",8,67,136,122,114,459,65,257,"7,730","13,546"
,,Mação,"1,418","3,066",1,... ,13,14,24,116,14,94,"1,391","2,868"
,,Oleiros,"1,606","2,532",- ,- ,10,4,13,36,1,... ,"1,594","2,496"
,,Proença-a-Nova,"1,817","4,283",- ,- ,9,8,20,74,12,47,"1,790","4,172"
,,Sertã,"2,517","3,544",7,66,98,87,49,222,35,111,"2,444","3,361"
,,Vila de Rei,520,652,- ,- ,6,9,8,11,3,2,511,649
,Serra da Estrela,,"4,577","11,793",907,"7,248",158,299,105,"1,700",85,821,"4,632","16,815"
,,Fornos de Algodres,734,"2,353",234,"1,415",26,46,9,256,10,73,765,"3,485"
,,Gouveia,"1,511","4,273",285,"3,482",24,116,48,789,50,611,"1,465","6,470"
,,Seia,"2,332","5,167",388,"2,351",108,137,48,655,25,137,"2,402","6,860"
,Beira Interior Norte,,"16,645","124,640","3,194","35,914","1,940","7,811",448,"26,467",357,"10,400","16,453","131,503"
,,Almeida,"1,279","19,097",284,"5,046",68,283,45,"4,280",12,599,"1,244","19,550"
,,Celorico da Beira,"1,056","4,997",376,"6,075",132,419,35,"1,721",10,426,"1,139","9,347"
,,Figueira de Castelo Rodrigo,"1,708","23,698",157,"4,959",44,683,76,"7,365",214,"6,136","1,440","15,839"
,,Guarda,"3,006","18,868",775,"4,746",411,"1,840",88,"3,214",27,"1,030","3,084","21,205"
,,Manteigas,182,977,18,101,25,52,3,50,7,326,184,753
,,Meda,"1,816","9,954",129,"1,307",85,259,35,856,23,461,"1,797","10,199"
,,Pinhel,"3,101","19,968",277,"3,061",187,"1,064",59,"3,159",42,641,"3,042","20,298"
,,Sabugal,"2,553","19,113",583,"6,667",487,"1,832",78,"4,807",13,649,"2,523","22,158"
,,Trancoso,"1,944","7,968",595,"3,952",501,"1,379",29,"1,015",9,132,"2,000","12,154"
,Beira Interior Sul,,"9,343","118,769",592,"42,367",497,"7,945",433,"76,389",204,"24,662","9,019","68,020"
,,Castelo Branco,"4,642","40,889",190,"14,242",191,"1,309",175,"25,120",99,"7,305","4,466","24,009"
,,Idanha-a-Nova,"2,002","60,105",290,"24,697",148,"5,976",183,"45,150",62,"15,436","1,898","30,191"
,,Penamacor,"1,593","10,828",103,"3,004",135,501,45,"4,577",22,"1,053","1,577","8,700"
,,Vila Velha de Ródão,"1,106","6,947",9,424,23,159,30,"1,542",21,868,"1,078","5,120"
,Cova da Beira,,"8,210","35,741",783,"8,572",714,"3,638",221,"10,780",200,"4,140","8,247","33,021"
,,Belmonte,955,"5,376",100,"1,027",59,291,26,"1,185",25,688,941,"4,819"
,,Covilhã,"2,636","10,016",313,"2,985",206,"1,024",76,"3,926",38,998,"2,744","9,096"
,,Fundão,"4,619","20,349",370,"4,560",449,"2,323",119,"5,669",137,"2,454","4,562","19,106"
"Fonte:  INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,,,
