"Explorações que recorreram a subsídios segundo a SAU, a dimensão económica e a OTE (Cova da Beira)",,,,,,,
,,,,,,1999,
,,,,,,pág. 5/5,
,,,Cova da Beira,Belmonte,Covilhã,Fundão,
Explorações agrícolas,,expl. (nº),  8 668 ,   992 ,  2 858 ,  4 818 ,
,,SAU (ha),  47 943 ,  6 694 ,  14 023 ,  27 226 ,
,Sem SAU,expl. (nº),   15 ,- ,   9 ,   6 ,
,> 0 a < 1,expl. (nº),  2 325 ,   204 ,   986 ,  1 135 ,
,,SAU (ha),  1 443 ,   115 ,   550 ,   778 ,
,1 a < 2,expl. (nº),  2 551 ,   242 ,   850 ,  1 459 ,
,,SAU (ha),  3 522 ,   335 ,  1 148 ,  2 039 ,
,2 a < 5,expl. (nº),  2 126 ,   272 ,   575 ,  1 279 ,
,,SAU (ha),  6 584 ,   860 ,  1 751 ,  3 973 ,
,5 a < 10,expl. (nº),   822 ,   121 ,   209 ,   492 ,
,,SAU (ha),  5 659 ,   848 ,  1 419 ,  3 392 ,
,10 a < 20,expl. (nº),   414 ,   77 ,   121 ,   216 ,
,,SAU (ha),  5 723 ,  1 051 ,  1 655 ,  3 017 ,
,20 a < 50,expl. (nº),   272 ,   61 ,   67 ,   144 ,
,,SAU (ha),  8 274 ,  1 875 ,  1 956 ,  4 443 ,
,50 a < 100,expl. (nº),   89 ,   9 ,   26 ,   54 ,
,,SAU (ha),  6 269 ,   628 ,  1 856 ,  3 785 ,
,>= 100,expl. (nº),   54 ,   6 ,   15 ,   33 ,
,,SAU (ha),  10 478 ,   980 ,  3 697 ,  5 801 ,
Classes de dimensão económica (UDE),,expl. (nº),  8 665 ,   991 ,  2 858 ,  4 816 ,
,,SAU (ha),  47 925 ,  6 680 ,  14 023 ,  27 222 ,
,> 0 a < 2,expl. (nº),  6 018 ,   644 ,  2 081 ,  3 293 ,
,,SAU (ha),  9 150 ,  1 201 ,  2 643 ,  5 306 ,
,2 a < 4,expl. (nº),  1 210 ,   155 ,   355 ,   700 ,
,,SAU (ha),  5 479 ,   935 ,  1 371 ,  3 173 ,
,4 a < 8,expl. (nº),   723 ,   86 ,   199 ,   438 ,
,,SAU (ha),  6 602 ,   960 ,  1 562 ,  4 080 ,
,8 a < 16,expl. (nº),   373 ,   58 ,   125 ,   190 ,
,,SAU (ha),  5 984 ,   969 ,  1 818 ,  3 197 ,
,16 a < 40,expl. (nº),   248 ,   40 ,   74 ,   134 ,
,,SAU (ha),  9 711 ,  1 658 ,  2 614 ,  5 439 ,
,40 a < 100,expl. (nº),   76 ,   6 ,   19 ,   51 ,
,,SAU (ha),  7 773 ,   475 ,  2 163 ,  5 135 ,
,> = 100,expl. (nº),   17 ,   2 ,   5 ,   10 ,
,,SAU (ha),  3 232 ,... ,  1 854 ,   896 ,
OTE,,expl. (nº),  8 668 ,   992 ,  2 858 ,  4 818 ,
,,SAU (ha),  47 943 ,  6 694 ,  14 023 ,  27 226 ,
Cereais plantas olea./proteaginosas,,expl. (nº),   135 ,   15 ,   34 ,   86 ,
,,SAU (ha),  1 162 ,   66 ,   318 ,   778 ,
Culturas agrícolas diversas,,expl. (nº),   266 ,   43 ,   81 ,   142 ,
,,SAU (ha),  1 148 ,   249 ,   263 ,   636 ,
Horticultura,,expl. (nº),   377 ,   46 ,   282 ,   49 ,
,,SAU (ha),   203 ,   17 ,   136 ,   50 ,
Viticultura,,expl. (nº),   534 ,   149 ,   235 ,   150 ,
,,SAU (ha),  1 106 ,   294 ,   419 ,   393 
Fruticultura,,expl. (nº),   670 ,   65 ,   161 ,   444 
,,SAU (ha),  3 894 ,   489 ,   884 ,  2 521 
Olivicultura,,expl. (nº),  1 296 ,   48 ,   285 ,   963 
,,SAU (ha),  2 015 ,   66 ,   359 ,  1 590 
Culturas permanentes diversas,,expl. (nº),  1 248 ,   147 ,   312 ,   789 
,,SAU (ha),  4 527 ,   724 ,  1 054 ,  2 749 
Bovinos de leite,,expl. (nº),   128 ,   9 ,   64 ,   55 
,,SAU (ha),  1 688 ,   266 ,   814 ,   608 
Bovinos para gado/carne,,expl. (nº),   52 ,   1 ,   22 ,   29 
,,SAU (ha),   419 ,... ,   161 ,   247 
Bovinos para leite/gado/carne,,expl. (nº),   51 ,   1 ,   34 ,   16 
,,SAU (ha),   551 ,... ,   231 ,   196 
Ovinos/caprinos/out. herbívoros,,expl. (nº),   605 ,   88 ,   184 ,   333 
,,SAU (ha),  13 428 ,  2 166 ,  2 873 ,  8 389 
Granívoros,,expl. (nº),   39 ,   3 ,   29 ,   7 
,,SAU (ha),   39 ,   3 ,   12 ,   24 
Policultura,,expl. (nº),  1 773 ,   242 ,   620 ,   911 
,,SAU (ha),  7 563 ,  1 094 ,  2 791 ,  3 678 
Polipecuária-herbívoros,,expl. (nº),   430 ,   50 ,   150 ,   230 
,,SAU (ha),  4 298 ,   526 ,  1 498 ,  2 274 
Polipecuária-granívoros,,expl. (nº),   85 ,   3 ,   55 ,   27 
,,SAU (ha),   230 ,   5 ,   175 ,   50 
Agricultura geral e herbívoros,,expl. (nº),   158 ,   25 ,   52 ,   81 
,,SAU (ha),  1 390 ,   103 ,   521 ,   766 
Culturas diversas e gado,,expl. (nº),   818 ,   56 ,   258 ,   504 
,,SAU (ha),  4 268 ,   480 ,  1 513 ,  2 275 
Não classificadas,,expl. (nº),   3 ,   1 ,- ,   2 
,,SAU (ha),   18 ,... ,- ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,
,,,,,,
,,,,,,
,,
,,
,,
,,
