modelname,GRID_NO,_NAME_,           1,           2,           3,           4,           5,           6,           7,           8,           9,          10,          11,          12
Asco_0_12,35125,AVG_of_Proportion_of_events,0,0,0,"0,00661375661375661","0,0320020481310804","0,0198412698412697","0,0320020481310804","0,160010240655402","0,707671957671958","1,02406554019457","0,707671957671958","0,0256016385048643"
Asco_0_12,35126,AVG_of_Proportion_of_events,0,0,0,"0,0198412698412699","0,0320020481310804","0,0661375661375661","0,115207373271889","0,153609831029186","0,727513227513228","0,819252432155658","0,522486772486773","0,166410650281618"
Asco_0_12,36125,AVG_of_Proportion_of_events,0,0,0,0,"0,134408602150538","0,0132275132275133","0,083205325140809","0,243215565796211","1,60714285714286","0,601638504864311","1,00529100529101","0,166410650281618"
Asco_0_12,36159,AVG_of_Proportion_of_events,0,0,0,0,"0,0384024577572965",0,"0,00640040962621608",0,"0,125661375661376","0,307219662058372","0,0595238095238095",0
Asco_0_12,36163,AVG_of_Proportion_of_events,0,0,0,0,"0,262416794674859","0,0529100529100529",0,"0,0128008192524322","0,291005291005291","0,249615975422427","0,191798941798942",0
Asco_0_12,36164,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286","0,0264550264550265",0,0,"0,145502645502646","0,428827444956477","0,0396825396825397",0
Asco_0_12,36165,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322","0,0396825396825397",0,"0,0448028673835125","0,257936507936508","0,192012288786482","0,0529100529100529",0
Asco_0_12,37159,AVG_of_Proportion_of_events,0,0,0,0,"0,115207373271889","0,00661375661375661",0,"0,0192012288786482","0,251322751322751","0,947260624679979","0,0992063492063492",0
Asco_0_12,37160,AVG_of_Proportion_of_events,0,0,0,0,"0,140809011776754",0,"0,0256016385048643","0,0256016385048643","0,436507936507936","0,889656938044035","0,0330687830687831",0
Asco_0_12,37161,AVG_of_Proportion_of_events,0,0,0,0,"0,0896057347670251",0,"0,0576036866359447","0,0320020481310804","0,324074074074074","0,467229902713774","0,0264550264550265",0
Asco_0_12,37162,AVG_of_Proportion_of_events,0,0,0,0,"0,249615975422427",0,0,"0,0256016385048643","0,423280423280423","0,793650793650794","0,158730158730159",0
Asco_0_12,37163,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322",0,"0,00640040962621608","0,0704045058883769","0,251322751322751","0,524833589349718","0,112433862433862",0
Asco_0_12,37164,AVG_of_Proportion_of_events,0,0,0,0,"0,128008192524322","0,0132275132275132",0,"0,0256016385048643","0,25132275132275","0,268817204301075","0,0462962962962963",0
Asco_0_12,37165,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322","0,00661375661375661",0,0,"0,205026455026454","0,320020481310804","0,0132275132275132",0
Asco_0_12,37166,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322",0,0,"0,00640040962621608","0,099206349206349","0,128008192524322",0,0
Asco_0_12,37167,AVG_of_Proportion_of_events,0,0,0,"0,00661375661375661","0,198412698412698","0,165343915343915",0,"0,0384024577572965","0,244708994708995","0,448028673835125","0,205026455026455",0
Asco_0_12,37168,AVG_of_Proportion_of_events,0,0,0,0,"0,0704045058883769","0,152116402116402",0,0,"0,343915343915342","1,01766513056836","0,277777777777778",0
Asco_0_12,37169,AVG_of_Proportion_of_events,0,0,0,0,"0,134408602150538","0,191798941798942",0,0,"0,257936507936508","0,787250384024577","0,396825396825396",0
