modelname,GRID_NO,_NAME_,           1,           2,           3,           4,           5,           6,           7,           8,           9,          10,          11,          12
Asco_3_15,35125,AVG_of_Proportion_of_events,0,0,0,0,"0,00640040962621608","0,0462962962962963","0,0448028673835125","0,396825396825397","1,14417989417989","1,35048643113159","0,310846560846561",0
Asco_3_15,35126,AVG_of_Proportion_of_events,0,0,0,0,"0,0704045058883769",0,"0,153609831029186","0,224014336917563","0,674603174603175","1,30568356374808","0,317460317460318",0
Asco_3_15,36125,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322",0,"0,102406554019457","0,300819252432156","0,939153439153439","1,6705069124424","0,740740740740741",0
Asco_3_15,36159,AVG_of_Proportion_of_events,0,0,0,0,"0,0768049155145929",0,"0,0320020481310804","0,0448028673835125","0,238095238095238","0,460829493087558","0,138888888888889",0
Asco_3_15,36163,AVG_of_Proportion_of_events,0,0,0,0,"0,198412698412698","0,185185185185185",0,0,"0,238095238095238","1,29928315412186","0,0595238095238095",0
Asco_3_15,36164,AVG_of_Proportion_of_events,0,0,0,0,"0,140809011776754","0,0462962962962963",0,"0,0512032770097286","0,337301587301586","0,608038914490527","0,0661375661375662",0
Asco_3_15,36165,AVG_of_Proportion_of_events,0,0,0,0,0,"0,00661375661375661",0,"0,102406554019457","0,370370370370371","0,384024577572965",0,0
Asco_3_15,37159,AVG_of_Proportion_of_events,0,0,0,0,"0,0576036866359447",0,"0,0192012288786482","0,0256016385048643","0,443121693121693","0,47363031233999","0,0859788359788361",0
Asco_3_15,37160,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286",0,"0,0192012288786482","0,0448028673835125","0,383597883597883","0,29441884280594","0,0198412698412698",0
Asco_3_15,37161,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286",0,"0,0128008192524322","0,0768049155145929","0,224867724867724","0,492831541218638",0,0
Asco_3_15,37162,AVG_of_Proportion_of_events,0,0,0,0,"0,115207373271889",0,0,0,"0,535714285714286","0,563236047107015","0,152116402116402",0
Asco_3_15,37163,AVG_of_Proportion_of_events,0,"0,0354308390022676",0,0,0,0,0,0,"0,0793650793650793","0,531233998975934",0,0
Asco_3_15,37164,AVG_of_Proportion_of_events,0,0,0,0,"0,00640040962621608",0,0,0,"0,337301587301586","0,128008192524322",0,0
Asco_3_15,37165,AVG_of_Proportion_of_events,0,0,0,0,"0,0256016385048643",0,0,"0,00640040962621608","0,224867724867725","0,377624167946749","0,00661375661375661",0
Asco_3_15,37166,AVG_of_Proportion_of_events,0,0,0,0,0,"0,00661375661375661",0,0,"0,0529100529100529","0,185611879160266",0,0
Asco_3_15,37167,AVG_of_Proportion_of_events,0,0,0,0,"0,0384024577572965","0,125661375661376",0,"0,0256016385048643","0,317460317460318","0,563236047107015","0,0992063492063492",0
