modelname,GRID_NO,_NAME_,           1,           2,           3,           4,           5,           6,           7,           8,           9,          10,          11,          12
Asco_0_15,35125,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322","0,00661375661375661","0,0896057347670251","0,134408602150538","0,965608465608465","0,83205325140809","0,46957671957672",0
Asco_0_15,35126,AVG_of_Proportion_of_events,0,0,0,0,"0,0384024577572965","0,0132275132275132","0,108806963645673","0,0896057347670251","0,687830687830688","0,742447516641065","0,542328042328042",0
Asco_0_15,36125,AVG_of_Proportion_of_events,0,0,0,0,"0,0128008192524322",0,"0,108806963645673","0,0512032770097286","0,952380952380952","1,00486431131592","0,595238095238095",0
Asco_0_15,36159,AVG_of_Proportion_of_events,0,0,0,0,"0,204813108038914",0,0,"0,0256016385048643","0,218253968253968","0,47363031233999","0,0992063492063492",0
Asco_0_15,36163,AVG_of_Proportion_of_events,0,0,0,0,"0,0384024577572965","0,0330687830687831",0,"0,0384024577572965","0,218253968253969","0,166410650281618","0,0264550264550266",0
Asco_0_15,36164,AVG_of_Proportion_of_events,0,0,0,0,"0,00640040962621608","0,0264550264550265",0,"0,0192012288786482","0,211640211640212","0,3584229390681","0,00661375661375661",0
Asco_0_15,36165,AVG_of_Proportion_of_events,0,0,0,0,0,0,0,"0,0704045058883769","0,191798941798942","0,17921146953405",0,0
Asco_0_15,37159,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286",0,"0,0448028673835125","0,102406554019457","0,436507936507937","0,320020481310804","0,0727513227513227",0
Asco_0_15,37160,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286",0,"0,00640040962621608","0,0448028673835125","0,343915343915344","0,339221710189452",0,0
Asco_0_15,37161,AVG_of_Proportion_of_events,0,0,0,0,"0,0512032770097286",0,"0,0384024577572965","0,0448028673835125","0,112433862433862","0,480030721966206","0,0198412698412698",0
Asco_0_15,37162,AVG_of_Proportion_of_events,0,0,0,0,"0,140809011776754",0,"0,0192012288786482","0,00640040962621608","0,171957671957671","0,601638504864311","0,0330687830687831",0
Asco_0_15,37163,AVG_of_Proportion_of_events,0,0,0,0,0,0,"0,00640040962621608","0,0192012288786482","0,132275132275132","0,0960061443932412",0,0
Asco_0_15,37164,AVG_of_Proportion_of_events,0,0,0,0,"0,0192012288786482",0,0,0,"0,158730158730158","0,115207373271889",0,0
Asco_0_15,37165,AVG_of_Proportion_of_events,0,0,0,0,0,0,0,0,"0,085978835978836","0,14720942140297",0,0
Asco_0_15,37166,AVG_of_Proportion_of_events,0,0,0,0,0,0,0,"0,0192012288786482","0,0661375661375661","0,0576036866359447",0,0
Asco_0_15,37167,AVG_of_Proportion_of_events,0,0,0,0,"0,0256016385048643","0,112433862433862",0,0,"0,251322751322752","0,3584229390681","0,119047619047619",0
Asco_0_15,37168,AVG_of_Proportion_of_events,0,0,0,0,"0,00640040962621608","0,0925925925925926",0,0,"0,119047619047619","0,582437275985663","0,0462962962962963",0
