Natureza Jurídica do produtor,,,,,,,,,,,,,
,,,,,,,,,,,,,Pág. 1/2
REGIÃO AGRÁRIA,,Produtor singular,,,,Sociedade,,Baldio,,Estado e pessoas públicas,,Outra,
Ilha,,Autónomo,,Empresário,,,,,,,,,
Concelho,,Expl (nº),SAL (ha),Expl (nº),SAL (ha),Expl (nº),SAL (ha),Expl (nº),SAL (ha),Expl (nº),SAL (ha),Expl (nº),SAL (ha)
MADEIRA,,  14 138 ,  5 336 ,   146 ,   104 ,   181 ,   136 ,- ,- ,   20 ,   52 ,   41 ,   17 
,Ilha da Madeira,  14 004 ,  4 918 ,   146 ,   104 ,   181 ,   136 ,- ,- ,   18 ,   48 ,   41 ,   17 
,Calheta,  1 825 ,   573 ,   6 ,   5 ,   7 ,   1 ,- ,- ,   2 ,... ,   4 ,o 
,Câmara de Lobos,  1 633 ,   432 ,   103 ,   60 ,   65 ,   28 ,- ,- ,   1 ,... ,   3 ,o 
,Funchal,  1 226 ,   238 ,   8 ,   8 ,   80 ,   77 ,- ,- ,   5 ,   5 ,   21 ,   10 
,Machico,  1 318 ,   524 ,   2 ,... ,   2 ,... ,- ,- ,   3 ,   9 ,- ,- 
,Ponta do Sol,  1 242 ,   431 ,   9 ,   6 ,   3 ,o ,- ,- ,   2 ,... ,   2 ,... 
,Porto Moniz,   581 ,   294 ,- ,- ,   1 ,... ,- ,- ,   1 ,... ,- ,- 
,Ribeira Brava,  1 684 ,   495 ,   6 ,   9 ,   2 ,... ,- ,- ,- ,- ,- ,- 
,Santa Cruz,  1 076 ,   342 ,   9 ,   5 ,   13 ,   8 ,- ,- ,- ,- ,   5 ,   4 
,Santana,  2 016 ,  1 106 ,   1 ,... ,   6 ,   7 ,- ,- ,   3 ,   15 ,   5 ,   3 
,São Vicente,  1 403 ,   483 ,   2 ,... ,   2 ,... ,- ,- ,   1 ,... ,   1 ,... 
,Ilha de Porto Santo ( Porto Santo ),   134 ,   418 ,- ,- ,- ,- ,- ,- ,   2 ,... ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Autónoma da Madeira",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
