Efectivo Animal (Página 1),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/12
,,,Entre Douro e Minho,,Minho Lima,,Arcos de Valdevez,,Caminha,,Melgaço,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
Bovinos  ,,,"39,448","320,918","10,617","39,720","2,142","8,236",422,"1,352",550,"1,740"
Bovinos com menos de 1 ano,,,"23,984","87,930","5,044","9,605","1,222","2,043",213,346,238,379
,Vitelos de carne (para abate < 1 ano),,"7,044","15,706","1,325","2,304",298,524,1,... ,171,265
,Outros vitelos,,"17,651","72,224","3,831","7,301",949,"1,519",212,343,74,114
,,Machos,"10,724","30,750","1,870","3,234",448,631,112,160,33,57
,,Fêmeas,"11,155","41,474","2,528","4,067",634,888,133,183,47,57
Bovinos de 1 a menos de 2 anos,,,"11,704","54,738","2,203","5,389",345,574,108,172,47,89
,Machos,,"5,774","21,588",848,"2,360",87,122,47,69,30,71
,Fêmeas reprodutoras,,"6,458","31,184","1,291","2,519",203,329,64,89,8,9
,Fêmeas não reprodutoras,,981,"1,966",301,510,81,123,9,14,9,9
Bovinos de 2 anos e mais,,,"31,022","178,250","9,528","24,726","1,973","5,619",363,834,506,"1,272"
,Machos,,"1,727","3,715",322,554,94,138,10,15,14,16
,Novilhas reprodutoras,,"3,120","12,569",507,"1,099",81,166,28,32,2,... 
,Novilhas não reprodutoras,,229,505,74,107,28,35,3,4,- ,- 
,Vacas leiteiras,,"10,543","114,399","3,438","9,846",233,466,319,682,3,8
,Outras vacas,,"19,303","47,062","6,086","13,120","1,724","4,814",73,101,499,"1,244"
SUÍNOS,,,"25,324","116,602","4,559","10,863",595,958,159,300,288,997
,Suínos com menos de 20 kg de PV,,"3,240","26,924",504,"2,008",80,174,11,25,3,156
,Fêmeas reprodutoras de 50 kg de PV e mais,,"3,495","13,262",434,"1,148",41,52,3,6,4,62
,Outros suínos,,"21,431","76,416","3,930","7,707",502,732,149,269,288,779
OVINOS,,,"15,455","140,883","6,275","56,936","1,079","8,600",170,"1,910",629,"6,894"
,Fêmeas reprodutoras,,"15,025","106,326","6,100","41,686","1,054","6,689",163,"1,227",627,"5,265"
,Outros ovinos,,"9,834","34,557","4,570","15,250",653,"1,911",127,683,485,"1,629"
CAPRINOS,,,"5,705","66,202","1,859","19,093",425,"6,525",66,271,297,"2,181"
,Fêmeas reprodutoras,,"5,400","53,152","1,750","15,242",407,"5,516",62,191,295,"1,844"
,Outros caprinos,,"2,730","13,050",974,"3,851",231,"1,009",35,80,118,337
EQUÍDEOS,,,"2,882","7,486",908,"3,361",267,"1,267",30,175,98,454
,Gado equino,,"2,344","6,730",789,"3,173",251,"1,236",29,174,47,395
,,Fêmeas reprodutoras,"1,216","3,545",521,"2,094",210,943,18,85,27,313
,,Outros equinos,"1,641","3,185",504,"1,079",148,293,22,89,41,82
,Gado asinino,,440,566,109,163,13,24,- ,- ,48,54
,Gado muar,,164,190,21,25,5,7,1,... ,5,5
COELHAS reprodutoras,,,"23,623","84,300","5,349","19,471",854,"2,806",162,"1,126",459,"1,198"
AVES,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"44,747","2,245,509","12,632","388,996","2,178","13,347",453,"87,618","1,085","7,576"
,Galinhas poedeiras e reprodutoras,,"50,267","1,294,073","13,949","237,752","2,694","25,710",357,"5,070","1,141","10,607"
,Perús,,"2,343","19,967",892,"3,820",125,499,27,106,71,260
,"Patos, Gansos e pintadas",,"10,451","106,209","4,760","51,591",672,"4,440",226,"2,348",344,"2,148"
ABELHAS,,,,,,,,,,,,
,Número de colmeias povoadas,,"2,982","20,175",887,"5,473",61,264,78,962,159,661
,Número de cortiços povoadas,,693,"3,324",220,"1,217",30,183,30,128,61,577
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
