Máquinas e equipamentos (Página 1),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,pág. 1/6
,,,,Entre Douro e Minho,Minho Lima,Arcos de Valdevez,Caminha,Melgaço,Monção,Paredes de Coura,Ponte da Barca,Ponte de Lima,Valença
Explorações que utilizam tractores,,,expl (nº),"63,113","15,700","2,682",500,"1,236","2,137","1,122","1,066","3,572",739
Máquinas pertencentes à exploração,,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),"23,344","5,602",588,168,567,"1,154",259,278,"1,253",362
,,,máq (nº),"29,526","6,121",622,188,585,"1,222",289,290,"1,403",387
,,De menos de 20 c.v.,expl (nº),773,198,26,4,39,19,3,9,40,18
,,,máq (nº),779,198,26,4,39,19,3,9,40,18
,,De 20 a menos de 34 c.v.,expl (nº),"3,233","1,107",87,44,170,269,16,46,226,61
,,,máq (nº),"3,255","1,111",87,44,170,271,16,46,227,61
,,De 34 a menos de 55 c.v.,expl (nº),"15,613","3,788",437,111,323,779,201,208,841,269
,,,máq (nº),"16,692","3,930",455,117,327,803,211,215,874,275
,,De 55 a menos de 82 c.v.,expl (nº),"6,346",758,51,21,45,122,49,19,223,30
,,,máq (nº),"7,917",836,53,22,48,126,54,19,254,30
,,De 82 a menos de 109 c.v,expl (nº),675,36,1,1,1,2,2,1,8,3
,,,máq (nº),761,38,... ,... ,... ,... ,... ,... ,8,3
,,De 109 c.v. e mais,expl (nº),114,6,- ,- ,- ,1,2,- ,- ,- 
,,,máq (nº),122,8,- ,- ,- ,... ,... ,- ,- ,- 
,Motocultivadores,,expl (nº),"7,544","3,340",158,293,291,316,158,36,634,263
,,,máq (nº),"7,920","3,522",163,317,300,323,165,37,653,274
,Motoenxadas (motofresas),,expl (nº),"2,081",618,6,145,2,80,3,8,66,73
,,,máq (nº),"2,140",634,6,154,... ,81,3,8,67,75
,Motoceifeiras (motogadanheiras),,expl (nº),"7,866","1,033",16,24,45,50,26,3,361,96
,,,máq (nº),"8,641","1,095",16,24,46,52,26,3,373,107
,Electrobomba/motobomba,,expl (nº),"30,582","3,717",109,182,20,463,42,36,"1,380",212
,,,máq (nº),"52,608","4,824",135,209,20,555,54,43,"1,864",273
,Distribuidores de adubos e correctivos,,expl (nº),"4,941",360,16,9,12,27,15,5,105,39
,,,máq (nº),"5,334",379,18,10,13,27,18,6,108,39
,Semeadores,,expl (nº),"5,697",516,48,8,1,21,108,3,135,51
,,,máq (nº),"5,878",528,50,8,... ,21,110,3,138,52
,Plantadores/transplantadores,,expl (nº),"1,671",83,4,2,- ,11,4,3,24,12
,,,máq (nº),"1,701",84,4,... ,- ,12,4,3,24,12
,Pulverizadores e polvilhadores,,expl (nº),"13,086","3,007",155,102,207,687,43,73,730,249
,,,máq (nº),"13,856","3,108",160,104,210,698,45,74,772,255
,Gadanheiras,,expl (nº),"4,169",321,20,7,33,70,38,6,69,28
,,,máq (nº),"4,571",336,20,7,33,73,41,8,70,29
,Colhedores de forragem,,expl (nº),"3,111",192,5,4,- ,2,10,3,60,9
,,,máq (nº),"3,963",214,7,5,- ,... ,11,3,62,10
,Enfardadeiras,,expl (nº),"1,402",192,8,7,6,42,25,5,45,10
,,,máq (nº),"1,430",195,8,8,6,42,25,5,45,10
,Ceifeiras-debulhadoras,,expl (nº),3,2,- ,- ,- ,- ,- ,- ,1,1
,,,máq (nº),3,... ,- ,- ,- ,- ,- ,- ,... ,... 
,Secadores de cereais,,expl (nº),14,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),14,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Viradores de feno,,expl (nº),"3,220",245,7,4,3,26,13,1,80,21
,,,máq (nº),"3,369",250,7,4,3,26,13,... ,81,22
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
