Produtor singular segundo a dimensão económica e as classes de idade (Página 5),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 5/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,,Paços de Ferreira,,,,,,,,,
,,,Total,601,209,200,121,43,24,4,- 
,,,15 - 24,3,1,1,- ,- ,1,- ,- 
,,,25 - 34,18,1,7,5,2,3,- ,- 
,,,35 - 44,56,26,13,9,4,3,1,- 
,,,45 - 54,100,33,38,16,8,4,1,- 
,,,55 - 64,182,65,63,34,14,5,1,- 
,,,>= 65,242,83,78,57,15,8,1,- 
,,Paredes,,,,,,,,,
,,,Total,"1,175",341,454,237,101,35,7,- 
,,,15 - 24,1,1,- ,- ,- ,- ,- ,- 
,,,25 - 34,54,9,15,16,10,4,- ,- 
,,,35 - 44,159,31,61,35,21,9,2,- 
,,,45 - 54,281,78,116,51,25,11,- ,- 
,,,55 - 64,322,97,137,61,21,4,2,- 
,,,>= 65,358,125,125,74,24,7,3,- 
,,Penafiel,,,,,,,,,
,,,Total,"1,864",597,706,362,131,53,13,2
,,,15 - 24,5,2,- ,1,- ,1,1,- 
,,,25 - 34,92,30,36,16,5,4,1,- 
,,,35 - 44,275,84,110,54,14,11,2,- 
,,,45 - 54,427,135,163,87,31,8,2,1
,,,55 - 64,493,145,190,107,31,17,3,- 
,,,>= 65,572,201,207,97,50,12,4,1
,,Resende,,,,,,,,,
,,,Total,"1,230",496,377,194,95,54,13,1
,,,15 - 24,5,3,- ,- ,1,1,- ,- 
,,,25 - 34,83,32,28,11,6,5,1,- 
,,,35 - 44,190,78,58,30,15,8,1,- 
,,,45 - 54,236,76,70,46,23,14,7,- 
,,,55 - 64,340,129,109,63,23,12,3,1
,,,>= 65,376,178,112,44,27,14,1,- 
,,Ribeira de Pena,,,,,,,,,
,,,Total,879,215,312,232,93,25,2,- 
,,,15 - 24,10,3,- ,2,2,3,- ,- 
,,,25 - 34,49,7,7,11,16,8,- ,- 
,,,35 - 44,119,28,27,40,17,7,- ,- 
,,,45 - 54,155,29,50,51,20,3,2,- 
,,,55 - 64,226,42,97,62,24,1,- ,- 
,,,>= 65,320,106,131,66,14,3,- ,- 
,Entre Douro e Vouga,,,,,,,,,,
,,,Total,"5,047","2,217","1,795",613,217,163,40,2
,,,15 - 24,9,4,4,- ,- ,1,- ,- 
,,,25 - 34,215,86,63,30,12,21,3,- 
,,,35 - 44,690,248,248,80,55,45,14,- 
,,,45 - 54,"1,144",460,395,157,65,53,13,1
,,,55 - 64,"1,343",578,492,176,57,33,7,- 
,,,>= 65,"1,646",841,593,170,28,10,3,1
,,Arouca,,,,,,,,,
,,,Total,"1,678",737,584,221,77,53,5,1
,,,15 - 24,5,1,3,- ,- ,1,- ,- 
,,,25 - 34,109,42,31,19,5,11,1,- 
,,,35 - 44,309,127,106,36,22,17,1,- 
,,,45 - 54,405,168,152,51,22,11,1,- 
,,,55 - 64,416,168,154,60,20,12,2,- 
,,,>= 65,434,231,138,55,8,1,- ,1
,,Oliveira de Azeméis,,,,,,,,,
,,,Total,"1,056",409,328,131,79,80,28,1
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,30,12,6,3,3,5,1,- 
,,,35 - 44,141,27,46,17,20,19,12,- 
,,,45 - 54,222,77,52,29,24,30,9,1
,,,55 - 64,316,135,94,43,21,19,4,- 
,,,>= 65,347,158,130,39,11,7,2,- 
,,Santa Maria da Feira,,,,,,,,,
,,,Total,976,480,331,98,35,25,7,- 
,,,15 - 24,2,1,1,- ,- ,- ,- ,- 
,,,25 - 34,19,7,4,- ,3,4,1,- 
,,,35 - 44,75,33,18,11,5,7,1,- 
,,,45 - 54,204,87,63,31,10,10,3,- 
,,,55 - 64,267,126,105,23,10,2,1,- 
,,,>= 65,409,226,140,33,7,2,1,- 
,,São João da Madeira,,,,,,,,,
,,,Total,- ,- ,- ,- ,- ,- ,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,- ,- ,- ,- ,- ,- ,- ,- 
,,,45 - 54,- ,- ,- ,- ,- ,- ,- ,- 
,,,55 - 64,- ,- ,- ,- ,- ,- ,- ,- 
,,,>= 65,- ,- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,,,,,,,,,
,,,Total,"1,337",591,552,163,26,5,- ,- 
,,,15 - 24,2,2,- ,- ,- ,- ,- ,- 
,,,25 - 34,57,25,22,8,1,1,- ,- 
,,,35 - 44,165,61,78,16,8,2,- ,- 
,,,45 - 54,313,128,128,46,9,2,- ,- 
,,,55 - 64,344,149,139,50,6,- ,- ,- 
,,,>= 65,456,226,185,43,2,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
