Produtor singular segundo a dimensão económica e as classes de idade (Página 4),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 4/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,,Vila Nova de Gaia,,,,,,,,,
,,,Total,562,178,153,120,62,43,5,1
,,,15 - 24,1,- ,- ,1,- ,- ,- ,- 
,,,25 - 34,8,1,2,2,1,1,1,- 
,,,35 - 44,48,18,10,6,7,7,- ,- 
,,,45 - 54,82,21,27,16,9,6,2,1
,,,55 - 64,171,52,52,32,19,15,1,- 
,,,>= 65,252,86,62,63,26,14,1,- 
,Tâmega,,,,,,,,,,
,,,Total,"20,273","6,635","7,092","4,213","1,561",636,125,11
,,,15 - 24,77,28,12,12,10,14,1,- 
,,,25 - 34,"1,040",302,332,213,114,68,11,- 
,,,35 - 44,"2,964",919,997,624,269,128,26,1
,,,45 - 54,"4,118","1,205","1,475",922,350,135,26,5
,,,55 - 64,"5,427","1,594","2,000","1,240",420,143,28,2
,,,>= 65,"6,647","2,587","2,276","1,202",398,148,33,3
,,Amarante,,,,,,,,,
,,,Total,"2,185",594,727,562,207,80,15,- 
,,,15 - 24,4,2,- ,- ,1,1,- ,- 
,,,25 - 34,106,23,41,24,12,4,2,- 
,,,35 - 44,335,88,107,89,33,15,3,- 
,,,45 - 54,441,97,156,118,49,18,3,- 
,,,55 - 64,570,139,180,166,58,25,2,- 
,,,>= 65,729,245,243,165,54,17,5,- 
,,Baião,,,,,,,,,
,,,Total,"1,887",844,659,249,74,44,15,2
,,,15 - 24,6,4,1,1,- ,- ,- ,- 
,,,25 - 34,96,36,31,16,2,9,2,- 
,,,35 - 44,255,123,95,21,8,8,- ,- 
,,,45 - 54,365,162,125,51,16,6,4,1
,,,55 - 64,492,188,194,77,23,5,4,1
,,,>= 65,673,331,213,83,25,16,5,- 
,,Cabeceiras de Basto,,,,,,,,,
,,,Total,"1,256",278,446,385,115,28,4,- 
,,,15 - 24,5,- ,1,1,1,2,- ,- 
,,,25 - 34,57,14,15,16,10,2,- ,- 
,,,35 - 44,184,36,58,59,24,5,2,- 
,,,45 - 54,240,48,90,73,24,4,1,- 
,,,55 - 64,316,62,100,114,33,6,1,- 
,,,>= 65,454,118,182,122,23,9,- ,- 
,,Castelo de Paiva,,,,,,,,,
,,,Total,748,377,253,76,32,10,- ,- 
,,,15 - 24,6,2,1,2,- ,1,- ,- 
,,,25 - 34,25,9,9,4,2,1,- ,- 
,,,35 - 44,118,61,37,11,7,2,- ,- 
,,,45 - 54,186,84,69,23,9,1,- ,- 
,,,55 - 64,194,87,71,24,7,5,- ,- 
,,,>= 65,219,134,66,12,7,- ,- ,- 
,,Celorico de Basto,,,,,,,,,
,,,Total,"1,764",480,663,437,128,46,9,1
,,,15 - 24,8,3,2,2,1,- ,- ,- 
,,,25 - 34,99,24,39,21,10,3,2,- 
,,,35 - 44,275,69,110,65,22,7,2,- 
,,,45 - 54,335,65,118,107,33,11,1,- 
,,,55 - 64,431,107,167,116,31,9,1,- 
,,,>= 65,616,212,227,126,31,16,3,1
,,Cinfães,,,,,,,,,
,,,Total,"1,767",751,701,251,51,13,- ,- 
,,,15 - 24,5,2,2,1,- ,- ,- ,- 
,,,25 - 34,103,49,37,15,1,1,- ,- 
,,,35 - 44,293,104,125,50,11,3,- ,- 
,,,45 - 54,358,139,140,62,13,4,- ,- 
,,,55 - 64,477,176,213,73,12,3,- ,- 
,,,>= 65,531,281,184,50,14,2,- ,- 
,,Felgueiras,,,,,,,,,
,,,Total,"1,443",388,434,335,181,87,16,2
,,,15 - 24,5,1,2,1,- ,1,- ,- 
,,,25 - 34,76,16,19,19,10,10,2,- 
,,,35 - 44,203,40,47,48,42,22,3,1
,,,45 - 54,291,71,82,79,35,23,1,- 
,,,55 - 64,400,96,127,103,56,12,6,- 
,,,>= 65,468,164,157,85,38,19,4,1
,,Lousada,,,,,,,,,
,,,Total,939,241,257,236,135,56,12,2
,,,15 - 24,3,- ,- ,1,1,1,- ,- 
,,,25 - 34,44,6,8,14,13,3,- ,- 
,,,35 - 44,145,24,37,39,27,13,5,- 
,,,45 - 54,173,37,53,45,26,10,- ,2
,,,55 - 64,267,57,87,63,41,15,4,- 
,,,>= 65,307,117,72,74,27,14,3,- 
,,Marco de Canaveses,,,,,,,,,
,,,Total,"1,746",601,607,356,112,60,9,1
,,,15 - 24,10,4,2,- ,2,2,- ,- 
,,,25 - 34,82,28,24,14,8,7,1,- 
,,,35 - 44,231,85,66,53,11,12,4,- 
,,,45 - 54,367,119,142,66,24,14,1,1
,,,55 - 64,485,152,176,112,27,18,- ,- 
,,,>= 65,571,213,197,111,40,7,3,- 
,,Mondim de Basto,,,,,,,,,
,,,Total,789,223,296,180,63,21,6,- 
,,,15 - 24,1,- ,- ,- ,1,- ,- ,- 
,,,25 - 34,56,18,16,11,7,4,- ,- 
,,,35 - 44,126,42,46,21,13,3,1,- 
,,,45 - 54,163,32,63,47,14,4,3,- 
,,,55 - 64,232,52,89,65,19,6,1,- 
,,,>= 65,211,79,82,36,9,4,1,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,
