Máquinas e equipamentos (Página 5),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,pág. 5/6
,,,,Cabeceiras de Basto,Castelo de Paiva,Celorico de Basto,Cinfães,Felgueiras,Lousada,Marco de Canaveses,Mondim de Basto,Paços de Ferreira,Paredes
Explorações que utilizam tractores,,,expl (nº),"1,203",705,"1,713","1,303","1,416",909,"1,714",692,585,"1,160"
Máquinas pertencentes à exploração,,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),286,148,370,150,429,297,330,192,181,461
,,,máq (nº),314,169,433,159,516,368,367,220,223,546
,,De menos de 20 c.v.,expl (nº),5,8,6,13,30,14,25,6,9,21
,,,máq (nº),5,8,6,13,31,14,25,6,9,21
,,De 20 a menos de 34 c.v.,expl (nº),29,35,47,39,49,53,80,29,42,75
,,,máq (nº),29,36,48,39,50,53,82,30,42,75
,,De 34 a menos de 55 c.v.,expl (nº),212,88,242,78,257,185,184,132,90,302
,,,máq (nº),223,94,256,80,267,201,194,142,96,331
,,De 55 a menos de 82 c.v.,expl (nº),48,24,96,25,133,78,58,34,60,99
,,,máq (nº),53,27,116,26,153,94,62,41,72,111
,,De 82 a menos de 109 c.v,expl (nº),3,3,7,- ,8,5,4,- ,4,7
,,,máq (nº),3,3,7,- ,13,6,4,- ,4,7
,,De 109 c.v. e mais,expl (nº),1,1,- ,1,2,- ,- ,1,- ,1
,,,máq (nº),... ,... ,- ,... ,... ,- ,- ,... ,- ,... 
,Motocultivadores,,expl (nº),44,44,28,31,32,43,70,31,33,95
,,,máq (nº),44,44,30,32,33,44,71,32,35,99
,Motoenxadas (motofresas),,expl (nº),29,15,4,10,16,14,27,5,9,64
,,,máq (nº),29,15,4,10,19,14,27,5,10,66
,Motoceifeiras (motogadanheiras),,expl (nº),59,6,20,2,167,148,91,64,77,108
,,,máq (nº),62,6,22,... ,186,159,102,65,87,119
,Electrobomba/motobomba,,expl (nº),267,479,467,183,969,740,963,85,502,968
,,,máq (nº),312,582,543,252,"1,482","1,121","1,683",107,703,"1,575"
,Distribuidores de adubos e correctivos,,expl (nº),9,2,21,3,27,35,40,8,21,57
,,,máq (nº),10,... ,21,3,28,38,41,8,23,59
,Semeadores,,expl (nº),13,5,37,4,35,58,12,8,50,110
,,,máq (nº),13,5,37,4,35,61,19,9,54,112
,Plantadores/transplantadores,,expl (nº),3,3,2,- ,3,6,5,2,7,15
,,,máq (nº),4,3,... ,- ,3,6,5,... ,8,15
,Pulverizadores e polvilhadores,,expl (nº),41,46,117,25,216,142,137,31,98,279
,,,máq (nº),47,49,127,27,237,153,158,36,102,290
,Gadanheiras,,expl (nº),113,4,39,5,27,9,19,6,11,41
,,,máq (nº),120,5,42,5,30,11,19,6,13,44
,Colhedores de forragem,,expl (nº),1,2,20,1,12,21,9,3,15,26
,,,máq (nº),... ,... ,22,... ,12,23,9,3,17,30
,Enfardadeiras,,expl (nº),45,1,14,- ,7,5,6,7,7,6
,,,máq (nº),47,... ,15,- ,7,6,6,7,7,6
,Ceifeiras-debulhadoras,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Secadores de cereais,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Viradores de feno,,expl (nº),41,- ,22,- ,30,41,9,3,23,27
,,,máq (nº),42,- ,22,- ,30,43,9,3,23,27
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
