Explorações segundo o Número de Ovinos,,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,,
,Nut III,,,,,,,,,,
,,Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 499,> = 500
Entre Douro e Minho,,,expl (nº),"15,455","11,071","3,009","1,122",189,46,18,- 
,,,efect (nº),"140,883","47,964","39,058","30,730","12,476","5,871","4,784",- 
,Minho Lima ,,expl (nº),"6,275","4,330","1,394",470,65,13,3,- 
,,,efect (nº),"56,936","19,250","18,436","12,561","4,367","1,625",697,- 
,,Arcos de Valdevez,expl (nº),"1,079",805,190,71,13,- ,- ,- 
,,,efect (nº),"8,600","3,269","2,535","1,952",844,- ,- ,- 
,,Caminha,expl (nº),170,113,33,18,5,1,- ,- 
,,,efect (nº),"1,910",448,456,546,357,... ,- ,- 
,,Melgaço,expl (nº),629,398,153,66,6,5,1,- 
,,,efect (nº),"6,894","1,795","2,120","1,785",388,602,... ,- 
,,Monção,expl (nº),"1,638","1,099",443,88,5,2,1,- 
,,,efect (nº),"14,418","5,554","5,757","2,164",324,... ,... ,- 
,,Paredes de Coura,expl (nº),666,380,183,84,17,1,1,- 
,,,efect (nº),"8,005","1,867","2,448","2,204","1,167",... ,... ,- 
,,Ponte da Barca,expl (nº),210,164,29,12,4,1,- ,- 
,,,efect (nº),"1,628",555,403,337,225,... ,- ,- 
,,Ponte de Lima,expl (nº),763,583,120,49,8,3,- ,- 
,,,efect (nº),"5,999","2,153","1,539","1,393",547,367,- ,- 
,,Valença,expl (nº),568,374,155,39,- ,- ,- ,- 
,,,efect (nº),"4,950","1,995","2,010",945,- ,- ,- ,- 
,,Viana do Castelo,expl (nº),347,281,36,25,5,- ,- ,- 
,,,efect (nº),"2,585","1,023",475,725,362,- ,- ,- 
,,Vila Nova de Cerveira,expl (nº),205,133,52,18,2,- ,- ,- 
,,,efect (nº),"1,947",591,693,510,... ,- ,- ,- 
,Cávado,,expl (nº),"1,292",980,178,101,29,4,- ,- 
,,,efect (nº),"11,105","3,502","2,322","2,839","1,874",568,- ,- 
,,Amares,expl (nº),136,104,24,5,3,- ,- ,- 
,,,efect (nº),990,361,293,147,189,- ,- ,- 
,,Barcelos,expl (nº),238,195,27,12,3,1,- ,- 
,,,efect (nº),"1,729",706,352,326,197,... ,- ,- 
,,Braga,expl (nº),149,93,27,23,5,1,- ,- 
,,,efect (nº),"1,842",325,342,670,359,... ,- ,- 
,,Esposende,expl (nº),71,66,3,2,- ,- ,- ,- 
,,,efect (nº),352,256,38,... ,- ,- ,- ,- 
,,Terras de Bouro,expl (nº),134,103,14,7,9,1,- ,- 
,,,efect (nº),"1,389",362,174,203,532,... ,- ,- 
,,Vila Verde,expl (nº),564,419,83,52,9,1,- ,- 
,,,efect (nº),"4,803","1,492","1,123","1,435",597,... ,- ,- 
,Ave,,expl (nº),"1,145",726,271,120,20,5,3,- 
,,,efect (nº),"12,843","3,089","3,520","3,468","1,346",586,834,- 
,,Fafe,expl (nº),447,277,127,37,6,- ,- ,- 
,,,efect (nº),"4,266","1,230","1,644","1,019",373,- ,- ,- 
,,Guimarães,expl (nº),68,46,10,9,3,- ,- ,- 
,,,efect (nº),855,214,146,260,235,- ,- ,- 
,,Póvoa de Lanhoso,expl (nº),178,115,43,14,5,1,- ,- 
,,,efect (nº),"1,859",454,552,437,316,... ,- ,- 
,,Santo Tirso,expl (nº),137,89,29,17,2,- ,- ,- 
,,,efect (nº),"1,352",389,374,446,... ,- ,- ,- 
,,Trofa,expl (nº),40,25,8,7,- ,- ,- ,- 
,,,efect (nº),426,109,95,222,- ,- ,- ,- 
,,Vieira do Minho,expl (nº),186,107,41,30,3,2,3,- 
,,,efect (nº),"3,151",405,543,897,196,... ,834,- 
,,Vila Nova de Famalicão,expl (nº),81,61,13,5,- ,2,- ,- 
,,,efect (nº),796,264,166,156,- ,... ,- ,- 
,,Vizela,expl (nº),8,6,- ,1,1,- ,- ,- 
,,,efect (nº),138,24,- ,... ,... ,- ,- ,- 
,Grande Porto,,expl (nº),811,569,168,64,8,2,- ,- 
,,,efect (nº),"7,127","2,653","2,113","1,653",500,... ,- ,- 
,,Espinho,expl (nº),3,2,1,- ,- ,- ,- ,- 
,,,efect (nº),21,... ,... ,- ,- ,- ,- ,- 
,,Gondomar,expl (nº),327,223,75,25,3,1,- ,- 
,,,efect (nº),"2,963","1,068",923,648,219,... ,- ,- 
,,Maia,expl (nº),58,41,11,6,- ,- ,- ,- 
,,,efect (nº),460,186,143,131,- ,- ,- ,- 
,,Matosinhos,expl (nº),49,33,14,2,- ,- ,- ,- 
,,,efect (nº),382,140,183,... ,- ,- ,- ,- 
,,Póvoa de Varzim,expl (nº),21,17,1,2,- ,1,- ,- 
,,,efect (nº),235,52,... ,... ,- ,... ,- ,- 
,,Valongo,expl (nº),92,75,12,4,1,- ,- ,- 
,,,efect (nº),641,346,145,99,... ,- ,- ,- 
,,Vila do Conde,expl (nº),76,53,12,10,1,- ,- ,- 
,,,efect (nº),740,242,166,262,... ,- ,- ,- 
,,Vila Nova de Gaia,expl (nº),185,125,42,15,3,- ,- ,- 
,,,efect (nº),"1,685",610,531,384,160,- ,- ,- 
,Tâmega,,expl (nº),"5,022","3,818",795,314,62,21,12,- 
,,,efect (nº),"45,355","16,397","10,115","8,807","4,084","2,699","3,253",- 
,,Amarante,expl (nº),525,399,88,32,3,2,1,- 
,,,efect (nº),"4,421","1,727","1,126",872,221,... ,... ,- 
,,Baião,expl (nº),752,602,104,39,5,2,- ,- 
,,,efect (nº),"5,409","2,494","1,291","1,060",316,... ,- ,- 
,,Cabeceiras de Basto,expl (nº),94,32,17,17,10,10,8,- 
,,,efect (nº),"5,036",101,233,558,683,"1,335","2,126",- 
,,Castelo de Paiva,expl (nº),404,312,71,19,2,- ,- ,- 
,,,efect (nº),"3,092","1,601",879,491,... ,- ,- ,- 
,,Celorico de Basto,expl (nº),193,131,37,23,1,- ,1,- 
,,,efect (nº),"2,127",496,485,656,... ,- ,... ,- 
,,Cinfães,expl (nº),894,719,126,43,5,1,- ,- 
,,,efect (nº),"6,211","3,037","1,584","1,192",296,... ,- ,- 
,,Felgueiras,expl (nº),34,24,6,3,1,- ,- ,- 
,,,efect (nº),305,93,69,83,... ,- ,- ,- 
,,Lousada,expl (nº),97,70,17,8,1,1,- ,- 
,,,efect (nº),872,262,232,218,... ,... ,- ,- 
,,Marco de Canaveses,expl (nº),830,642,120,51,16,1,- ,- 
,,,efect (nº),"6,972","2,818","1,559","1,384","1,091",... ,- ,- 
,,Mondim de Basto,expl (nº),31,23,2,5,1,- ,- ,- 
,,,efect (nº),325,74,... ,163,... ,- ,- ,- 
,,Paços de Ferreira,expl (nº),168,119,36,8,4,1,- ,- 
,,,efect (nº),"1,677",560,459,225,297,... ,- ,- 
,,Paredes,expl (nº),302,211,69,15,6,- ,1,- 
,,,efect (nº),"2,881",949,889,460,355,- ,... ,- 
,,Penafiel,expl (nº),388,316,48,21,2,1,- ,- 
,,,efect (nº),"2,757","1,328",612,585,... ,... ,- ,- 
,,Resende,expl (nº),268,200,46,19,2,- ,1,- 
,,,efect (nº),"2,330",808,569,566,... ,- ,... ,- 
,,Ribeira de Pena,expl (nº),42,18,8,11,3,2,- ,- 
,,,efect (nº),940,49,102,294,183,... ,- ,- 
,Entre Douro e Vouga,,expl (nº),910,648,203,53,5,1,- ,- 
,,,efect (nº),"7,517","3,073","2,552","1,402",305,... ,- ,- 
,,Arouca,expl (nº),393,277,83,28,4,1,- ,- 
,,,efect (nº),"3,453","1,253","1,060",727,228,... ,- ,- 
,,Oliveira de Azeméis,expl (nº),90,61,22,7,- ,- ,- ,- 
