Explorações com rega e drenagem (Ave),,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 3/6
,,,,Ave,Fafe,Guimarães,Póvoa de Lanhoso,Santo Tirso,Trofa,Vieira do Minho,Vila Nova de Famalicão,Vizela
Superfície irrigável,,,expl (nº),"9,013","2,017","1,764","1,030",806,334,"1,168",1693,201
,,,área (ha),"25,903","4,570","5,340","2,703","2,460","1,538","2,548",6223,521
Sistema de rega ,,,,,,,,,,,,
,Colectivo estatal,,expl (nº),137,8,39,15,22,2,8,41,2
,Colectivo privado,,expl (nº),"4,807","1,653",699,757,405,9,"1,013",218,53
,Individual,,expl (nº),"7,170","1,323","1,558",667,716,333,817,1578,178
Origem das águas de rega,,,,,,,,,,,,
,"Furo, poço, nascente",,expl (nº),"8,122","1,858","1,620",860,783,321,961,1552,167
,Albufeira (barragem),,expl (nº),38,10,5,9,6,- ,1,5,2
,Açude,,expl (nº),43,2,5,- ,1,- ,3,18,14
,Charca,,expl (nº),545,88,131,155,4,- ,154,13,- 
,Curso de água natural,,expl (nº),"2,688",756,478,279,308,109,386,327,45
,Outra,,expl (nº),23,4,10,2,1,2,1,3,- 
Método de colocação de água no terreno,,,,,,,,,,,,
,Sem elevação,,expl (nº),"5,847","1,867","1,127",849,470,17,"1,137",236,144
,Com elevação,,expl (nº),"5,151",705,"1,157",468,677,331,119,1576,118
,,Motor electrico,expl (nº),"4,328",687,853,355,609,298,82,1345,99
,,Motor a carburante,expl (nº),"1,342",16,391,131,92,196,35,458,23
,,Outros meios,expl (nº),28,4,14,6,1,- ,2,1,- 
Superfície drenada,,,expl (nº),115,7,12,23,1,16,3,44,9
,,,área (ha),171,6,12,25,... ,20,1,81,25
Superfície com encharcamento,,,expl (nº),571,59,104,45,28,142,19,151,23
,,,área (ha),488,30,108,8,39,120,7,153,23
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,,,
