Explorações segundo o número de caprinos,,,,,,,,,,
,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,
,Nut III,,,,,,,,,
,,Concelho,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 499,> = 500
Entre Douro e Minho,,,expl (nº),"5,705","4,654",461,272,154,164,- 
,,,efect (nº),"66,202","14,146","5,975","8,466","10,523","27,092",- 
,Minho Lima ,,expl (nº),"1,859","1,494",167,115,53,30,- 
,,,efect (nº),"19,093","4,336","2,203","3,607","3,510","5,437",- 
,,Arcos de Valdevez,expl (nº),425,313,45,31,25,11,- 
,,,efect (nº),"6,525","1,030",602,956,"1,598","2,339",- 
,,Caminha,expl (nº),66,59,7,- ,- ,- ,- 
,,,efect (nº),271,170,101,- ,- ,- ,- 
,,Melgaço,expl (nº),297,257,26,10,1,3,- 
,,,efect (nº),"2,181",740,324,342,... ,690,- 
,,Monção,expl (nº),202,183,9,7,2,1,- 
,,,efect (nº),"1,082",509,132,199,... ,... ,- 
,,Paredes de Coura,expl (nº),89,70,11,6,- ,2,- 
,,,efect (nº),815,155,137,172,- ,... ,- 
,,Ponte da Barca,expl (nº),158,84,23,30,15,6,- 
,,,efect (nº),"3,564",245,350,950,"1,054",965,- 
,,Ponte de Lima,expl (nº),287,238,25,14,6,4,- 
,,,efect (nº),"2,341",591,312,440,390,608,- 
,,Valença,expl (nº),100,83,4,10,3,- ,- 
,,,efect (nº),853,276,44,314,219,- ,- 
,,Viana do Castelo,expl (nº),167,151,9,3,1,3,- 
,,,efect (nº),"1,038",430,99,103,... ,356,- 
,,Vila Nova de Cerveira,expl (nº),68,56,8,4,- ,- ,- 
,,,efect (nº),423,190,102,131,- ,- ,- 
,Cávado,,expl (nº),538,425,23,38,25,27,- 
,,,efect (nº),"8,643","1,136",295,"1,157","1,637","4,418",- 
,,Amares,expl (nº),42,36,1,1,2,2,- 
,,,efect (nº),502,99,... ,... ,... ,... ,- 
,,Barcelos,expl (nº),140,135,2,3,- ,- ,- 
,,,efect (nº),439,325,... ,94,- ,- ,- 
,,Braga,expl (nº),81,70,4,5,2,- ,- 
,,,efect (nº),503,222,48,126,... ,- ,- 
,,Esposende,expl (nº),24,24,- ,- ,- ,- ,- 
,,,efect (nº),74,74,- ,- ,- ,- ,- 
,,Terras de Bouro,expl (nº),78,22,6,17,9,24,- 
,,,efect (nº),"5,336",52,87,568,613,"4,016",- 
,,Vila Verde,expl (nº),173,138,10,12,12,1,- 
,,,efect (nº),"1,789",364,127,334,812,... ,- 
,Ave,,expl (nº),559,439,67,30,9,14,- 
,,,efect (nº),"5,725","1,348",869,891,534,"2,083",- 
,,Fafe,expl (nº),195,163,23,7,1,1,- 
,,,efect (nº),"1,243",561,299,220,... ,... ,- 
,,Guimarães,expl (nº),45,40,2,3,- ,- ,- 
,,,efect (nº),200,111,... ,67,- ,- ,- 
,,Póvoa de Lanhoso,expl (nº),71,46,9,6,4,6,- 
,,,efect (nº),"1,491",120,124,177,243,827,- 
,,Santo Tirso,expl (nº),39,35,2,1,1,- ,- 
,,,efect (nº),190,98,... ,... ,... ,- ,- 
,,Trofa,expl (nº),5,4,1,- ,- ,- ,- 
,,,efect (nº),25,15,... ,- ,- ,- ,- 
,,Vieira do Minho,expl (nº),142,95,26,12,3,6,- 
,,,efect (nº),"2,261",300,351,376,188,"1,046",- 
,,Vila Nova de Famalicão,expl (nº),54,50,2,1,- ,1,- 
,,,efect (nº),277,127,... ,... ,- ,... ,- 
,,Vizela,expl (nº),8,6,2,- ,- ,- ,- 
,,,efect (nº),38,16,... ,- ,- ,- ,- 
,Grande Porto,,expl (nº),148,133,13,2,- ,- ,- 
,,,efect (nº),651,432,173,... ,- ,- ,- 
,,Espinho,expl (nº),3,2,1,- ,- ,- ,- 
,,,efect (nº),18,... ,... ,- ,- ,- ,- 
,,Gondomar,expl (nº),29,26,2,1,- ,- ,- 
,,,efect (nº),122,74,... ,... ,- ,- ,- 
,,Maia,expl (nº),15,14,1,- ,- ,- ,- 
,,,efect (nº),60,44,... ,- ,- ,- ,- 
,,Matosinhos,expl (nº),14,14,- ,- ,- ,- ,- 
,,,efect (nº),59,59,- ,- ,- ,- ,- 
,,Póvoa de Varzim,expl (nº),29,27,2,- ,- ,- ,- 
,,,efect (nº),91,69,... ,- ,- ,- ,- 
,,Valongo,expl (nº),14,12,1,1,- ,- ,- 
,,,efect (nº),85,42,... ,... ,- ,- ,- 
,,Vila do Conde,expl (nº),26,20,6,- ,- ,- ,- 
,,,efect (nº),168,88,80,- ,- ,- ,- 
,,Vila Nova de Gaia,expl (nº),18,18,- ,- ,- ,- ,- 
,,,efect (nº),48,48,- ,- ,- ,- ,- 
,Tâmega,,expl (nº),"1,941","1,591",152,64,53,81,- 
,,,efect (nº),"25,672","4,755","1,939","1,988","3,780","13,210",- 
,,Amarante,expl (nº),268,224,26,14,2,2,- 
,,,efect (nº),"1,982",783,310,417,... ,... ,- 
,,Baião,expl (nº),124,106,6,4,6,2,- 
,,,efect (nº),"1,166",286,93,126,386,... ,- 
,,Cabeceiras de Basto,expl (nº),88,45,15,5,9,14,- 
,,,efect (nº),"3,295",109,186,179,665,"2,156",- 
,,Castelo de Paiva,expl (nº),148,145,3,- ,- ,- ,- 
,,,efect (nº),404,374,30,- ,- ,- ,- 
,,Celorico de Basto,expl (nº),245,220,12,8,3,2,- 
,,,efect (nº),"1,667",653,154,292,175,... ,- 
,,Cinfães,expl (nº),340,277,39,14,7,3,- 
,,,efect (nº),"2,936",774,528,417,440,777,- 
,,Felgueiras,expl (nº),102,89,8,4,1,- ,- 
,,,efect (nº),588,286,108,117,... ,- ,- 
,,Lousada,expl (nº),34,31,1,1,1,- ,- 
,,,efect (nº),202,116,... ,... ,... ,- ,- 
,,Marco de Canaveses,expl (nº),108,88,11,6,2,1,- 
,,,efect (nº),882,280,133,200,... ,... ,- 
,,Mondim de Basto,expl (nº),121,80,9,4,6,22,- 
,,,efect (nº),"4,465",276,110,90,436,"3,553",- 
,,Paços de Ferreira,expl (nº),17,13,2,- ,2,- ,- 
,,,efect (nº),198,34,... ,- ,... ,- ,- 
,,Paredes,expl (nº),90,83,6,- ,- ,1,- 
,,,efect (nº),540,296,77,- ,- ,... ,- 
,,Penafiel,expl (nº),122,112,7,3,- ,- ,- 
,,,efect (nº),522,336,90,96,- ,- ,- 
,,Resende,expl (nº),45,42,- ,1,1,1,- 
,,,efect (nº),410,87,- ,... ,... ,... ,- 
,,Ribeira de Pena,expl (nº),89,36,7,- ,13,33,- 
,,,efect (nº),"6,415",65,89,- ,"1,067","5,194",- 
,Entre Douro e Vouga,,expl (nº),660,572,39,23,14,12,- 
,,,efect (nº),"6,418","2,139",496,777,"1,062","1,944",- 
,,Arouca,expl (nº),271,210,16,19,14,12,- 
,,,efect (nº),"4,582",711,216,649,"1,062","1,944",- 
,,Oliveira de Azeméis,expl (nº),76,71,5,- ,- ,- ,- 
,,,efect (nº),338,277,61,- ,- ,- ,- 
,,Santa Maria da Feira,expl (nº),37,36,1,- ,- ,- ,- 
,,,efect (nº),159,148,... ,- ,- ,- ,- 
,,São João da Madeira,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),- ,- ,- ,- ,- ,- ,- 
,,Vale de Cambra,expl (nº),276,255,17,4,- ,- ,- 
,,,efect (nº),"1,339","1,003",208,128,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte.",,,,,,,,,,
,,,,,,,,,,
