Máquinas e equipamentos (Página 4),,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,pág. 4/6
,,,,Gondomar,Maia,Matosinhos,Póvoa de Varzim,Valongo,Vila do Conde,Vila Nova de Gaia,Tâmega,Amarante,Baião
Explorações que utilizam tractores,,,expl (nº),730,395,287,"1,155",292,836,548,"18,483","2,145","1,617"
Máquinas pertencentes à exploração,,,,,,,,,,,,,
,Tractores ( de rodas e de rasto),,expl (nº),467,325,213,802,200,746,256,"4,334",477,201
,,,máq (nº),540,545,397,"1,130",282,"1,642",319,"5,059",557,227
,,De menos de 20 c.v.,expl (nº),18,10,6,6,16,4,27,209,24,18
,,,máq (nº),18,10,6,6,17,4,28,211,24,18
,,De 20 a menos de 34 c.v.,expl (nº),79,48,15,42,52,30,58,780,110,45
,,,máq (nº),79,48,15,42,52,30,58,789,112,45
,,De 34 a menos de 55 c.v.,expl (nº),320,235,142,535,119,521,132,"2,660",263,111
,,,máq (nº),338,268,158,551,140,619,146,"2,852",282,117
,,De 55 a menos de 82 c.v.,expl (nº),89,147,134,348,51,534,65,970,105,41
,,,máq (nº),98,194,194,454,67,816,81,"1,128",128,44
,,De 82 a menos de 109 c.v,expl (nº),5,20,19,61,5,133,5,62,10,3
,,,máq (nº),6,23,21,68,5,155,5,69,10,3
,,De 109 c.v. e mais,expl (nº),1,2,3,9,1,15,1,10,1,- 
,,,máq (nº),... ,... ,3,9,... ,18,... ,10,... ,- 
,Motocultivadores,,expl (nº),157,45,34,263,53,66,282,715,83,44
,,,máq (nº),166,47,36,269,56,69,312,745,86,46
,Motoenxadas (motofresas),,expl (nº),73,13,18,357,6,10,22,288,32,18
,,,máq (nº),77,13,18,364,6,11,23,302,34,19
,Motoceifeiras (motogadanheiras),,expl (nº),103,232,215,371,118,432,29,"1,059",112,22
,,,máq (nº),114,268,235,396,130,471,30,"1,166",128,23
,Electrobomba/motobomba,,expl (nº),674,388,278,"1,203",267,844,495,"8,724",926,591
,,,máq (nº),"1,137","1,152",974,"3,615",516,"2,785",926,"13,090","1,370",801
,Distribuidores de adubos e correctivos,,expl (nº),63,195,145,293,51,592,11,376,31,21
,,,máq (nº),68,211,152,309,52,645,12,399,35,24
,Semeadores,,expl (nº),71,191,133,283,74,544,38,514,47,8
,,,máq (nº),73,201,137,294,75,561,40,544,50,11
,Plantadores/transplantadores,,expl (nº),103,133,98,154,42,373,10,91,9,3
,,,máq (nº),113,136,99,154,44,374,12,94,10,3
,Pulverizadores e polvilhadores,,expl (nº),227,289,167,659,158,673,68,"1,783",183,126
,,,máq (nº),254,317,176,757,172,717,70,"1,965",209,152
,Gadanheiras,,expl (nº),24,177,153,236,49,574,5,377,24,8
,,,máq (nº),27,191,163,252,50,628,6,407,25,8
,Colhedores de forragem,,expl (nº),12,130,118,184,33,517,8,175,14,3
,,,máq (nº),17,201,182,214,46,811,10,198,19,4
,Enfardadeiras,,expl (nº),6,25,31,60,11,207,5,141,9,1
,,,máq (nº),6,25,32,62,11,209,5,147,9,... 
,Ceifeiras-debulhadoras,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Secadores de cereais,,expl (nº),- ,- ,2,1,- ,3,- ,1,- ,- 
,,,máq (nº),- ,- ,... ,... ,- ,3,- ,... ,- ,- 
,Viradores de feno,,expl (nº),11,97,79,181,38,444,7,251,19,1
,,,máq (nº),11,105,82,183,39,491,7,256,20,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Norte."
