Utilização das terras (Pinhal Litoral),,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 4/8
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
Superfície Total,,expl (nº),"12,289","1,064","4,726",206,"4,763","1,530"
,,área (ha),"42,671","3,078","15,797",582,"15,023","8,191"
Superfície Agrícola Utilizada (SAU),,expl (nº),"12,112","1,040","4,626",204,"4,735","1,507"
,,área (ha),"24,393","2,134","8,345",287,"7,619","6,008"
Terra arável,,expl (nº),"11,465",981,"4,394",194,"4,644","1,252"
,,área (ha),"11,758",777,"4,937",193,"4,785","1,066"
Terra arável limpa,,expl (nº),"11,458",980,"4,391",194,"4,643","1,250"
,,área (ha),"11,747",777,"4,932",193,"4,784","1,061"
,Culturas temporárias,expl (nº),"9,739",747,"3,578",151,"4,360",903
,,área (ha),"10,159",619,"4,328",149,"4,166",897
,Pousio (com e sem ajuda),expl (nº),"1,977",191,512,41,"1,000",233
,,área (ha),820,89,289,29,327,86
,Horta familiar,expl (nº),"9,443",734,"3,632",151,"3,997",929
,,área (ha),765,68,314,15,291,77
Culturas sob-coberto matas e florestas,,expl (nº),15,1,7,- ,2,5
,,área (ha),8,... ,3,- ,... ,5
,Culturas temporárias,expl (nº),12,1,4,- ,2,5
,,área (ha),7,... ,2,- ,... ,5
,Pousio (com e sem ajuda),expl (nº),3,- ,3,- ,- ,- 
,,área (ha),1,- ,1,- ,- ,- 
Culturas permanentes,,expl (nº),"10,164",962,"3,490",112,"4,183","1,417"
,,área (ha),"9,967","1,312","3,150",41,"2,623","2,841"
Sem culturas sob-coberto,,expl (nº),"9,308",918,"3,396",108,"3,929",957
,,área (ha),"7,045","1,227","2,864",39,"1,648","1,267"
Com culturas temporárias,,expl (nº),"3,144",190,631,7,"1,828",488
,,área (ha),"1,530",73,243,o ,853,361
Com pousio (com e sem ajuda),,expl (nº),120,2,2,- ,44,72
,,área (ha),44,... ,... ,- ,14,28
Com horta familiar,,expl (nº),"1,445",62,274,5,911,193
,,área (ha),117,4,28,o ,69,16
Com pastagens permanentes,,expl (nº),633,15,11,- ,63,544
,,área (ha),"1,226",7,14,- ,38,"1,167"
Pastagens permanentes,,expl (nº),985,55,165,17,145,603
,,área (ha),"2,671",46,255,53,211,"2,106"
Em terra limpa,,expl (nº),980,55,163,17,144,601
,,área (ha),"2,637",46,253,53,211,"2,074"
Sob-coberto de matas e florestas,,expl (nº),23,- ,4,- ,1,18
,,área (ha),36,- ,3,- ,... ,33
Matas e florestas sem culturas sob-coberto,,expl (nº),"8,867",476,"3,417",106,"3,933",935
,,área (ha),"15,035",766,"6,217",268,"6,643","1,141"
Superfície Agrícola não utilizada,,expl (nº),"2,892",147,"1,127",10,"1,052",556
,,área (ha),"1,671",89,748,11,478,345
Outras superfícies,,expl (nº),"12,039",970,"4,606",202,"4,738","1,523"
,,área (ha),"1,577",88,493,17,283,696
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
