"Máquinas e equipamentos (Dão-Lafões, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 7/8
,,,Dão-Lafões,Aguiar da Beira,Carregal do Sal,Castro Daire,Mangualde,Mortágua,Nelas,Oliveira de Frades
Explorações que utilizam tractores Máquinas pertencentes à exploração,,expl (nº),"21,824","1,055",952,"1,588","1,632",848,902,"1,094"
Tractores ( de rodas e de rasto),,expl (nº),"9,341",398,330,660,606,572,455,492
,,máq (nº),"9,982",435,353,685,662,598,496,529
,De menos de 20 c.v.,expl (nº),845,10,51,19,112,16,83,26
,,máq (nº),849,10,51,19,114,16,83,26
,De 20 a menos de 34 c.v.,expl (nº),"2,760",30,91,119,224,114,181,135
,,máq (nº),"2,774",30,92,120,225,114,184,136
,De 34 a menos de 55 c.v.,expl (nº),"5,348",289,176,482,270,414,194,288
,,máq (nº),"5,560",308,178,491,294,421,203,301
,De 55 a menos de 82 c.v.,expl (nº),666,80,25,47,23,37,23,58
,,máq (nº),719,81,28,50,25,39,25,63
,De 82 a menos de 109 c.v,expl (nº),60,6,2,2,2,6,1,3
,,máq (nº),62,6,... ,... ,... ,6,... ,3
,De 109 c.v. e mais,expl (nº),18,- ,2,3,1,2,- ,- 
,,máq (nº),18,- ,... ,3,... ,... ,- ,- 
Motocultivadores,,expl (nº),"3,526",46,148,49,397,41,337,153
,,máq (nº),"3,617",48,154,50,402,42,340,159
Motoenxadas (motofresas),,expl (nº),616,2,18,28,62,16,69,14
,,máq (nº),630,... ,18,28,64,16,70,14
Motoceifeiras (motogadanheiras),,expl (nº),"1,142",38,7,291,78,44,9,5
,,máq (nº),"1,179",41,8,302,84,44,9,6
Electrobomba/motobomba,,expl (nº),"15,012",996,924,64,"1,652",718,"1,239",263
,,máq (nº),"27,716","1,636","1,492",72,"3,388",945,"2,062",475
Distribuidores de adubos e correctivos,,expl (nº),128,5,2,3,12,1,14,4
,,máq (nº),138,5,... ,3,12,... ,19,4
Semeadores,,expl (nº),176,15,1,9,10,1,10,- 
,,máq (nº),186,15,... ,9,10,... ,11,- 
Plantadores/transplantadores,,expl (nº),21,1,- ,- ,2,- ,1,- 
,,máq (nº),21,... ,- ,- ,... ,- ,... ,- 
Pulverizadores e polvilhadores,,expl (nº),526,9,11,25,71,1,86,- 
,,máq (nº),624,13,12,25,87,... ,92,- 
Gadanheiras,,expl (nº),639,46,1,54,16,1,9,69
,,máq (nº),676,48,... ,54,17,... ,10,72
Colhedores de forragem,,expl (nº),106,14,- ,5,2,1,1,22
,,máq (nº),111,14,- ,5,... ,... ,... ,23
Enfardadeiras,,expl (nº),244,39,1,16,9,2,5,11
,,máq (nº),251,42,... ,16,9,... ,5,11
Ceifeiras-debulhadoras,,expl (nº),7,2,- ,- ,- ,2,- ,- 
,,máq (nº),7,... ,- ,- ,- ,... ,- ,- 
Secadores de cereais,,expl (nº),2,- ,- ,- ,- ,- ,- ,- 
,,máq (nº),... ,- ,- ,- ,- ,- ,- ,- 
Viradores de feno,,expl (nº),175,5,- ,4,- ,1,- ,36
,,máq (nº),179,5,- ,4,- ,... ,- ,36
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
