"Produtor singular segundo a OTE e as Classes de Idade  (Total e Baixo Vouga, página 2)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 2/10
Região Agrária,,,Bovinos para leite / gado / carne,Ovinos / caprinos / out. herb.,Granívoros,Policultura,Polipecuária-herbívoros,Polipecuária-granívoros,Agricultura geral e herbívoros,Culturas diversas e gado,Não classificadas
Nut III,,,,,,,,,,,
Concelho,,,nº de indivíduos,,,,,,,,
BEIRA LITORAL,,,,,,,,,,,
,,Total,557,"3,796","2,877","22,056","7,880","3,460","6,448","7,018",34
,,15 - 24,3,12,9,16,7,7,9,8,1
,,25 - 34,30,180,197,319,143,119,144,193,3
,,35 - 44,80,488,551,"1,877",799,496,678,817,4
,,45 - 54,179,806,820,"4,610","1,907","1,015","1,329","1,675",10
,,55 - 64,158,"1,124",774,"7,048","2,608","1,042","2,114","2,210",7
,,>= 65,107,"1,186",526,"8,186","2,416",781,"2,174","2,115",9
Baixo Vouga,,,,,,,,,,,
,,Total,210,261,619,"4,178","1,224",828,"1,383","1,819",9
,,15 - 24,1,1,1,5,2,2,1,3,- 
,,25 - 34,15,21,33,73,30,28,33,53,1
,,35 - 44,29,37,89,332,149,118,137,211,2
,,45 - 54,59,67,155,883,311,232,320,477,2
,,55 - 64,69,67,178,"1,326",405,231,461,578,- 
,,>= 65,37,68,163,"1,559",327,217,431,497,4
,Águeda,,,,,,,,,,
,,Total,6,64,128,598,280,196,232,386,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,1,- 
,,25 - 34,- ,3,9,7,3,5,3,9,- 
,,35 - 44,- ,8,16,41,24,24,19,45,- 
,,45 - 54,3,16,40,109,67,59,47,93,- 
,,55 - 64,2,20,34,188,87,50,73,129,- 
,,>= 65,1,17,29,253,99,58,90,109,- 
,Albergaria-a-Velha,,,,,,,,,,
,,Total,24,17,58,182,119,54,146,118,2
,,15 - 24,- ,- ,- ,- ,2,1,- ,- ,- 
,,25 - 34,2,2,1,4,2,2,2,2,- 
,,35 - 44,2,2,9,19,14,13,14,20,- 
,,45 - 54,8,3,19,48,35,14,42,33,- 
,,55 - 64,8,4,18,57,47,11,53,32,- 
,,>= 65,4,6,11,54,19,13,35,31,2
,Anadia,,,,,,,,,,
,,Total,1,13,137,"1,083",55,165,27,472,1
,,15 - 24,- ,- ,1,1,- ,- ,- ,1,- 
,,25 - 34,1,1,6,17,1,6,- ,12,- 
,,35 - 44,- ,4,15,66,1,17,1,59,1
,,45 - 54,- ,6,32,237,11,50,9,127,- 
,,55 - 64,- ,1,40,330,22,55,9,150,- 
,,>= 65,- ,1,43,432,20,37,8,123,- 
,Aveiro,,,,,,,,,,
,,Total,8,32,25,263,120,64,156,125,- 
,,15 - 24,- ,- ,- ,1,- ,- ,- ,- ,- 
,,25 - 34,- ,1,1,1,3,5,3,4,- 
,,35 - 44,- ,6,3,30,16,10,19,11,- 
,,45 - 54,4,10,5,51,30,17,40,33,- 
,,55 - 64,1,3,9,91,43,16,39,35,- 
,,>= 65,3,12,7,89,28,16,55,42,- 
,Estarreja,,,,,,,,,,
,,Total,55,38,40,98,156,81,150,96,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,1,- ,- 
,,25 - 34,4,6,5,4,5,1,4,3,- 
,,35 - 44,13,5,3,14,26,10,15,7,- 
,,45 - 54,18,5,7,9,41,24,27,21,- 
,,55 - 64,18,11,17,37,42,24,43,33,- 
,,>= 65,2,11,8,34,42,22,60,32,- 
,Íhavo,,,,,,,,,,
,,Total,10,- ,3,46,14,5,49,8,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,1,- ,- ,- ,- ,1,- ,- ,- 
