"Utilização das terras (Dão-Lafões, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 7/8
,,,Dão-Lafões,Aguiar da Beira,Carregal do Sal,Castro Daire,Mangualde,Mortágua,Nelas,Oliveira de Frades
Superfície Total,,expl (nº),"24,510","1,067","1,020","2,128","1,724",865,"1,352","1,141"
,,área (ha),"105,466","6,863","3,486","6,944","8,950","7,593","5,246","3,651"
Superfície Agrícola Utilizada (SAU),,expl (nº),"24,372","1,067","1,017","2,109","1,720",858,"1,348","1,105"
,,área (ha),"51,938","3,898","1,761","4,446","5,010","1,284","2,842","1,862"
Terra arável,,expl (nº),"23,696","1,056",795,"2,103","1,686",854,"1,272","1,095"
,,área (ha),"29,114","2,325",825,"2,324","3,189","1,035","1,092","1,448"
Terra arável limpa,,expl (nº),"23,686","1,056",795,"2,101","1,686",854,"1,271","1,095"
,,área (ha),"29,080","2,325",825,"2,322","3,189","1,035","1,092","1,448"
,Culturas temporárias,expl (nº),"23,120","1,047",768,"2,084","1,667",848,"1,196","1,066"
,,área (ha),"27,364","2,252",785,"2,232","3,065",980,"1,002","1,392"
,Pousio (com e sem ajuda),expl (nº),893,1,1,10,19,93,2,2
,,área (ha),351,... ,... ,3,16,19,... ,... 
,Horta familiar,expl (nº),"20,700","1,046",681,"1,620","1,546",810,"1,174","1,056"
,,área (ha),"1,367",72,40,87,106,41,83,57
Culturas sob-coberto matas e florestas,,expl (nº),15,- ,1,2,- ,- ,1,- 
,,área (ha),36,- ,... ,... ,- ,- ,... ,- 
,Culturas temporárias,expl (nº),14,- ,1,2,- ,- ,1,- 
,,área (ha),27,- ,... ,... ,- ,- ,... ,- 
,Pousio (com e sem ajuda),expl (nº),2,- ,- ,- ,- ,- ,- ,- 
,,área (ha),... ,- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,,expl (nº),"20,233",511,989,890,"1,632",808,"1,324",995
,,área (ha),"12,802",411,853,173,"1,268",193,"1,570",118
Sem culturas sob-coberto,,expl (nº),"19,999",496,963,865,"1,626",789,"1,319",991
,,área (ha),"11,766",391,601,153,"1,230",158,"1,517",102
Com culturas temporárias,,expl (nº),"3,543",44,430,82,123,158,173,58
,,área (ha),876,17,233,11,24,31,39,11
Com pousio (com e sem ajuda),,expl (nº),10,- ,- ,- ,- ,- ,- ,- 
,,área (ha),1,- ,- ,- ,- ,- ,- ,- 
Com horta familiar,,expl (nº),"1,076",- ,313,43,14,2,79,13
,,área (ha),41,- ,11,2,1,... ,4,o 
Com pastagens permanentes,,expl (nº),241,3,15,19,6,11,6,27
,,área (ha),107,3,9,5,13,3,10,5
Pastagens permanentes,,expl (nº),"8,292",741,76,"1,577",312,117,80,401
,,área (ha),"10,021","1,165",80,"1,947",554,55,180,294
Em terra limpa,,expl (nº),"8,274",740,74,"1,577",312,114,79,399
,,área (ha),"9,907","1,132",70,"1,939",554,54,178,292
Sob-coberto de matas e florestas,,expl (nº),65,1,3,15,- ,3,1,7
,,área (ha),111,... ,11,7,- ,1,... ,4
Matas e florestas sem culturas sob-coberto,,expl (nº),"19,326",916,693,"1,368","1,208",814,"1,047",793
,,área (ha),"48,029","2,786","1,554","2,187","2,288","6,221","2,035","1,683"
Superfície Agrícola não utilizada,,expl (nº),"4,233",82,195,198,446,97,511,72
,,área (ha),"2,833",51,133,168,754,33,237,28
Outras superfícies,,expl (nº),"22,139","1,064","1,013","1,700","1,684",815,"1,333","1,138"
,,área (ha),"2,655",131,39,139,899,57,128,74
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
