Explorações segundo o Número de Caprinos,,,,,,,,,,
,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,
Nut III,,,,,,,,,,
Concelho,,,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 499,> = 500
BEIRA LITORAL,,,expl (nº),"16,298","14,712","1,136",336,74,39,1
,,,efect (nº),"82,470","46,387","14,423","9,404","4,995","6,016",... 
,Baixo Vouga,,expl (nº),"1,880","1,794",78,8,- ,- ,- 
,,,efect (nº),"6,773","5,581",997,195,- ,- ,- 
,,Águeda,expl (nº),250,228,20,2,- ,- ,- 
,,,efect (nº),"1,036",728,257,... ,- ,- ,- 
,,Albergaria-a-Velha,expl (nº),176,168,7,1,- ,- ,- 
,,,efect (nº),607,508,78,... ,- ,- ,- 
,,Anadia,expl (nº),339,334,5,- ,- ,- ,- 
,,,efect (nº),970,899,71,- ,- ,- ,- 
,,Aveiro,expl (nº),129,122,6,1,- ,- ,- 
,,,efect (nº),501,399,80,... ,- ,- ,- 
,,Estarreja,expl (nº),125,115,8,2,- ,- ,- 
,,,efect (nº),511,368,98,... ,- ,- ,- 
,,Ílhavo,expl (nº),17,16,1,- ,- ,- ,- 
,,,efect (nº),62,50,... ,- ,- ,- ,- 
,,Mealhada,expl (nº),393,383,10,- ,- ,- ,- 
,,,efect (nº),"1,368","1,251",117,- ,- ,- ,- 
,,Murtosa,expl (nº),42,39,3,- ,- ,- ,- 
,,,efect (nº),151,114,37,- ,- ,- ,- 
,,Oliveira do Bairro,expl (nº),119,114,5,- ,- ,- ,- 
,,,efect (nº),403,329,74,- ,- ,- ,- 
,,Ovar,expl (nº),39,36,3,- ,- ,- ,- 
,,,efect (nº),140,99,41,- ,- ,- ,- 
,,Sever do Vouga,expl (nº),179,168,10,1,- ,- ,- 
,,,efect (nº),803,650,132,... ,- ,- ,- 
,,Vagos,expl (nº),72,71,- ,1,- ,- ,- 
,,,efect (nº),221,186,- ,... ,- ,- ,- 
,Baixo Mondego,,expl (nº),"2,899","2,709",151,34,4,1,- 
,,,efect (nº),"11,569","8,449","1,815",958,246,... ,- 
,,Cantanhede,expl (nº),467,454,10,3,- ,- ,- 
,,,efect (nº),"1,420","1,200",128,92,- ,- ,- 
,,Coimbra,expl (nº),592,560,25,4,3,- ,- 
,,,efect (nº),"2,233","1,675",284,86,188,- ,- 
,,Condeixa-a-Nova,expl (nº),446,418,20,8,- ,- ,- 
,,,efect (nº),"1,883","1,411",235,237,- ,- ,- 
,,Figueira da Foz,expl (nº),76,67,6,2,- ,1,- 
,,,efect (nº),395,173,72,... ,- ,... ,- 
,,Mira,expl (nº),69,65,4,- ,- ,- ,- 
,,,efect (nº),189,145,44,- ,- ,- ,- 
,,Montemor-o-Velho,expl (nº),210,202,6,2,- ,- ,- 
,,,efect (nº),597,462,86,... ,- ,- ,- 
,,Penacova,expl (nº),408,364,40,3,1,- ,- 
,,,efect (nº),"2,009","1,384",487,80,... ,- ,- 
,,Soure,expl (nº),631,579,40,12,- ,- ,- 
,,,efect (nº),"2,843","1,999",479,365,- ,- ,- 
,Pinhal Litoral,,expl (nº),"1,668","1,431",145,68,16,8,- 
,,,efect (nº),"10,284","4,364","1,913","1,836",983,"1,188",- 
,,Batalha,expl (nº),219,186,17,12,3,1,- 
,,,efect (nº),"1,485",595,206,321,201,... ,- 
,,Leiria,expl (nº),402,378,14,8,2,- ,- 
,,,efect (nº),"1,456",937,184,225,... ,- ,- 
,,Marinha Grande,expl (nº),5,5,- ,- ,- ,- ,- 
,,,efect (nº),15,15,- ,- ,- ,- ,- 
,,Pombal,expl (nº),643,592,31,10,7,3,- 
,,,efect (nº),"3,248","1,795",390,313,410,340,- 
,,Porto de Mós,expl (nº),399,270,83,38,4,4,- 
,,,efect (nº),"4,080","1,022","1,133",977,262,686,- 
,Pinhal Interior Norte,,expl (nº),"4,259","3,849",311,79,13,7,- 
,,,efect (nº),"20,781","12,592","3,956","2,163",914,"1,156",- 
,,Alvaiázere,expl (nº),633,560,62,7,3,1,- 
,,,efect (nº),"3,427","2,019",746,182,214,... ,- 
,,Ansião,expl (nº),905,870,29,6,- ,- ,- 
,,,efect (nº),"3,084","2,552",361,171,- ,- ,- 
,,Arganil,expl (nº),395,355,34,6,- ,- ,- 
,,,efect (nº),"1,969","1,355",440,174,- ,- ,- 
,,Castanheira de Pêra,expl (nº),31,23,3,3,1,1,- 
,,,efect (nº),398,96,39,79,... ,... ,- 
,,Figueiró dos Vinhos,expl (nº),283,268,11,3,- ,1,- 
,,,efect (nº),"1,425",963,145,67,- ,... ,- 
,,Góis,expl (nº),174,108,43,19,2,2,- 
,,,efect (nº),"1,998",510,612,497,... ,... ,- 
,,Lousã,expl (nº),117,100,12,4,- ,1,- 
,,,efect (nº),738,340,146,107,- ,... ,- 
,,Miranda do Corvo,expl (nº),261,253,7,1,- ,- ,- 
,,,efect (nº),895,780,82,... ,- ,- ,- 
,,Oliveira do Hospital,expl (nº),328,313,10,2,3,- ,- 
,,,efect (nº),"1,170",805,131,... ,191,- ,- 
,,Pampilhosa da Serra,expl (nº),204,129,58,16,1,- ,- 
,,,efect (nº),"1,929",657,739,441,... ,- ,- 
,,Pedrógão Grande,expl (nº),205,188,13,2,1,1,- 
,,,efect (nº),"1,060",605,162,... ,... ,... ,- 
,,Penela,expl (nº),347,328,15,4,- ,- ,- 
,,,efect (nº),"1,174",871,182,121,- ,- ,- 
,,Tábua,expl (nº),242,226,10,5,1,- ,- 
,,,efect (nº),930,595,125,154,... ,- ,- 
,,Vila Nova de Poiares,expl (nº),134,128,4,1,1,- ,- 
,,,efect (nº),584,444,46,... ,... ,- ,- 
,Dão-Lafões,,expl (nº),"5,592","4,929",451,147,41,23,1
,,,efect (nº),"33,063","15,401","5,742","4,252","2,852","3,571",... 
,,Aguiar da Beira,expl (nº),204,186,11,4,2,1,- 
,,,efect (nº),"1,144",447,144,119,... ,... ,- 
,,Carregal do Sal,expl (nº),117,115,2,- ,- ,- ,- 
,,,efect (nº),287,260,... ,- ,- ,- ,- 
,,Castro Daire,expl (nº),"1,038",837,133,49,13,6,- 
,,,efect (nº),"7,825","2,943","1,693","1,406",918,865,- 
,,Mangualde,expl (nº),307,289,15,2,1,- ,- 
,,,efect (nº),"1,067",780,180,... ,... ,- ,- 
,,Mortágua,expl (nº),194,183,10,1,- ,- ,- 
,,,efect (nº),773,634,116,... ,- ,- ,- 
,,Nelas,expl (nº),123,114,8,1,- ,- ,- 
,,,efect (nº),422,293,100,... ,- ,- ,- 
,,Oliveira de Frades,expl (nº),347,301,33,12,1,- ,- 
,,,efect (nº),"1,841","1,029",408,309,... ,- ,- 
,,Penalva do Castelo,expl (nº),193,179,11,2,1,- ,- 
,,,efect (nº),643,399,137,... ,... ,- ,- 
,,Santa Comba Dão,expl (nº),131,124,7,- ,- ,- ,- 
,,,efect (nº),402,313,89,- ,- ,- ,- 
,,São Pedro do Sul,expl (nº),639,508,78,26,12,14,1
,,,efect (nº),"7,821","1,823","1,010",758,784,"2,201",... 
,,Sátão,expl (nº),247,228,13,5,1,- ,- 
,,,efect (nº),"1,013",616,160,165,... ,- ,- 
,,Tondela,expl (nº),814,775,35,3,- ,1,- 
,,,efect (nº),"2,851","2,222",432,72,- ,... ,- 
,,Vila Nova de Paiva,expl (nº),307,246,31,26,3,1,- 
,,,efect (nº),"2,439",896,432,807,180,... ,- 
,,Viseu,expl (nº),408,383,16,6,3,- ,- 
,,,efect (nº),"1,741","1,130",207,166,238,- ,- 
,,Vouzela,expl (nº),523,461,48,10,4,- ,- 
,,,efect (nº),"2,794","1,616",607,287,284,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
