"Explorações segundo a OTE e a dimensão económica (Pinhal Interior Norte, página 2)",,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 6/8
,,Miranda do Corvo,Oliveira do Hospital,Pampilhosa da Serra,Pedrógão Grande,Penela,Tábua,Vila Nova de Poiares
,,expl (nº),,,,,,
Classes de dimensão económica (UDE),,823,"1,585",350,440,758,958,299
,> 0 a < 2,627,973,295,374,589,602,228
,2 a < 4,98,361,41,48,139,216,54
,4 a < 8,36,156,13,14,21,99,11
,8 a < 16,23,73,1,3,6,30,4
,16 a < 40,20,17,- ,1,2,11,- 
,40 a < 100,15,4,- ,- ,1,- ,1
,> = 100,4,1,- ,- ,- ,- ,1
OTE,,823,"1,585",350,440,758,958,299
,Cereais e plantas olea./proteaginosas,5,1,- ,- ,- ,3,8
,Culturas agrícolas diversas,66,667,20,30,37,316,120
,Horticultura,56,2,1,- ,- ,2,5
,Viticultura,29,13,- ,- ,13,6,1
,Fruticultura,16,11,3,1,1,3,4
,Olivicultura,7,28,15,61,18,19,2
,Culturas permanentes diversas,115,40,9,10,53,19,8
,Bovinos de leite,1,- ,- ,- ,4,- ,2
,Bovinos para gado/carne,4,- ,- ,1,1,6,1
,Bovinos para leite/gado/carne,- ,1,- ,- ,- ,1,- 
,Ovinos/caprinos/outros herbívoros,14,130,26,17,30,103,3
,Granívoros,6,8,- ,1,8,6,2
,Policultura,325,510,118,198,297,272,99
,Polipecuária-herbívoros,42,56,44,61,138,70,8
,Polipecuária-granívoros,22,10,4,7,23,5,3
,Agricultura geral e herbívoros,14,75,28,19,23,102,22
,Culturas diversas e gado,101,33,82,34,112,25,11
,Não classificadas,- ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",

,
,













,
