"Máquinas e equipamentos (Pinhal Interior Norte, página 2)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 6/8
,,,Miranda do Corvo,Oliveira do Hospital,Pampilhosa da Serra,Pedrógão Grande,Penela,Tábua,Vila Nova de Poiares
Explorações que utilizam tractores Máquinas pertencentes à exploração,,expl (nº),714,"1,505",178,150,712,896,289
Tractores ( de rodas e de rasto),,expl (nº),244,376,90,147,285,343,120
,,máq (nº),260,406,91,156,314,384,129
,De menos de 20 c.v.,expl (nº),22,61,46,34,66,58,7
,,máq (nº),22,61,46,34,69,60,7
,De 20 a menos de 34 c.v.,expl (nº),63,149,31,71,86,105,38
,,máq (nº),63,150,31,73,87,106,39
,De 34 a menos de 55 c.v.,expl (nº),146,148,13,39,119,175,61
,,máq (nº),151,153,13,40,123,187,63
,De 55 a menos de 82 c.v.,expl (nº),22,36,1,8,24,23,12
,,máq (nº),23,39,... ,8,28,29,14
,De 82 a menos de 109 c.v,expl (nº),- ,2,- ,1,5,1,5
,,máq (nº),- ,... ,- ,... ,7,... ,5
,De 109 c.v. e mais,expl (nº),1,1,- ,- ,- ,- ,1
,,máq (nº),... ,... ,- ,- ,- ,- ,... 
Motocultivadores,,expl (nº),329,214,134,31,136,159,74
,,máq (nº),351,220,142,32,139,169,79
Motoenxadas (motofresas),,expl (nº),256,101,54,10,321,63,22
,,máq (nº),296,102,54,12,344,63,24
Motoceifeiras (motogadanheiras),,expl (nº),15,60,4,4,169,103,53
,,máq (nº),15,62,4,4,170,103,53
Electrobomba/motobomba,,expl (nº),723,"1,393",147,381,485,880,257
,,máq (nº),"1,428","2,958",228,649,747,"1,885",385
Distribuidores de adubos e correctivos,,expl (nº),2,10,- ,- ,1,4,1
,,máq (nº),... ,10,- ,- ,... ,5,... 
Semeadores,,expl (nº),1,22,- ,- ,- ,7,4
,,máq (nº),... ,26,- ,- ,- ,7,4
Plantadores/transplantadores,,expl (nº),2,5,- ,- ,- ,2,- 
,,máq (nº),... ,5,- ,- ,- ,... ,- 
Pulverizadores e polvilhadores,,expl (nº),5,41,2,1,2,19,7
,,máq (nº),5,47,... ,... ,... ,22,7
Gadanheiras,,expl (nº),2,20,1,- ,2,9,1
,,máq (nº),... ,23,... ,- ,... ,10,... 
Colhedores de forragem,,expl (nº),- ,8,- ,- ,1,- ,- 
,,máq (nº),- ,8,- ,- ,... ,- ,- 
Enfardadeiras,,expl (nº),- ,8,- ,1,5,6,2
,,máq (nº),- ,9,- ,... ,6,7,... 
Ceifeiras-debulhadoras,,expl (nº),- ,17,2,1,2,2,4
,,máq (nº),- ,17,... ,... ,... ,... ,4
Secadores de cereais,,expl (nº),- ,- ,- ,- ,- ,- ,- 
,,máq (nº),- ,- ,- ,- ,- ,- ,- 
Viradores de feno,,expl (nº),1,6,- ,- ,- ,2,1
,,máq (nº),... ,6,- ,- ,- ,... ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,
