"Principais Culturas Temporárias (Total e Beira Litoral, página 2)",,,,,,,,,,,,
,,Cereais para grão,309,258,307,257,13,1,13,1,- ,- 
,,Leguminosas secas para grão,30,6,27,6,3,o ,3,o ,- ,- 
,,Prados temporários,8,9,8,9,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,308,"2,162",200,974,305,"1,188",305,"1,188",- ,- 
,,Batata,152,16,148,16,5,o ,5,o ,- ,- 
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,83,88,81,84,12,3,12,3,- ,- 
,,Flores e plantas ornamentais,2,... ,2,... ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,21,12,5,2,16,10,16,10,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Oliveira do Bairro,,,,,,,,,,,
,,Culturas temporárias,"1,426","1,944","1,407","1,365",854,577,776,525,264,53
,,Cereais para grão,"1,111",671,"1,084",638,102,34,98,32,4,o 
,,Leguminosas secas para grão,184,25,154,20,37,7,19,5,18,2
,,Prados temporários,8,3,8,3,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,911,813,534,346,697,469,696,467,15,2
,,Batata,"1,157",345,"1,024",284,282,62,61,17,240,45
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,3,2,3,2,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,218,77,189,69,42,10,15,6,27,2
,,Flores e plantas ornamentais,17,4,15,4,2,... ,1,... ,1,... 
,,Sementes de culturas forrageiras,3,o ,2,... ,1,... ,1,... ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Ovar,,,,,,,,,,,
,,Culturas temporárias,622,"3,481",621,"1,788",591,"1,693",588,"1,689",26,3
,,Cereais para grão,471,346,467,344,14,1,14,1,- ,- 
,,Leguminosas secas para grão,174,24,158,23,19,2,14,1,5,1
,,Prados temporários,14,10,14,10,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,578,"2,981",374,"1,355",570,"1,626",570,"1,625",7,o 
,,Batata,378,44,350,41,40,4,22,2,18,2
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,126,31,49,12,83,18,83,18,1,... 
,,Flores e plantas ornamentais,7,2,7,2,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,49,40,- ,- ,49,40,49,40,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,3,1,2,... ,1,... ,1,... ,- ,- 
,Sever do Vouga,,,,,,,,,,,
,,Culturas temporárias,678,"1,414",676,789,665,623,664,620,37,4
,,Cereais para grão,656,422,655,413,87,8,86,8,1,... 
,,Leguminosas secas para grão,505,88,494,85,44,1,42,1,2,... 
,,Prados temporários,43,21,43,21,1,... ,- ,- ,1,... 
,,Culturas forrageiras,661,808,434,219,652,592,652,588,30,3
,,Batata,587,48,490,38,110,8,107,8,4,o 
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,2,... ,2,... ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,25,3,23,2,2,... ,2,... ,- ,- 
,,Flores e plantas ornamentais,3,o ,3,o ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,155,24,96,13,68,11,68,11,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Vagos,,,,,,,,,,,
,,Culturas temporárias,"2,004","5,001","2,003","3,002","1,581","1,998","1,578","1,995",29,4
,,Cereais para grão,"1,286",924,987,592,600,334,598,334,2,... 
,,Leguminosas secas para grão,98,19,60,9,40,7,38,7,2,... 
,,Prados temporários,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,"1,482","2,887","1,076","1,369","1,251","1,519","1,250","1,518",5,1
,,Batata,"1,379",732,"1,284",659,153,73,133,69,22,3
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,640,404,610,341,151,63,149,63,2,... 
,,Flores e plantas ornamentais,13,4,13,4,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,50,26,50,26,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,4,o ,2,... ,2,... ,2,... ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
