Efectivo animal (Pinhal Litoral),,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
,,,,,,,,,,,,,,pág. 6/12
,,,Pinhal Litoral,,Batalha,,Leiria,,Marinha Grande,,Pombal,,Porto de Mós,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
BOVINOS,,,"3,270","20,468",164,"1,349","1,219","6,746",50,368,"1,391","4,807",446,"7,198"
Bovinos com menos de 1 ano,,,"1,707","6,797",121,454,610,"2,229",33,96,588,"1,490",355,"2,528"
,Vitelos de carne (para abate < 1 ano),,377,"1,261",17,80,97,303,14,32,130,232,119,614
,Outros vitelos,,"1,412","5,536",107,374,524,"1,926",21,64,467,"1,258",293,"1,914"
,,Machos,"1,016","3,046",77,219,367,"1,096",19,59,355,886,198,786
,,Fêmeas,650,"2,490",44,155,232,830,3,5,161,372,210,"1,128"
Bovinos de 1 a menos de 2 anos,,,"1,054","4,663",56,320,410,"1,560",20,234,319,993,249,"1,556"
,Machos,,754,"2,338",39,159,283,854,10,151,237,584,185,590
,Fêmeas reprodutoras,,382,"2,108",25,149,117,646,7,59,73,314,160,940
,Fêmeas não reprodutoras,,96,217,3,12,45,60,6,24,33,95,9,26
Bovinos de 2 anos e mais,,,"1,947","9,008",66,575,644,"2,957",16,38,897,"2,324",324,"3,114"
,Machos,,129,268,5,9,48,142,1,... ,43,73,32,43
,Novilhas reprodutoras,,270,"1,265",11,139,107,421,2,... ,66,315,84,384
,Novilhas não reprodutoras,,15,21,2,... ,5,7,1,... ,7,9,- ,- 
,Vacas leiteiras,,476,"5,173",43,393,105,"1,448",4,16,79,786,245,"2,530"
,Outras vacas,,"1,243","2,281",16,31,432,939,9,13,757,"1,141",29,157
SUÍNOS,,,"7,595","251,491",436,"17,107","2,800","161,430",130,"3,909","3,624","40,704",605,"28,341"
,Suínos com menos de 20 kg de PV,,"2,135","76,442",114,"4,391",818,"48,788",28,"1,134",981,"15,019",194,"7,110"
,Fêmeas reprodutoras de 50 kg de PV e mais,,"4,592","35,995",142,"2,076","1,428","20,411",37,451,"2,658","9,756",327,"3,301"
,Outros suínos,,"5,185","139,054",359,"10,640","1,977","92,231",103,"2,324","2,305","15,929",441,"17,930"
OVINOS,,,"3,471","27,010",206,"1,449",978,"7,456",30,172,"1,839","12,061",418,"5,872"
,Fêmeas reprodutoras,,"3,345","21,110",204,"1,223",943,"5,588",29,161,"1,755","9,213",414,"4,925"
,Outros ovinos,,"2,292","5,900",99,226,596,"1,868",9,11,"1,276","2,848",312,947
CAPRINOS,,,"1,668","10,284",219,"1,485",402,"1,456",5,15,643,"3,248",399,"4,080"
,Fêmeas reprodutoras,,"1,631","8,578",219,"1,403",392,"1,152",5,14,617,"2,596",398,"3,413"
,Outros caprinos,,679,"1,706",57,82,123,304,1,... ,295,652,203,667
EQUÍDEOS,,,"1,122","1,528",103,111,203,376,16,51,544,615,256,375
,Gado equino,,170,502,8,12,68,233,12,47,59,112,23,98
,,Fêmeas reprodutoras,87,224,5,6,41,108,6,24,19,43,16,43
,,Outros equinos,126,278,5,6,47,125,8,23,49,69,17,55
,Gado asinino,,732,786,89,92,107,109,3,3,373,383,160,199
,Gado muar,,228,240,7,7,29,34,1,... ,117,120,74,78
COELHAS reprodutoras,,,"3,987","23,580",422,"2,798","1,573","10,171",68,301,"1,449","8,503",475,"1,807"
AVES,,,,,,,,,,,,,,
,Frangos de carne (inclui galos),,"7,664","1,060,556",384,"83,394","2,641","634,606",130,"3,619","3,935","285,672",574,"53,265"
,Galinhas poedeiras e reprodutoras,,"8,689","1,563,472",710,"86,623","3,459","958,704",128,"56,319","3,488","455,799",904,"6,027"
,Perús,,352,"14,900",20,67,107,852,16,"13,052",168,778,41,151
,"Patos, Gansos e pintadas",,"1,947","33,676",104,886,664,"5,869",82,"1,183",912,"24,419",185,"1,319"
ABELHAS,,,,,,,,,,,,,,
,Número de colmeias povoadas,,416,"4,213",32,367,113,"2,008",4,76,204,"1,017",63,745
,Número de cortiços povoadas,,125,810,16,111,35,216,1,... ,25,48,48,434
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,,,
