"Utilização das terras (Total e Baixo Vouga, página 2)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 2/8
,,,Ílhavo,Mealhada,Murtosa,Oliveira do Bairro,Ovar,Sever do Vouga,Vagos
Superfície Total,,expl (nº),286,"1,444",380,"1,617",630,713,"2,069"
,,área (ha),"1,055","4,897","1,953","3,794","2,623","2,656","4,721"
Superfície Agrícola Utilizada (SAU),,expl (nº),284,"1,443",380,"1,611",625,699,"2,060"
,,área (ha),932,"2,586","1,605","2,480","1,901",912,"3,511"
Terra arável,,expl (nº),284,"1,369",379,"1,577",623,697,"2,055"
,,área (ha),871,"1,104","1,374","1,513","1,822",815,"3,127"
Terra arável limpa,,expl (nº),284,"1,367",379,"1,575",623,697,"2,055"
,,área (ha),871,"1,104","1,374","1,512","1,822",815,"3,127"
,Culturas temporárias,expl (nº),283,"1,230",374,"1,406",621,676,"2,003"
,,área (ha),839,907,"1,350","1,364","1,788",789,"3,002"
,Pousio (com e sem ajuda),expl (nº),10,379,5,128,4,3,47
,,área (ha),20,121,9,49,o ,1,18
,Horta familiar,expl (nº),127,927,192,"1,236",448,665,"1,618"
,,área (ha),10,72,15,98,32,24,107
Culturas sob-coberto matas e florestas,,expl (nº),- ,2,- ,2,1,- ,- 
,,área (ha),- ,... ,- ,... ,... ,- ,- 
,Culturas temporárias,expl (nº),- ,1,- ,1,1,- ,- 
,,área (ha),- ,... ,- ,... ,... ,- ,- 
,Pousio (com e sem ajuda),expl (nº),- ,1,- ,1,- ,- ,- 
,,área (ha),- ,... ,- ,... ,- ,- ,- 
Culturas permanentes,,expl (nº),32,"1,385",148,"1,338",229,122,396
,,área (ha),6,"1,470",119,844,63,20,101
Sem culturas sob-coberto,,expl (nº),31,"1,358",148,"1,280",192,91,369
,,área (ha),5,"1,305",119,784,57,14,95
Com culturas temporárias,,expl (nº),1,510,- ,264,26,37,29
,,área (ha),... ,142,- ,53,3,4,4
Com pousio (com e sem ajuda),,expl (nº),- ,58,- ,- ,- ,- ,- 
,,área (ha),- ,12,- ,- ,- ,- ,- 
Com horta familiar,,expl (nº),1,134,- ,46,45,- ,6
,,área (ha),... ,11,- ,6,4,- ,1
Com pastagens permanentes,,expl (nº),- ,7,- ,2,- ,5,1
,,área (ha),- ,o ,- ,... ,- ,1,... 
Pastagens permanentes,,expl (nº),53,19,149,298,24,87,439
,,área (ha),56,13,110,123,15,78,286
Em terra limpa,,expl (nº),53,19,149,297,24,87,439
,,área (ha),56,12,105,121,15,72,286
Sob-coberto de matas e florestas,,expl (nº),- ,1,1,4,- ,2,- 
,,área (ha),- ,... ,... ,2,- ,... ,- 
Matas e florestas sem culturas sob-coberto,,expl (nº),126,"1,278",210,"1,221",413,637,"1,164"
,,área (ha),71,"2,067",265,"1,106",584,"1,676","1,066"
Superfície Agrícola não utilizada,,expl (nº),44,398,27,289,71,176,63
,,área (ha),27,140,20,104,47,41,19
Outras superfícies,,expl (nº),270,"1,298",380,"1,610",630,713,"2,065"
,,área (ha),25,106,62,107,93,27,124
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
