Explorações segundo o Número de Ovinos,,,,,,,,,,,
,,Sátão,expl (nº),192,123,30,25,7,5,2,- 
,,,efect (nº),"3,104",435,395,723,431,620,... ,- 
,,Tondela,expl (nº),950,675,181,58,18,13,5,- 
,,,efect (nº),"11,523","3,127","2,306","1,629","1,196","1,801","1,464",- 
,,Vila Nova de Paiva,expl (nº),103,37,21,25,19,1,- ,- 
,,,efect (nº),"2,500",131,297,753,"1,217",... ,- ,- 
,,Viseu,expl (nº),"1,629","1,170",347,79,21,10,2,- 
,,,efect (nº),"15,374","5,596","4,517","2,198","1,399","1,260",... ,- 
,,Vouzela,expl (nº),227,140,69,16,2,- ,- ,- 
,,,efect (nº),"2,263",709,878,518,... ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
