Explorações segundo o Número de Ovinos,,,,,,,,,,,
,,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,,
Nut III,,,,,,,,,,,
Concelho,,,,,1 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 499,> = 500
BEIRA LITORAL,,,expl (nº),"17,079","12,033","3,145","1,272",444,150,32,3
,,,efect (nº),"189,734","52,110","40,960","37,549","29,548","19,440","8,337","1,790"
,Baixo Vouga,,expl (nº),"1,526","1,227",220,64,10,4,1,- 
,,,efect (nº),"11,011","5,083","2,859","1,731",653,435,... ,- 
,,Águeda,expl (nº),617,498,96,21,1,1,- ,- 
,,,efect (nº),"4,188","2,197","1,219",565,... ,... ,- ,- 
,,Albergaria-a-Velha,expl (nº),81,62,15,4,- ,- ,- ,- 
,,,efect (nº),562,264,194,104,- ,- ,- ,- 
,,Anadia,expl (nº),240,202,28,7,1,1,1,- 
,,,efect (nº),"1,862",844,374,222,... ,... ,... ,- 
,,Aveiro,expl (nº),120,97,15,6,2,- ,- ,- 
,,,efect (nº),908,391,206,178,... ,- ,- ,- 
,,Estarreja,expl (nº),78,57,11,7,2,1,- ,- 
,,,efect (nº),787,216,158,181,... ,... ,- ,- 
,,Ílhavo,expl (nº),19,16,3,- ,- ,- ,- ,- 
,,,efect (nº),100,66,34,- ,- ,- ,- ,- 
,,Mealhada,expl (nº),134,119,10,3,2,- ,- ,- 
,,,efect (nº),790,449,134,65,... ,- ,- ,- 
,,Murtosa,expl (nº),24,18,4,2,- ,- ,- ,- 
,,,efect (nº),172,75,47,... ,- ,- ,- ,- 
,,Oliveira do Bairro,expl (nº),70,53,10,6,1,- ,- ,- 
,,,efect (nº),551,211,123,165,... ,- ,- ,- 
,,Ovar,expl (nº),30,20,9,1,- ,- ,- ,- 
,,,efect (nº),223,77,121,... ,- ,- ,- ,- 
,,Sever do Vouga,expl (nº),62,41,13,6,1,1,- ,- 
,,,efect (nº),674,184,184,156,... ,... ,- ,- 
,,Vagos,expl (nº),51,44,6,1,- ,- ,- ,- 
,,,efect (nº),194,109,65,... ,- ,- ,- ,- 
,Baixo Mondego,,expl (nº),"2,220","1,624",422,120,31,18,5,- 
,,,efect (nº),"21,106","6,662","5,484","3,340","2,076","2,219","1,325",- 
,,Cantanhede,expl (nº),138,114,14,6,3,1,- ,- 
,,,efect (nº),"1,008",358,175,163,192,... ,- ,- 
,,Coimbra,expl (nº),362,296,35,17,11,3,- ,- 
,,,efect (nº),"3,119","1,060",457,520,727,355,- ,- 
,,Condeixa-a-Nova,expl (nº),355,300,43,11,- ,1,- ,- 
,,,efect (nº),"2,210","1,240",547,321,- ,... ,- ,- 
,,Figueira da Foz,expl (nº),148,120,13,9,2,3,1,- 
,,,efect (nº),"1,506",341,169,212,... ,399,... ,- 
,,Mira,expl (nº),17,14,2,1,- ,- ,- ,- 
,,,efect (nº),108,43,... ,... ,- ,- ,- ,- 
,,Montemor-o-Velho,expl (nº),214,155,26,16,7,6,4,- 
,,,efect (nº),"3,705",520,331,511,496,779,"1,068",- 
,,Penacova,expl (nº),479,286,168,23,1,1,- ,- 
,,,efect (nº),"4,406","1,497","2,198",539,... ,... ,- ,- 
,,Soure,expl (nº),507,339,121,37,7,3,- ,- 
,,,efect (nº),"5,044","1,603","1,577","1,039",473,352,- ,- 
,Pinhal Litoral,,expl (nº),"3,471","2,689",542,202,25,10,3,- 
,,,efect (nº),"27,010","10,733","7,065","5,776","1,597","1,176",663,- 
,,Batalha,expl (nº),206,155,39,10,2,- ,- ,- 
,,,efect (nº),"1,449",606,489,250,... ,- ,- ,- 
,,Leiria,expl (nº),978,781,128,59,6,1,3,- 
,,,efect (nº),"7,456","2,857","1,646","1,747",439,... ,663,- 
,,Marinha Grande,expl (nº),30,25,4,1,- ,- ,- ,- 
,,,efect (nº),172,98,53,... ,- ,- ,- ,- 
,,Pombal,expl (nº),"1,839","1,508",254,67,8,2,- ,- 
,,,efect (nº),"12,061","6,139","3,296","1,871",500,... ,- ,- 
,,Porto de Mós,expl (nº),418,220,117,65,9,7,- ,- 
,,,efect (nº),"5,872","1,033","1,581","1,887",554,817,- ,- 
,Pinhal Interior Norte,,expl (nº),"3,583","2,587",576,265,105,38,9,3
,,,efect (nº),"42,699","11,179","7,455","8,024","6,903","5,024","2,324","1,790"
,,Alvaiázere,expl (nº),471,367,66,27,5,6,- ,- 
,,,efect (nº),"4,303","1,472",838,833,312,848,- ,- 
,,Ansião,expl (nº),"1,044",808,198,34,3,- ,1,- 
,,,efect (nº),"7,618","3,749","2,500",884,219,- ,... ,- 
,,Arganil,expl (nº),317,241,51,16,3,5,- ,1
,,,efect (nº),"4,084","1,215",676,465,257,820,- ,... 
,,Castanheira de Pêra,expl (nº),19,16,3,- ,- ,- ,- ,- 
,,,efect (nº),115,75,40,- ,- ,- ,- ,- 
,,Figueiró dos Vinhos,expl (nº),148,120,18,8,1,1,- ,- 
,,,efect (nº),"1,116",498,215,231,... ,... ,- ,- 
,,Góis,expl (nº),75,55,12,7,1,- ,- ,- 
,,,efect (nº),679,247,168,206,... ,- ,- ,- 
,,Lousã,expl (nº),33,19,6,5,3,- ,- ,- 
,,,efect (nº),490,94,90,126,180,- ,- ,- 
,,Miranda do Corvo,expl (nº),165,142,15,6,2,- ,- ,- 
,,,efect (nº),"1,016",513,177,199,... ,- ,- ,- 
,,Oliveira do Hospital,expl (nº),393,188,43,78,62,16,5,1
,,,efect (nº),"11,903",798,563,"2,559","4,101","1,952","1,372",... 
,,Pampilhosa da Serra,expl (nº),56,40,12,4,- ,- ,- ,- 
,,,efect (nº),486,180,158,148,- ,- ,- ,- 
,,Pedrógão Grande,expl (nº),100,71,22,7,- ,- ,- ,- 
,,,efect (nº),736,260,289,187,- ,- ,- ,- 
,,Penela,expl (nº),358,299,44,11,2,1,- ,1
,,,efect (nº),"2,926","1,120",583,295,... ,... ,- ,... 
,,Tábua,expl (nº),362,185,81,61,23,9,3,- 
,,,efect (nº),"6,983",807,"1,097","1,859","1,430","1,104",686,- 
,,Vila Nova de Poiares,expl (nº),42,36,5,1,- ,- ,- ,- 
,,,efect (nº),244,151,61,... ,- ,- ,- ,- 
,Dão-Lafões,,expl (nº),"6,279","3,906","1,385",621,273,80,14,- 
,,,efect (nº),"87,908","18,453","18,097","18,678","18,319","10,586","3,775",- 
,,Aguiar da Beira,expl (nº),191,66,28,59,30,7,1,- 
,,,efect (nº),"5,779",281,400,"1,844","1,964","1,060",... ,- 
,,Carregal do Sal,expl (nº),244,166,24,31,19,3,1,- 
,,,efect (nº),"3,869",628,300,"1,025","1,345",365,... ,- 
,,Castro Daire,expl (nº),509,319,144,42,2,2,- ,- 
,,,efect (nº),"4,937","1,516","1,904","1,191",... ,... ,- ,- 
,,Mangualde,expl (nº),382,109,54,113,90,16,- ,- 
,,,efect (nº),"13,258",390,784,"3,863","6,026","2,195",- ,- 
,,Mortágua,expl (nº),706,439,240,24,2,1,- ,- 
,,,efect (nº),"6,526","2,688","3,008",619,... ,... ,- ,- 
,,Nelas,expl (nº),155,71,21,24,31,5,3,- 
,,,efect (nº),"5,064",253,289,820,"2,080",651,971,- 
,,Oliveira de Frades,expl (nº),97,68,17,10,1,1,- ,- 
,,,efect (nº),"1,002",317,228,271,... ,... ,- ,- 
,,Penalva do Castelo,expl (nº),240,78,73,67,15,7,- ,- 
,,,efect (nº),"5,246",350,"1,040","1,893","1,025",938,- ,- 
,,Santa Comba Dão,expl (nº),221,145,38,17,13,8,- ,- 
,,,efect (nº),"3,667",603,479,514,"1,044","1,027",- ,- 
,,São Pedro do Sul,expl (nº),433,300,98,31,3,1,- ,- 
,,,efect (nº),"3,796","1,429","1,272",817,169,... ,- ,- 
