Produtor singular segundo a Dimensão Económica e as Classes de Idade (Total e Baixo Vouga),,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 1/5
Região Agrária,,,,Total,Classes de dimensão económica (UDE),,,,,,
Nut III,,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
Concelho,,,,,nº de indíviduos,,,,,,
BEIRA LITORAL,,,,,,,,,,,
,,,Total,"79,232","49,335","18,231","7,064","2,832","1,360",339,71
,,,15 - 24,135,48,22,30,15,18,2,- 
,,,25 - 34,"2,369","1,138",483,304,221,178,36,9
,,,35 - 44,"8,908","4,921","2,019",991,515,347,94,21
,,,45 - 54,"17,867","10,369","4,298","1,842",836,386,112,24
,,,55 - 64,"23,864","14,477","5,888","2,301",843,290,54,11
,,,>= 65,"26,089","18,382","5,521","1,596",402,141,41,6
,Baixo Vouga,,,,,,,,,,
,,,Total,"15,355","8,558","3,915","1,712",647,426,89,8
,,,15 - 24,35,14,6,6,4,5,- ,- 
,,,25 - 34,577,245,116,75,56,69,15,1
,,,35 - 44,"1,766",866,445,217,100,104,30,4
,,,45 - 54,"3,643","1,865",944,468,206,131,27,2
,,,55 - 64,"4,594","2,495","1,250",580,175,82,12,- 
,,,>= 65,"4,740","3,073","1,154",366,106,35,5,1
,,Águeda,,,,,,,,,
,,,Total,"2,273","1,576",522,121,31,19,4,- 
,,,15 - 24,1,- ,1,- ,- ,- ,- ,- 
,,,25 - 34,50,30,12,2,2,4,- ,- 
,,,35 - 44,218,135,53,11,7,8,4,- 
,,,45 - 54,511,340,118,37,12,4,- ,- 
,,,55 - 64,681,470,163,41,5,2,- ,- 
,,,>= 65,812,601,175,30,5,1,- ,- 
,,Albergaria-a-Velha,,,,,,,,,
,,,Total,980,507,277,126,37,27,6,- 
,,,15 - 24,3,2,1,- ,- ,- ,- ,- 
,,,25 - 34,31,7,11,7,2,3,1,- 
,,,35 - 44,128,62,34,15,6,11,- ,- 
,,,45 - 54,266,131,68,39,14,10,4,- 
,,,55 - 64,302,140,98,50,10,3,1,- 
,,,>= 65,250,165,65,15,5,- ,- ,- 
,,Anadia,,,,,,,,,
,,,Total,"2,734","1,737",662,224,71,31,6,3
,,,15 - 24,3,3,- ,- ,- ,- ,- ,- 
,,,25 - 34,80,42,13,12,7,5,- ,1
,,,35 - 44,240,149,57,23,5,2,3,1
,,,45 - 54,649,400,161,46,29,10,3,- 
,,,55 - 64,794,496,200,76,17,5,- ,- 
,,,>= 65,968,647,231,67,13,9,- ,1
,,Aveiro,,,,,,,,,
,,,Total,"1,159",578,329,142,58,41,10,1
,,,15 - 24,3,1,- ,- ,1,1,- ,- 
,,,25 - 34,41,15,7,5,3,7,4,- 
,,,35 - 44,145,62,44,17,7,10,4,1
,,,45 - 54,272,127,76,42,14,12,1,- 
,,,55 - 64,326,163,94,44,17,7,1,- 
,,,>= 65,372,210,108,34,16,4,- ,- 
,,Estarreja,,,,,,,,,
,,,Total,"1,122",471,271,178,108,76,18,- 
,,,15 - 24,5,2,- ,- ,1,2,- ,- 
,,,25 - 34,67,23,15,10,7,11,1,- 
,,,35 - 44,172,48,41,33,25,18,7,- 
,,,45 - 54,267,88,62,44,35,31,7,- 
,,,55 - 64,337,154,82,58,29,12,2,- 
,,,>= 65,274,156,71,33,11,2,1,- 
,,Íhavo,,,,,,,,,
,,,Total,277,119,79,52,14,10,3,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,8,2,1,- ,3,2,- ,- 
,,,35 - 44,26,5,6,7,3,3,2,- 
,,,45 - 54,51,23,15,10,3,- ,- ,- 
,,,55 - 64,99,40,32,20,2,5,- ,- 
,,,>= 65,93,49,25,15,3,- ,1,- 
,,Mealhada,,,,,,,,,
,,,Total,"1,436",951,323,127,22,10,1,2
,,,15 - 24,3,1,1,1,- ,- ,- ,- 
,,,25 - 34,36,26,7,3,- ,- ,- ,- 
,,,35 - 44,148,110,31,4,- ,1,- ,2
,,,45 - 54,347,208,83,46,7,2,1,- 
,,,55 - 64,444,279,110,44,5,6,- ,- 
,,,>= 65,458,327,91,29,10,1,- ,- 
,,Murtosa,,,,,,,,,
,,,Total,376,115,87,68,50,44,12,- 
,,,15 - 24,2,- ,1,1,- ,- ,- ,- 
,,,25 - 34,29,4,4,3,4,12,2,- 
,,,35 - 44,62,10,15,14,8,11,4,- 
,,,45 - 54,80,21,15,18,15,9,2,- 
