"Características da habitação do produtor singular (Total de explorações com Produtor residente na exploração, Idade da habitação < 30 anos)",,,,,,,,
,,,,,,,1999,
,,,,,,,pág. 2/6,
Região Agrícola,,,Total de explorações com produtor residente na exploração,,,,,
Nut III,,,Total,Electricidade,Água Canalizada,Instalação Sanitária,Electrodomésticos,
Concelho,,,Idade da habitação < 30 anos,,,,,
,,,expl. (nº),,,,,
BEIRA LITORAL,,,"23,370","23,321","23,223","23,131","23,283",
,Baixo Vouga,,"6,371","6,362","6,343","6,315","6,349",
,,Águeda,956,955,952,953,954,
,,Albergaria-a-Velha,395,392,390,386,392,
,,Anadia,"1,234","1,234","1,230","1,228","1,231",
,,Aveiro,428,425,425,420,423,
,,Estarreja,413,412,411,406,412,
,,Ílhavo,92,92,92,92,92,
,,Mealhada,411,411,411,411,411,
,,Murtosa,160,160,159,156,160,
,,Oliveira do Bairro,766,766,765,759,763,
,,Ovar,175,175,173,172,175,
,,Sever do Vouga,320,320,317,315,319,
,,Vagos,"1,021","1,020","1,018","1,017","1,017",
,Baixo Mondego,,"5,100","5,094","5,069","5,047","5,091",
,,Cantanhede,"1,394","1,393","1,381","1,382","1,391",
,,Coimbra,468,468,466,465,468,
,,Condeixa-a-Nova,429,428,427,424,428,
,,Figueira da Foz,784,784,782,781,784,
,,Mira,119,119,119,119,119,
,,Montemor-o-Velho,946,944,939,937,943,
,,Penacova,141,140,139,141,140,
,,Soure,819,818,816,798,818,
,Pinhal Litoral,,"3,944","3,939","3,933","3,922","3,933",
,,Batalha,215,215,214,214,215,
,,Leiria,"1,475","1,473","1,471","1,470","1,473",
,,Marinha Grande,55,55,55,55,55,
,,Pombal,"1,816","1,815","1,812","1,801","1,810",
,,Porto de Mós,383,381,381,382,380,
,Pinhal Interior Norte,,"2,392","2,387","2,379","2,360","2,383",
,,Alvaiázere,369,369,368,367,368,
,,Ansião,572,572,570,568,572,
,,Arganil,86,86,86,86,86,
,,Castanheira de Pêra,13,13,13,13,13,
,,Figueiró dos Vinhos,140,140,140,140,140,
,,Góis,27,26,25,26,26,
,,Lousã,110,110,110,110,109,
,,Miranda do Corvo,230,230,230,228,230,
,,Oliveira do Hospital,200,198,196,186,198,
,,Pampilhosa da Serra,59,59,59,59,59,
,,Pedrógão Grande,40,40,40,40,40,
,,Penela,160,160,159,155,160,
,,Tábua,267,265,264,263,263,
,,Vila Nova de Poiares,119,119,119,119,119,
,Dão-Lafões,,"5,563","5,539","5,499","5,487","5,527",
,,Aguiar da Beira,204,204,203,187,202,
,,Carregal do Sal,182,182,182,182,182,
,,Castro Daire,442,440,435,435,439,
,,Mangualde,250,247,245,243,246,
,,Mortágua,362,362,362,362,362,
,,Nelas,228,228,228,228,228,
,,Oliveira de Frades,268,268,265,262,268,
,,Penalva do Castelo,161,160,158,158,159,
,,Santa Comba Dão,205,205,205,205,205,
,,São Pedro do Sul,462,460,457,458,459,
,,Sátão,394,394,389,391,391,
,,Tondela,942,936,927,930,935,
,,Vila Nova de Paiva,186,185,183,179,184
,,Viseu,903,895,896,899,895
,,Vouzela,374,373,364,368,372
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
