"Efectivo animal (Baixo Mondego, página 2)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 5/12
,,,Mira,,Montemor-o-Velho,,Penacova,,Soure,
,,,Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº),Expl (nº),Efectivo (nº)
BOVINOS,,,482,"4,344","1,565","15,565",153,311,515,"1,990"
Bovinos com menos de 1 ano,,,323,"1,322","1,114","4,583",89,140,272,474
,Vitelos de carne (para abate < 1 ano),,62,124,212,685,62,75,132,169
,Outros vitelos,,276,"1,198",986,"3,898",28,65,143,305
,,Machos,139,375,442,"1,524",25,57,97,155
,,Fêmeas,184,823,757,"2,374",4,8,59,150
Bovinos de 1 a menos de 2 anos,,,137,752,620,"2,062",46,112,99,250
,Machos,,37,121,125,336,43,102,39,53
,Fêmeas reprodutoras,,100,617,494,"1,640",4,9,55,186
,Fêmeas não reprodutoras,,9,14,50,86,1,... ,7,11
Bovinos de 2 anos e mais,,,355,"2,270","1,085","8,920",37,59,296,"1,266"
,Machos,,12,13,21,53,22,34,20,28
,Novilhas reprodutoras,,41,243,129,621,9,12,72,374
,Novilhas não reprodutoras,,- ,- ,1,... ,2,... ,4,6
,Vacas leiteiras,,209,"1,782",773,"7,400",2,... ,67,613
,Outras vacas,,138,232,365,845,5,5,149,245
SUÍNOS,,,735,"8,057","2,179","11,334",504,"1,354","1,295","5,222"
,Suínos com menos de 20 kg de PV,,153,"1,983",394,"4,104",45,253,328,"2,246"
,Fêmeas reprodutoras de 50 kg de PV e mais,,148,"1,132","1,939","4,923",70,172,812,"1,752"
,Outros suínos,,631,"4,942",865,"2,307",454,929,749,"1,224"
OVINOS,,,17,108,214,"3,705",479,"4,406",507,"5,044"
,Fêmeas reprodutoras,,14,65,198,"3,484",478,"3,905",489,"4,573"
,Outros ovinos,,10,43,93,221,279,501,292,471
CAPRINOS,,,69,189,210,597,408,"2,009",631,"2,843"
,Fêmeas reprodutoras,,61,148,203,517,404,"1,763",611,"2,536"
,Outros caprinos,,28,41,50,80,123,246,205,307
EQUÍDEOS,,,25,38,580,748,21,21,448,461
,Gado equino,,13,22,145,285,3,3,19,22
,,Fêmeas reprodutoras,10,11,108,190,- ,- ,7,8
,,Outros equinos,8,11,62,95,3,3,13,14
,Gado asinino,,12,14,433,448,17,17,357,362
,Gado muar,,2,... ,15,15,1,... ,77,77
COELHAS reprodutoras,,,187,"1,687",377,"1,054",355,889,335,"1,093"
AVES,,,,,,,,,,
,Frangos de carne (inclui galos),,691,"10,187","1,806","24,734",471,"17,411","1,611","14,551"
,Galinhas poedeiras e reprodutoras,,755,"6,396","2,267","18,085",698,"22,465","1,880","15,728"
,Perús,,48,228,137,531,27,72,79,245
,"Patos, Gansos e pintadas",,310,"2,432",907,"7,540",156,728,611,"4,226"
ABELHAS,,,,,,,,,,
,Número de colmeias povoadas,,27,226,31,345,147,930,63,344
,Número de cortiços povoadas,,1,... ,4,8,36,163,10,35
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
