Explorações segundo o número de Suínos,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1999
Região Agrária,,,,Total,Classes do número de animais,,,,,,,,,
Nut III,,,,,,,,,,,,,,
Concelho,,,,,1 a 2,3 a 4,5 a 9,10 a 19,20 a 49,50 a 99,100 a 199,200 a 399,400 a 999,> = 1000
BEIRA LITORAL,,,expl (nº),"48,219","31,481","9,096","3,393","2,736",876,211,145,98,106,77
,,,efect (nº),"475,420","46,164","30,252","21,648","35,952","24,648","14,228","20,303","26,715","71,612","183,898"
,Baixo Vouga,,expl (nº),"12,220","7,309","2,807","1,051",797,205,27,11,3,7,3
,,,efect (nº),"70,512","11,101","9,340","6,574","10,474","5,439","1,724","1,606",884,"5,003","18,367"
,,Águeda,expl (nº),"1,943","1,242",445,141,87,20,6,1,- ,1,- 
,,,efect (nº),"6,848","1,880","1,477",898,"1,119",498,355,... ,- ,... ,- 
,,Albergaria-a-Velha,expl (nº),895,424,277,106,74,9,3,1,- ,1,- 
,,,efect (nº),"4,443",661,928,636,981,236,196,... ,- ,... ,- 
,,Anadia,expl (nº),"2,010","1,131",428,176,199,64,11,- ,- ,1,- 
,,,efect (nº),"10,169","1,700","1,436","1,124","2,668","1,782",671,- ,- ,... ,- 
,,Aveiro,expl (nº),947,558,215,89,70,14,- ,- ,1,- ,- 
,,,efect (nº),"3,640",865,721,556,910,353,- ,- ,... ,- ,- 
,,Estarreja,expl (nº),983,472,293,108,87,23,- ,- ,- ,- ,- 
,,,efect (nº),"4,107",747,985,696,"1,109",570,- ,- ,- ,- ,- 
,,Ílhavo,expl (nº),176,149,14,6,2,3,- ,2,- ,- ,- 
,,,efect (nº),746,219,45,45,... ,99,- ,... ,- ,- ,- 
,,Mealhada,expl (nº),955,581,207,112,43,10,1,- ,- ,- ,1
,,,efect (nº),"12,435",846,684,692,560,265,... ,- ,- ,- ,... 
,,Murtosa,expl (nº),340,156,105,46,26,6,1,- ,- ,- ,- 
,,,efect (nº),"1,428",259,352,283,338,139,... ,- ,- ,- ,- 
,,Oliveira do Bairro,expl (nº),"1,303",802,268,102,98,29,1,2,1,- ,- 
,,,efect (nº),"5,503","1,211",881,646,"1,279",770,... ,... ,... ,- ,- 
,,Ovar,expl (nº),404,286,79,25,7,5,- ,- ,- ,1,1
,,,efect (nº),"4,623",474,259,153,87,147,- ,- ,- ,... ,... 
,,Sever do Vouga,expl (nº),569,409,98,33,14,4,3,4,1,3,- 
,,,efect (nº),"4,778",621,327,202,200,120,240,582,... ,"2,124",- 
,,Vagos,expl (nº),"1,695","1,099",378,107,90,18,1,1,- ,- ,1
,,,efect (nº),"11,792","1,618","1,245",643,"1,198",460,... ,... ,- ,- ,... 
,Baixo Mondego,,expl (nº),"11,556","7,304","2,213",883,829,254,44,10,6,7,6
,,,efect (nº),"65,574","10,679","7,364","5,692","10,902","7,064","2,848","1,276","1,566","4,677","13,506"
,,Cantanhede,expl (nº),"3,281","1,766",740,314,318,114,20,2,2,2,3
,,,efect (nº),"21,959","2,697","2,476","1,995","4,212","3,108","1,306",... ,... ,... ,"4,049"
,,Coimbra,expl (nº),"1,527","1,058",257,94,84,32,2,- ,- ,- ,- 
,,,efect (nº),"5,051","1,501",847,624,"1,098",838,... ,- ,- ,- ,- 
,,Condeixa-a-Nova,expl (nº),484,362,65,17,28,11,- ,- ,- ,1,- 
,,,efect (nº),"2,171",500,219,123,371,304,- ,- ,- ,... ,- 
,,Figueira da Foz,expl (nº),"1,551","1,075",247,100,99,24,2,- ,1,1,2
,,,efect (nº),"10,426","1,524",821,653,"1,304",596,... ,- ,... ,... ,... 
,,Mira,expl (nº),735,539,137,26,26,3,1,- ,1,1,1
,,,efect (nº),"8,057",786,450,168,354,89,... ,- ,... ,... ,... 
,,Montemor-o-Velho,expl (nº),"2,179","1,205",520,219,166,47,13,6,2,1,- 
,,,efect (nº),"11,334","1,878","1,737","1,394","2,169","1,341",867,720,... ,... ,- 
,,Penacova,expl (nº),504,442,37,16,8,- ,- ,- ,- ,1,- 
,,,efect (nº),"1,354",556,121,110,103,- ,- ,- ,- ,... ,- 
,,Soure,expl (nº),"1,295",857,210,97,100,23,6,2,- ,- ,- 
,,,efect (nº),"5,222","1,237",693,625,"1,291",788,348,... ,- ,- ,- 
,Pinhal Litoral,,expl (nº),"7,595","4,497","1,230",558,580,293,116,111,81,75,54
,,,efect (nº),"251,491","6,402","4,093","3,649","7,689","8,727","8,096","15,518","22,157","51,289","123,871"
,,Batalha,expl (nº),436,315,36,16,12,22,12,9,7,3,4
,,,efect (nº),"17,107",398,122,108,157,640,831,"1,140","1,922","2,047","9,742"
,,Leiria,expl (nº),"2,800","1,781",359,161,161,77,49,58,60,57,37
,,,efect (nº),"161,430","2,470","1,189","1,063","2,078","2,387","3,564","8,216","16,548","38,352","85,563"
,,Marinha Grande,expl (nº),130,82,32,8,4,2,- ,- ,- ,1,1
,,,efect (nº),"3,909",120,103,52,50,... ,- ,- ,- ,... ,... 
,,Pombal,expl (nº),"3,624","1,976",741,339,352,137,33,28,7,5,6
,,,efect (nº),"40,704","2,939","2,471","2,195","4,701","3,903","2,254","3,861","1,943","3,909","12,528"
,,Porto de Mós,expl (nº),605,343,62,34,51,55,22,16,7,9,6
,,,efect (nº),"28,341",475,208,231,703,"1,739","1,447","2,301","1,744","6,542","12,951"
,Pinhal Interior Norte,,expl (nº),"3,781","2,946",436,155,155,62,10,7,2,5,3
,,,efect (nº),"20,615","4,021","1,447",997,"2,090","1,734",679,"1,044",... ,"3,193","4,978"
,,Alvaiázere,expl (nº),480,311,83,29,34,19,2,1,1,- ,- 
,,,efect (nº),"2,371",430,279,198,469,495,... ,... ,... ,- ,- 
,,Ansião,expl (nº),882,634,106,54,61,19,- ,3,- ,4,1
,,,efect (nº),"7,464",864,354,355,816,537,- ,466,- ,"2,751",... 
,,Arganil,expl (nº),258,222,23,6,3,2,1,1,- ,- ,- 
,,,efect (nº),811,302,72,32,46,... ,... ,... ,- ,- ,- 
,,Castanheira de Pêra,expl (nº),16,14,2,- ,- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),25,19,... ,- ,- ,- ,- ,- ,- ,- ,- 
,,Figueiró dos Vinhos,expl (nº),217,170,34,5,6,- ,1,- ,- ,- ,1
,,,efect (nº),"2,369",233,113,30,76,- ,... ,- ,- ,- ,... 
,,Góis,expl (nº),75,63,7,2,2,- ,- ,- ,- ,- ,1
,,,efect (nº),"1,966",84,23,... ,... ,- ,- ,- ,- ,- ,... 
,,Lousã,expl (nº),105,87,9,4,2,2,- ,- ,- ,1,- 
,,,efect (nº),698,124,29,26,... ,... ,- ,- ,- ,... ,- 
,,Miranda do Corvo,expl (nº),354,288,35,14,10,3,2,2,- ,- ,- 
,,,efect (nº),"1,165",408,116,89,114,82,... ,... ,- ,- ,- 
,,Oliveira do Hospital,expl (nº),382,330,26,9,7,9,- ,- ,1,- ,- 
,,,efect (nº),"1,170",428,86,55,101,276,- ,- ,... ,- ,- 
,,Pampilhosa da Serra,expl (nº),75,65,5,5,- ,- ,- ,- ,- ,- ,- 
,,,efect (nº),147,98,16,33,- ,- ,- ,- ,- ,- ,- 
,,Pedrógão Grande,expl (nº),145,124,15,4,1,1,- ,- ,- ,- ,- 
,,,efect (nº),300,169,52,22,... ,... ,- ,- ,- ,- ,- 
,,Penela,expl (nº),339,254,49,12,18,3,3,- ,- ,- ,- 
,,,efect (nº),"1,114",347,161,79,240,81,206,- ,- ,- ,- 
,,Tábua,expl (nº),324,272,32,10,9,1,- ,- ,- ,- ,- 
,,,efect (nº),678,362,105,63,121,... ,- ,- ,- ,- ,- 
,,Vila Nova de Poiares,expl (nº),129,112,10,1,2,3,1,- ,- ,- ,- 
