Explorações segundo o número de Suínos,,,,,,,,,,,,,,
,,,efect (nº),337,153,35,... ,... ,62,... ,- ,- ,- ,- 
,Dão-Lafões,,expl (nº),"13,067","9,425","2,410",746,375,62,14,6,6,12,11
,,,efect (nº),"67,228","13,961","8,008","4,736","4,797","1,684",881,859,"1,676","7,450","23,176"
,,Aguiar da Beira,expl (nº),616,458,111,29,10,2,2,2,1,- ,1
,,,efect (nº),"4,633",742,365,182,120,... ,... ,... ,... ,- ,... 
,,Carregal do Sal,expl (nº),365,314,30,11,8,1,- ,- ,- ,- ,1
,,,efect (nº),"1,785",398,95,81,107,... ,- ,- ,- ,- ,... 
,,Castro Daire,expl (nº),"1,329",915,269,99,33,8,2,1,- ,1,1
,,,efect (nº),"6,573","1,433",897,596,413,229,... ,... ,- ,... ,... 
,,Mangualde,expl (nº),362,308,37,8,1,1,2,- ,1,3,1
,,,efect (nº),"4,671",443,124,51,... ,... ,... ,- ,... ,"1,765",... 
,,Mortágua,expl (nº),681,473,165,25,13,4,1,- ,- ,- ,- 
,,,efect (nº),"1,740",714,555,141,161,112,... ,- ,- ,- ,- 
,,Nelas,expl (nº),305,276,19,6,2,- ,- ,- ,1,1,- 
,,,efect (nº),"1,463",338,64,33,... ,- ,- ,- ,... ,... ,- 
,,Oliveira de Frades,expl (nº),868,549,207,81,24,3,- ,- ,1,2,1
,,,efect (nº),"5,091",848,694,492,314,72,- ,- ,... ,... ,... 
,,Penalva do Castelo,expl (nº),590,453,97,27,9,3,1,- ,- ,- ,- 
,,,efect (nº),"1,443",692,328,179,111,82,... ,- ,- ,- ,- 
,,Santa Comba Dão,expl (nº),447,306,90,21,19,3,1,2,- ,2,3
,,,efect (nº),"12,143",428,302,138,251,67,... ,... ,- ,... ,"9,628"
,,São Pedro do Sul,expl (nº),922,666,180,53,18,2,1,- ,- ,- ,2
,,,efect (nº),"5,645","1,018",588,335,244,... ,... ,- ,- ,- ,... 
,,Sátão,expl (nº),"1,122",683,266,105,51,12,1,1,2,1,- 
,,,efect (nº),"4,972","1,086",892,694,658,380,... ,... ,... ,... ,- 
,,Tondela,expl (nº),"1,970","1,455",351,97,59,5,2,- ,- ,1,- 
,,,efect (nº),"5,605","2,076","1,162",620,733,129,... ,- ,- ,... ,- 
,,Vila Nova de Paiva,expl (nº),406,293,67,26,20,- ,- ,- ,- ,- ,- 
,,,efect (nº),"1,095",449,219,183,244,- ,- ,- ,- ,- ,- 
,,Viseu,expl (nº),"2,090","1,600",303,97,75,13,1,- ,- ,1,- 
,,,efect (nº),"6,069","2,265",999,640,958,320,... ,- ,- ,... ,- 
,,Vouzela,expl (nº),994,676,218,61,33,5,- ,- ,- ,- ,1
,,,efect (nº),"4,300","1,031",724,371,449,149,- ,- ,- ,- ,... 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,,,
