"Principais Culturas Temporárias (Total e Beira Litoral, página 1)",,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,pág. 1/9
Região Agrária,,,Total,,Cultura Principal,,Cultura Secundária,,,,,
Nut III,,,,,,,Total,,Sucessiva,,Associada sob-coberto de permanentes,
Concelho,,,Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha)
BEIRA LITORAL,,,,,,,,,,,,
,,Culturas temporárias,"73,396","144,388","71,061","96,288","49,509","48,076","37,559","40,368","17,608","7,690"
,,Cereais para grão,"60,852","51,852","58,050","47,971","10,479","3,893","4,384","1,910","6,328","1,959"
,,Leguminosas secas para grão,"35,736","6,386","32,197","5,294","6,503","1,070","1,123",172,"5,457",874
,,Prados temporários,"3,678","2,609","2,941","2,089","1,106",506,- ,- ,"1,106",506
,,Culturas forrageiras,"48,695","67,424","29,125","27,475","39,315","39,947","33,791","36,908","7,841","3,022"
,,Batata,"50,551","11,487","45,322","9,975","9,103","1,508","1,460",402,"7,758","1,083"
,,Beterraba sacarina,52,212,52,212,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,378,375,364,362,26,15,19,13,7,2
,,Culturas hortícolas,"11,721","3,493","9,339","2,549","3,493",920,"2,249",745,"1,365",169
,,Flores e plantas ornamentais,380,162,371,160,26,2,18,1,8,1
,,Sementes de culturas forrageiras,755,250,372,112,407,137,386,133,22,4
,,Sementes e propágulos de outras culturas não lenhosas,57,32,52,31,6,1,2,... ,4,1
,,Outras culturas temporárias,157,36,94,14,72,22,54,16,20,5
Baixo Vouga,,,,,,,,,,,,
,,Culturas temporárias,"14,336","34,406","14,221","20,834","10,292","13,564","9,615","13,226","1,522",334
,,Cereais para grão,"11,558","8,859","10,987","8,152","1,767",711,"1,518",634,280,77
,,Leguminosas secas para grão,"2,886",497,"2,622",434,376,51,233,31,146,16
,,Prados temporários,223,143,215,140,12,1,- ,- ,12,1
,,Culturas forrageiras,"10,042","20,647","6,146","8,585","8,598","12,073","8,365","11,994",442,79
,,Batata,"10,452","2,615","9,459","2,260","1,638",350,711,205,972,139
,,Beterraba sacarina,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,59,53,58,51,3,2,3,2,- ,- 
,,Culturas hortícolas,"2,866","1,329","2,429","1,069",750,256,625,245,135,12
,,Flores e plantas ornamentais,122,44,119,42,18,1,15,1,3,o 
,,Sementes de culturas forrageiras,532,193,291,97,257,97,253,96,4,1
,,Sementes e propágulos de outras culturas não lenhosas,6,1,6,1,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,9,1,6,o ,3,1,3,1,- ,- 
,Águeda,,,,,,,,,,,
,,Culturas temporárias,"2,181","3,607","2,166","2,304","1,600","1,306","1,536","1,245",255,58
,,Cereais para grão,"1,960","1,579","1,945","1,544",148,38,93,23,56,14
,,Leguminosas secas para grão,433,57,392,49,58,6,35,3,23,o 
,,Prados temporários,59,24,53,21,7,1,- ,- ,7,1
,,Culturas forrageiras,"1,650","1,592",786,415,"1,457","1,179","1,442","1,168",66,13
,,Batata,"1,569",263,"1,368",201,289,61,99,36,195,25
,,Beterraba sacarina,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,5,5,5,5,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,578,72,490,58,116,13,90,11,27,2
,,Flores e plantas ornamentais,9,4,9,4,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,62,11,44,9,18,3,14,2,4,1
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Albergaria-a-Velha,,,,,,,,,,,
,,Culturas temporárias,959,"3,338",958,"1,879",873,"1,459",863,"1,453",88,5
,,Cereais para grão,893,896,893,891,20,5,18,4,2,... 
,,Leguminosas secas para grão,304,36,283,34,24,2,8,1,16,1
,,Prados temporários,15,15,15,15,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,886,"2,240",493,811,846,"1,429",844,"1,427",23,1
,,Batata,797,122,757,113,88,6,35,3,53,1
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,103,14,67,11,45,3,44,3,1,... 
,,Flores e plantas ornamentais,4,o ,4,o ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,41,13,3,1,39,12,39,12,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Anadia,,,,,,,,,,,
,,Culturas temporárias,"2,333","2,304","2,299","1,837",948,464,796,406,268,58
,,Cereais para grão,"1,815",965,"1,642",806,419,159,401,153,26,6
,,Leguminosas secas para grão,236,69,219,60,23,6,10,2,13,4
,,Prados temporários,3,6,3,6,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,723,577,468,369,379,208,342,199,56,12
,,Batata,"1,884",573,"1,675",489,324,81,146,46,192,35
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,29,39,28,37,2,... ,2,... ,- ,- 
,,Culturas hortícolas,197,74,175,69,25,4,18,4,7,1
,,Flores e plantas ornamentais,6,1,6,1,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,2,... ,2,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Aveiro,,,,,,,,,,,
,,Culturas temporárias,"1,137","3,420","1,135","2,192",927,"1,228",920,"1,223",35,4
,,Cereais para grão,966,961,959,943,33,19,31,19,2,... 
,,Leguminosas secas para grão,389,70,373,64,22,4,19,4,3,o 
,,Prados temporários,13,7,13,7,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,940,"1,820",649,706,842,"1,117",841,"1,117",5,o 
,,Batata,803,170,781,158,51,12,29,10,22,1
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,439,348,352,296,160,54,153,54,10,1
,,Flores e plantas ornamentais,31,5,31,3,15,1,14,1,1,... 
,,Sementes de culturas forrageiras,90,31,36,15,59,16,59,16,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,1,... ,1,... ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Estarreja,,,,,,,,,,,
,,Culturas temporárias,"1,068","4,931","1,068","2,582","1,033","2,348","1,033","2,347",9,o 
,,Cereais para grão,891,862,889,860,29,3,29,3,- ,- 
,,Leguminosas secas para grão,150,16,146,14,6,1,6,1,- ,- 
,,Prados temporários,26,34,25,34,1,... ,- ,- ,1,... 
,,Culturas forrageiras,"1,040","3,934",527,"1,596","1,032","2,339","1,032","2,339",5,o 
,,Batata,614,64,611,64,3,o ,1,... ,2,... 
,,Beterraba sacarina,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,52,13,48,12,8,o ,7,o ,2,... 
,,Flores e plantas ornamentais,8,3,8,3,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,6,5,1,... ,5,5,5,5,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,2,... ,2,... ,- ,- ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,
,,
,,
,,
,,
,,
