"Máquinas e equipamentos (Pinhal Interior Norte, página 1)",,,,,,,,,,
,,,,,,,,,,1999
,,,,,,,,,,pág. 5/8
,,,Pinhal Interior Norte,Alvaiázere,Ansião,Arganil,Castanheira de Pêra,Figueiró dos Vinhos,Góis,Lousã
Explorações que utilizam tractores Máquinas pertencentes à exploração,,expl (nº),"8,085",845,"1,402",734,25,136,213,286
Tractores ( de rodas e de rasto),,expl (nº),"3,165",283,665,259,25,132,80,116
,,máq (nº),"3,405",306,696,285,29,145,82,122
,De menos de 20 c.v.,expl (nº),513,30,55,49,7,36,24,18
,,máq (nº),521,30,55,49,7,38,24,19
,De 20 a menos de 34 c.v.,expl (nº),"1,187",116,313,84,11,56,32,32
,,máq (nº),"1,199",117,315,86,11,56,33,32
,De 34 a menos de 55 c.v.,expl (nº),"1,305",105,266,119,8,34,19,53
,,máq (nº),"1,346",112,268,122,8,34,19,53
,De 55 a menos de 82 c.v.,expl (nº),273,38,51,22,3,10,6,17
,,máq (nº),310,45,58,26,3,13,6,17
,De 82 a menos de 109 c.v,expl (nº),21,2,- ,1,- ,3,- ,1
,,máq (nº),24,... ,- ,... ,- ,3,- ,... 
,De 109 c.v. e mais,expl (nº),5,- ,- ,1,- ,1,- ,- 
,,máq (nº),5,- ,- ,... ,- ,... ,- ,- 
Motocultivadores,,expl (nº),"1,920",243,111,159,13,127,49,141
,,máq (nº),"2,019",252,114,166,13,132,50,160
Motoenxadas (motofresas),,expl (nº),"2,356",456,967,32,7,34,10,23
,,máq (nº),"2,599",514,"1,080",33,7,35,10,25
Motoceifeiras (motogadanheiras),,expl (nº),"1,273",211,546,38,2,17,25,26
,,máq (nº),"1,298",220,555,41,... ,17,25,27
Electrobomba/motobomba,,expl (nº),"7,429",853,935,573,42,410,134,216
,,máq (nº),"13,630","1,488","1,605",901,56,702,196,402
Distribuidores de adubos e correctivos,,expl (nº),30,2,5,2,- ,- ,1,2
,,máq (nº),32,... ,5,... ,- ,- ,... ,... 
Semeadores,,expl (nº),52,5,3,3,1,- ,2,4
,,máq (nº),57,5,3,4,... ,- ,... ,4
Plantadores/transplantadores,,expl (nº),15,5,- ,- ,- ,- ,- ,1
,,máq (nº),17,7,- ,- ,- ,- ,- ,... 
Pulverizadores e polvilhadores,,expl (nº),146,5,50,7,- ,1,3,3
,,máq (nº),165,6,57,8,- ,... ,3,3
Gadanheiras,,expl (nº),143,81,23,3,- ,- ,- ,1
,,máq (nº),157,89,23,3,- ,- ,- ,... 
Colhedores de forragem,,expl (nº),13,1,3,- ,- ,- ,- ,- 
,,máq (nº),13,... ,3,- ,- ,- ,- ,- 
Enfardadeiras,,expl (nº),44,7,6,5,- ,- ,1,3
,,máq (nº),50,8,7,5,- ,- ,... ,4
Ceifeiras-debulhadoras,,expl (nº),35,- ,3,2,- ,- ,2,- 
,,máq (nº),38,- ,4,... ,- ,- ,... ,- 
Secadores de cereais,,expl (nº),- ,- ,- ,- ,- ,- ,- ,- 
,,máq (nº),- ,- ,- ,- ,- ,- ,- ,- 
Viradores de feno,,expl (nº),21,6,4,1,- ,- ,- ,- 
,,máq (nº),21,6,4,... ,- ,- ,- ,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,
