Máquinas e equipamentos (Pinhal Litoral),,,,,,,,
,,,,,,,,1999
,,,,,,,,pág. 4/8
,,,Pinhal Litoral,Batalha,Leiria,Marinha Grande,Pombal,Porto de Mós
Explorações que utilizam tractores Máquinas pertencentes à exploração,,expl (nº),"10,808",956,"4,021",166,"4,336","1,329"
Tractores ( de rodas e de rasto),,expl (nº),"5,326",503,"2,033",87,"2,021",682
,,máq (nº),"5,742",549,"2,236",93,"2,117",747
,De menos de 20 c.v.,expl (nº),433,40,147,13,199,34
,,máq (nº),436,40,147,14,201,34
,De 20 a menos de 34 c.v.,expl (nº),"1,687",142,657,27,707,154
,,máq (nº),"1,689",142,659,27,707,154
,De 34 a menos de 55 c.v.,expl (nº),"2,402",253,883,42,852,372
,,máq (nº),"2,456",261,906,42,863,384
,De 55 a menos de 82 c.v.,expl (nº),949,92,417,7,289,144
,,máq (nº),"1,057",100,472,9,317,159
,De 82 a menos de 109 c.v,expl (nº),79,4,37,1,25,12
,,máq (nº),83,4,40,... ,25,13
,De 109 c.v. e mais,expl (nº),20,2,11,- ,4,3
,,máq (nº),21,... ,12,- ,4,3
Motocultivadores,,expl (nº),"1,328",99,708,33,432,56
,,máq (nº),"1,355",101,723,35,439,57
Motoenxadas (motofresas),,expl (nº),"1,373",25,263,7,"1,053",25
,,máq (nº),"1,469",26,271,8,"1,139",25
Motoceifeiras (motogadanheiras),,expl (nº),"1,089",19,179,9,828,54
,,máq (nº),"1,100",19,181,9,837,54
Electrobomba/motobomba,,expl (nº),"7,134",526,"2,241",176,"3,794",397
,,máq (nº),"12,632","1,029","3,569",322,"7,033",679
Distribuidores de adubos e correctivos,,expl (nº),115,13,56,2,29,15
,,máq (nº),124,13,63,... ,29,17
Semeadores,,expl (nº),58,6,28,- ,24,- 
,,máq (nº),65,6,34,- ,25,- 
Plantadores/transplantadores,,expl (nº),31,1,16,- ,10,4
,,máq (nº),39,... ,23,- ,11,4
Pulverizadores e polvilhadores,,expl (nº),851,121,369,4,145,212
,,máq (nº),887,125,387,4,146,225
Gadanheiras,,expl (nº),140,4,58,6,55,17
,,máq (nº),159,6,65,7,63,18
Colhedores de forragem,,expl (nº),57,10,22,3,21,1
,,máq (nº),67,12,28,3,23,... 
Enfardadeiras,,expl (nº),119,10,54,3,46,6
,,máq (nº),128,12,58,3,49,6
Ceifeiras-debulhadoras,,expl (nº),44,- ,15,- ,24,5
,,máq (nº),50,- ,16,- ,29,5
Secadores de cereais,,expl (nº),35,- ,12,1,22,- 
,,máq (nº),35,- ,12,... ,22,- 
Viradores de feno,,expl (nº),52,- ,25,4,19,4
,,máq (nº),54,- ,27,4,19,4
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,
