"Produtor singular segundo a OTE e as Classes de Idade  (Pinhal Interior Norte, página 2)",,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,pág. 8/10
Região Agrária,,,Bovinos para leite / gado / carne,Ovinos / caprinos / out. herb.,Granívoros,Policultura,Polipecuária-herbívoros,Polipecuária-granívoros,Agricultura geral e herbívoros,Culturas diversas e gado,Não classificadas
Nut III,,,,,,,,,,,
Concelho,,,nº de indivíduos,,,,,,,,
Pinhal Interior Norte,,,,,,,,,,,
,,Total,2,680,89,"3,199","1,346",250,532,984,1
,,15 - 24,1,2,1,- ,1,1,1,- ,- 
,,25 - 34,- ,37,7,34,15,9,16,18,- 
,,35 - 44,- ,74,19,255,123,41,47,94,- 
,,45 - 54,- ,119,22,566,302,85,104,179,1
,,55 - 64,- ,226,23,962,450,66,175,307,- 
,,>= 65,1,222,17,"1,382",455,48,189,386,- 
,Alvaiázere,,,,,,,,,,
,,Total,- ,85,18,285,212,77,14,145,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,5,2,2,- ,3,1,2,- 
,,35 - 44,- ,8,2,14,19,13,- ,13,- 
,,45 - 54,- ,13,5,38,38,23,3,22,- 
,,55 - 64,- ,25,5,89,76,21,5,44,- 
,,>= 65,- ,34,4,142,79,17,5,64,- 
,Ansião,,,,,,,,,,
,,Total,- ,116,35,459,488,68,48,236,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,6,2,5,6,2,- ,5,- 
,,35 - 44,- ,7,8,43,44,16,3,19,- 
,,45 - 54,- ,19,10,92,111,21,8,49,- 
,,55 - 64,- ,42,9,128,163,15,11,71,- 
,,>= 65,- ,42,6,191,164,14,26,92,- 
,Arganil,,,,,,,,,,
,,Total,- ,53,2,305,110,5,112,77,1
,,15 - 24,- ,- ,- ,- ,1,- ,- ,- ,- 
,,25 - 34,- ,2,1,6,1,- ,4,2,- 
,,35 - 44,- ,4,- ,29,8,- ,12,9,- 
,,45 - 54,- ,12,- ,49,21,3,27,8,1
,,55 - 64,- ,17,1,81,43,1,40,24,- 
,,>= 65,- ,18,- ,140,36,1,29,34,- 
,Castanheira de Pêra,,,,,,,,,,
,,Total,- ,12,- ,14,7,- ,4,11,- 
,,15 - 24,- ,1,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,1,- ,- ,1,- ,- ,- ,- 
,,35 - 44,- ,1,- ,- ,1,- ,- ,1,- 
,,45 - 54,- ,2,- ,2,- ,- ,2,2,- 
,,55 - 64,- ,4,- ,5,4,- ,2,2,- 
,,>= 65,- ,3,- ,7,1,- ,- ,6,- 
,Figueiró dos Vinhos,,,,,,,,,,
,,Total,- ,24,3,191,49,12,21,64,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,- ,1,2,- ,- ,1,1,- 
,,35 - 44,- ,1,1,8,4,3,3,11,- 
,,45 - 54,- ,3,1,37,14,5,5,7,- 
,,55 - 64,- ,9,- ,59,16,4,5,22,- 
,,>= 65,- ,11,- ,85,15,- ,7,23,- 
,Góis,,,,,,,,,,
,,Total,- ,56,1,57,46,5,34,37,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,- ,- ,1,- ,- ,1,- ,- 
,,35 - 44,- ,6,- ,5,9,1,4,4,- 
,,45 - 54,- ,7,1,7,7,1,6,8,- 
,,55 - 64,- ,18,- ,17,11,1,10,14,- 
,,>= 65,- ,25,- ,27,19,2,13,11,- 
,Lousã,,,,,,,,,,
,,Total,- ,16,3,75,15,9,16,19,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,- ,1,- ,1,- ,- ,- ,- 
,,35 - 44,- ,3,- ,5,1,1,1,1,- 
,,45 - 54,- ,4,- ,13,5,4,3,4,- 
,,55 - 64,- ,5,2,30,6,2,4,9,- 
,,>= 65,- ,4,- ,27,2,2,8,5,- 
,Miranda do Corvo,,,,,,,,,,
,,Total,- ,13,6,324,42,22,14,99,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,- ,- ,2,2,2,- ,- ,- 
,,35 - 44,- ,1,2,32,3,1,- ,15,- 
,,45 - 54,- ,4,2,71,9,9,1,18,- 
,,55 - 64,- ,4,1,109,17,7,6,37,- 
,,>= 65,- ,4,1,110,11,3,7,29,- 
,Oliveira do Hospital,,,,,,,,,,
,,Total,1,128,5,506,56,10,75,33,- 
,,15 - 24,1,- ,- ,- ,- ,1,1,- ,- 
,,25 - 34,- ,12,- ,5,- ,1,3,2,- 
,,35 - 44,- ,26,2,33,7,1,6,4,- 
,,45 - 54,- ,26,1,88,15,2,19,7,- 
,,55 - 64,- ,40,1,161,15,3,25,6,- 
,,>= 65,- ,24,1,219,19,2,21,14,- 
,Pampilhosa da Serra,,,,,,,,,,
,,Total,- ,26,- ,117,44,4,28,82,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,- ,- ,2,- ,- ,- ,3,- 
,,35 - 44,- ,- ,- ,5,6,1,2,5,- 
,,45 - 54,- ,3,- ,16,10,3,6,10,- 
,,55 - 64,- ,8,- ,40,12,- ,12,24,- 
,,>= 65,- ,15,- ,54,16,- ,8,40,- 
,Pedrógão Grande,,,,,,,,,,
,,Total,- ,17,1,198,61,7,19,34,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,1,- ,2,- ,- ,- ,- ,- 
,,35 - 44,- ,1,- ,18,5,1,1,- ,- 
,,45 - 54,- ,2,- ,14,15,- ,3,5,- 
,,55 - 64,- ,6,- ,56,21,3,4,14,- 
,,>= 65,- ,7,1,108,20,3,11,15,- 
,Penela,,,,,,,,,,
,,Total,- ,30,8,297,138,23,23,112,- 
,,15 - 24,- ,- ,1,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,2,- ,4,1,1,1,1,- 
,,35 - 44,- ,2,1,26,8,3,1,8,- 
,,45 - 54,- ,7,2,63,36,9,1,29,- 
,,55 - 64,- ,9,2,86,46,8,9,31,- 
,,>= 65,- ,10,2,118,47,2,11,43,- 
,Tábua,,,,,,,,,,
,,Total,1,101,5,272,70,5,102,24,- 
,,15 - 24,- ,1,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,7,- ,3,3,- ,5,2,- 
,,35 - 44,- ,14,2,30,8,- ,13,4,- 
,,45 - 54,- ,16,- ,49,20,3,17,6,- 
,,55 - 64,- ,38,2,73,18,1,32,5,- 
,,>= 65,1,25,1,117,21,1,35,7,- 
,Vila Nova de Poiares,,,,,,,,,,
,,Total,- ,3,2,99,8,3,22,11,- 
,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,25 - 34,- ,1,- ,- ,- ,- ,- ,- ,- 
,,35 - 44,- ,- ,1,7,- ,- ,1,- ,- 
,,45 - 54,- ,1,- ,27,1,2,3,4,- 
,,55 - 64,- ,1,- ,28,2,- ,10,4,- 
,,>= 65,- ,- ,1,37,5,1,8,3,- 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Região Centro.",,,,,,,,,,,
