"Utilização das terras (Pinhal Interior Norte, página 2)",,,,,,,,,
,,,,,,,,,1999
,,,,,,,,,pág. 6/8
,,,Miranda do Corvo,Oliveira do Hospital,Pampilhosa da Serra,Pedrógão Grande,Penela,Tábua,Vila Nova de Poiares
Superfície Total,,expl (nº),823,"1,585",350,440,758,958,299
,,área (ha),"2,326","6,833","1,834","2,615","3,724","5,296","1,426"
Superfície Agrícola Utilizada (SAU),,expl (nº),823,"1,581",347,440,758,955,298
,,área (ha),995,"4,189",376,614,"1,766","2,243",482
Terra arável,,expl (nº),779,"1,452",239,130,686,888,286
,,área (ha),438,"2,718",117,83,512,"1,421",352
Terra arável limpa,,expl (nº),779,"1,452",239,130,686,887,286
,,área (ha),438,"2,718",117,83,512,"1,417",352
,Culturas temporárias,expl (nº),719,"1,402",223,120,656,852,276
,,área (ha),385,"2,574",103,78,492,"1,340",333
,Pousio (com e sem ajuda),expl (nº),37,4,3,- ,- ,14,3
,,área (ha),12,1,o ,- ,- ,3,5
,Horta familiar,expl (nº),524,"1,301",182,57,299,769,147
,,área (ha),42,144,11,4,21,74,12
Culturas sob-coberto matas e florestas,,expl (nº),- ,- ,- ,- ,- ,1,- 
,,área (ha),- ,- ,- ,- ,- ,... ,- 
,Culturas temporárias,expl (nº),- ,- ,- ,- ,- ,1,- 
,,área (ha),- ,- ,- ,- ,- ,... ,- 
,Pousio (com e sem ajuda),expl (nº),- ,- ,- ,- ,- ,- ,- 
,,área (ha),- ,- ,- ,- ,- ,- ,- 
Culturas permanentes,,expl (nº),761,"1,529",326,437,733,931,285
,,área (ha),535,"1,282",218,532,"1,050",739,120
Sem culturas sob-coberto,,expl (nº),712,"1,501",311,370,667,912,282
,,área (ha),413,904,126,263,549,413,87
Com culturas temporárias,,expl (nº),420,568,224,357,598,470,80
,,área (ha),110,350,66,245,402,278,30
Com pousio (com e sem ajuda),,expl (nº),2,- ,- ,- ,2,- ,- 
,,área (ha),... ,- ,- ,- ,... ,- ,- 
Com horta familiar,,expl (nº),99,261,184,297,234,149,26
,,área (ha),8,19,10,24,18,14,1
Com pastagens permanentes,,expl (nº),13,18,43,1,109,7,1
,,área (ha),3,10,15,... ,79,30,... 
Pastagens permanentes,,expl (nº),67,112,37,2,171,39,22
,,área (ha),21,186,41,... ,204,84,11
Em terra limpa,,expl (nº),67,112,36,1,171,38,22
,,área (ha),21,186,39,... ,203,80,11
Sob-coberto de matas e florestas,,expl (nº),- ,- ,1,1,1,1,- 
,,área (ha),- ,- ,... ,... ,... ,... ,- 
Matas e florestas sem culturas sob-coberto,,expl (nº),658,874,283,373,691,753,274
,,área (ha),"1,234","2,319","1,447","1,953","1,791","2,948",894
Superfície Agrícola não utilizada,,expl (nº),259,384,11,68,310,121,76
,,área (ha),72,285,4,40,149,75,43
Outras superfícies,,expl (nº),531,"1,571",334,132,701,949,298
,,área (ha),25,45,5,7,17,29,8
"Fonte: INE, Recenseamento da Agricultura, 1999 - Região Centro."
