Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,,,,,,,,,,,,1999
,,,,,,,,,,,,,Pág.7/12
REGIÃO AGRÁRIA,,,,Total,Cereais Plantas olea./prot.,Culturas agrícolas diversas,Horticultura,Viticultura,Fruticultura,Olivicultura,Culturas permanentes diversas,Bovinos                de leite,Bovinos para gado/carne
,Nut III,,,,,,,,,,,,
,,Concelho,,nº de indivíduos,,,,,,,,,
,,Palmela,,,,,,,,,,,
,,,Total,  2 666 ,   22 ,   162 ,   410 ,   857 ,   221 ,   9 ,   165 ,   11 ,   29 
,,,15 - 24,   24 ,- ,   3 ,   1 ,   5 ,   1 ,- ,- ,- ,   2 
,,,25 - 34,   105 ,   3 ,   12 ,   14 ,   27 ,   4 ,   1 ,   1 ,   1 ,   2 
,,,35 - 44,   264 ,   6 ,   30 ,   43 ,   75 ,   20 ,   1 ,   8 ,   1 ,   3 
,,,45 - 54,   528 ,   3 ,   49 ,   92 ,   144 ,   33 ,- ,   26 ,   2 ,   7 
,,,55 - 64,   845 ,   7 ,   46 ,   132 ,   271 ,   71 ,   3 ,   60 ,   6 ,   14 
,,,>= 65,   900 ,   3 ,   22 ,   128 ,   335 ,   92 ,   4 ,   70 ,   1 ,   1 
,,Seixal,,,,,,,,,,,
,,,Total,   98 ,- ,   2 ,   12 ,   1 ,   22 ,- ,   3 ,   5 ,   5 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   2 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,   9 ,- ,- ,   1 ,   1 ,   2 ,- ,   1 ,- ,- 
,,,45 - 54,   19 ,- ,- ,   2 ,- ,   3 ,- ,- ,- ,   3 
,,,55 - 64,   34 ,- ,   1 ,   3 ,- ,   6 ,- ,   2 ,   2 ,   1 
,,,>= 65,   34 ,- ,   1 ,   6 ,- ,   11 ,- ,- ,   3 ,   1 
,,Sesimbra,,,,,,,,,,,
,,,Total,   373 ,   5 ,   14 ,   97 ,   18 ,   42 ,- ,   18 ,   7 ,   3 
,,,15 - 24,   1 ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,   12 ,- ,- ,   2 ,   2 ,   2 ,- ,- ,   1 ,   1 
,,,35 - 44,   22 ,- ,- ,   4 ,   1 ,   1 ,- ,- ,- ,   1 
,,,45 - 54,   57 ,   2 ,   4 ,   9 ,   1 ,   5 ,- ,   5 ,   1 ,   1 
,,,55 - 64,   107 ,   2 ,   1 ,   29 ,   2 ,   18 ,- ,   6 ,   3 ,- 
,,,>= 65,   174 ,   1 ,   9 ,   53 ,   12 ,   16 ,- ,   7 ,   2 ,- 
