Produtor singular segundo a OTE e as classes de idade,,,,,,,,,,,,,
,,Setúbal,,,,,,,,,,,
,,,Total,   528 ,   2 ,   12 ,   77 ,   54 ,   152 ,   8 ,   41 ,   8 ,   6 
,,,15 - 24,   2 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- 
,,,25 - 34,   19 ,- ,   1 ,   1 ,   2 ,   5 ,- ,- ,- ,- 
,,,35 - 44,   41 ,   1 ,   2 ,   4 ,   5 ,   12 ,- ,   2 ,- ,   3 
,,,45 - 54,   104 ,   1 ,   1 ,   18 ,   4 ,   31 ,   2 ,   9 ,- ,   1 
,,,55 - 64,   155 ,- ,   2 ,   22 ,   16 ,   39 ,   4 ,   11 ,   6 ,   1 
,,,>= 65,   207 ,- ,   6 ,   32 ,   27 ,   64 ,   2 ,   19 ,   2 ,   1 
,Médio Tejo,,,,,,,,,,,,
,,,Total,  13 354 ,   173 ,   139 ,   196 ,   630 ,   674 ,  4 271 ,  3 885 ,   33 ,   36 
,,,15 - 24,   30 ,   1 ,   1 ,- ,   1 ,   2 ,   10 ,   6 ,- ,- 
,,,25 - 34,   258 ,   17 ,   8 ,   7 ,   14 ,   22 ,   65 ,   53 ,   1 ,   7 
,,,35 - 44,  1 034 ,   34 ,   21 ,   24 ,   52 ,   56 ,   273 ,   238 ,   5 ,   7 
,,,45 - 54,  2 194 ,   35 ,   24 ,   33 ,   103 ,   121 ,   615 ,   601 ,   13 ,   10 
,,,55 - 64,  3 561 ,   40 ,   27 ,   49 ,   177 ,   143 ,  1 070 ,  1 075 ,   12 ,   8 
,,,>= 65,  6 277 ,   46 ,   58 ,   83 ,   283 ,   330 ,  2 238 ,  1 912 ,   2 ,   4 
,,Abrantes,,,,,,,,,,,
,,,Total,  2 103 ,   41 ,   49 ,   86 ,   44 ,   62 ,  1 136 ,   267 ,   2 ,   3 
,,,15 - 24,   1 ,- ,- ,- ,- ,   1 ,- ,- ,- ,- 
,,,25 - 34,   34 ,   5 ,   1 ,   3 ,   2 ,   2 ,   6 ,   3 ,- ,- 
,,,35 - 44,   114 ,   6 ,   3 ,   4 ,   1 ,   5 ,   49 ,   7 ,- ,   2 
,,,45 - 54,   297 ,   10 ,   5 ,   11 ,   7 ,   14 ,   137 ,   41 ,- ,- 
,,,55 - 64,   511 ,   10 ,   9 ,   22 ,   12 ,   11 ,   281 ,   66 ,   2 ,   1 
,,,>= 65,  1 146 ,   10 ,   31 ,   46 ,   22 ,   29 ,   663 ,   150 ,- ,- 
,,Alcanena,,,,,,,,,,,
,,,Total,   836 ,   3 ,   2 ,   2 ,   4 ,   25 ,   391 ,   205 ,   11 ,   2 
,,,15 - 24,   4 ,- ,- ,- ,- ,- ,   1 ,   1 ,- ,- 
,,,25 - 34,   24 ,- ,- ,- ,- ,   3 ,   8 ,   6 ,   1 ,- 
,,,35 - 44,   73 ,   2 ,- ,- ,- ,   1 ,   32 ,   17 ,   1 ,- 
,,,45 - 54,   147 ,- ,- ,- ,- ,   6 ,   59 ,   31 ,   4 ,   1 
,,,55 - 64,   216 ,- ,   1 ,   2 ,   2 ,   5 ,   94 ,   59 ,   4 ,- 
,,,>= 65,   372 ,   1 ,   1 ,- ,   2 ,   10 ,   197 ,   91 ,   1 ,   1 
,,Constância,,,,,,,,,,,
,,,Total,   113 ,   4 ,   4 ,- ,- ,   9 ,   70 ,   13 ,   1 ,   1 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,   5 ,   1 ,- ,- ,- ,   1 ,   1 ,   1 ,- ,- 
,,,45 - 54,   25 ,   2 ,- ,- ,- ,   3 ,   15 ,- ,- ,- 
,,,55 - 64,   26 ,   1 ,   2 ,- ,- ,   1 ,   18 ,   1 ,   1 ,- 
,,,>= 65,   57 ,- ,   2 ,- ,- ,   4 ,   36 ,   11 ,- ,   1 
,,Entroncamento,,,,,,,,,,,
,,,Total,   42 ,- ,- ,   2 ,- ,   12 ,   3 ,   8 ,- ,- 
,,,15 - 24,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,25 - 34,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,,35 - 44,   4 ,- ,- ,- ,- ,- ,- ,   1 ,- ,- 
,,,45 - 54,   4 ,- ,- ,- ,- ,   2 ,- ,   1 ,- ,- 
,,,55 - 64,   13 ,- ,- ,   1 ,- ,   1 ,   2 ,   2 ,- ,- 
,,,>= 65,   21 ,- ,- ,   1 ,- ,   9 ,   1 ,   4 ,- ,- 
,,Ferreira do Zêzere,,,,,,,,,,,
,,,Total,  1 432 ,   1 ,   1 ,   5 ,   73 ,   42 ,   504 ,   555 ,- ,   2 
,,,15 - 24,   4 ,- ,- ,- ,- ,   1 ,   2 ,   1 ,- ,- 
,,,25 - 34,   23 ,- ,- ,   2 ,   3 ,- ,   7 ,   3 ,- ,- 
,,,35 - 44,   121 ,- ,- ,   2 ,   5 ,   10 ,   35 ,   33 ,- ,   1 
,,,45 - 54,   221 ,- ,- ,- ,   17 ,   10 ,   67 ,   75 ,- ,- 
,,,55 - 64,   414 ,- ,   1 ,   1 ,   13 ,   9 ,   140 ,   169 ,- ,- 
,,,>= 65,   649 ,   1 ,- ,- ,   35 ,   12 ,   253 ,   274 ,- ,   1 
"Fonte: INE, Recenseamento Geral da Agricultura, 1999 - Lisboa e Vale do Tejo.",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
