Produtor singular segundo a dimensão económica e as classes de idade,,,,,,,,,,,
,,,,,,,,,,,1999
,,,,,,,,,,,Pág.2/6
REGIÃO AGRÁRIA,,,,Total,Classes de dimensão económica (UDE),,,,,,
,Nut III,,,,> 0 a < 2,2 a < 4,4 a < 8,8 a < 16,16 a < 40,40 a < 100,> = 100
,,Concelho,,,nº de indíviduos,,,,,,
,,Nazaré,,,,,,,,,
,,,Total,   304 ,   46 ,   62 ,   53 ,   57 ,   64 ,   18 ,   4 
,,,15 - 24,   1 ,- ,- ,- ,- ,   1 ,- ,- 
,,,25 - 34,   18 ,   3 ,- ,   1 ,   1 ,   10 ,   2 ,   1 
,,,35 - 44,   49 ,   7 ,   4 ,   6 ,   9 ,   16 ,   5 ,   2 
,,,45 - 54,   56 ,   3 ,   8 ,   7 ,   19 ,   13 ,   6 ,- 
,,,55 - 64,   91 ,   15 ,   22 ,   17 ,   18 ,   14 ,   4 ,   1 
,,,>= 65,   89 ,   18 ,   28 ,   22 ,   10 ,   10 ,   1 ,- 
,,Óbidos,,,,,,,,,
,,,Total,  1 006 ,   156 ,   162 ,   182 ,   211 ,   181 ,   84 ,   30 
,,,15 - 24,   10 ,- ,- ,- ,   1 ,   9 ,- ,- 
,,,25 - 34,   63 ,   8 ,   3 ,   5 ,   8 ,   17 ,   14 ,   8 
,,,35 - 44,   123 ,   9 ,   13 ,   16 ,   25 ,   34 ,   18 ,   8 
,,,45 - 54,   230 ,   31 ,   32 ,   36 ,   48 ,   54 ,   22 ,   7 
,,,55 - 64,   282 ,   41 ,   40 ,   55 ,   71 ,   47 ,   23 ,   5 
,,,>= 65,   298 ,   67 ,   74 ,   70 ,   58 ,   20 ,   7 ,   2 
,,Peniche,,,,,,,,,
,,,Total,   786 ,   128 ,   151 ,   161 ,   139 ,   144 ,   51 ,   12 
,,,15 - 24,   7 ,- ,- ,   1 ,- ,   4 ,   2 ,- 
,,,25 - 34,   41 ,   5 ,   2 ,   5 ,   7 ,   16 ,   5 ,   1 
,,,35 - 44,   112 ,   12 ,   8 ,   7 ,   25 ,   31 ,   23 ,   6 
,,,45 - 54,   152 ,   14 ,   17 ,   35 ,   35 ,   34 ,   15 ,   2 
,,,55 - 64,   240 ,   35 ,   53 ,   64 ,   41 ,   41 ,   4 ,   2 
,,,>= 65,   234 ,   62 ,   71 ,   49 ,   31 ,   18 ,   2 ,   1 
,,Sobral de Monte Agraço,,,,,,,,,
,,,Total,   673 ,   255 ,   152 ,   128 ,   78 ,   44 ,   14 ,   2 
,,,15 - 24,   3 ,   1 ,- ,   2 ,- ,- ,- ,- 
,,,25 - 34,   21 ,   5 ,   6 ,   4 ,   2 ,   2 ,   2 ,- 
,,,35 - 44,   67 ,   19 ,   13 ,   9 ,   11 ,   9 ,   4 ,   2 
,,,45 - 54,   139 ,   53 ,   31 ,   25 ,   18 ,   9 ,   3 ,- 
,,,55 - 64,   204 ,   74 ,   39 ,   47 ,   29 ,   12 ,   3 ,- 
,,,>= 65,   239 ,   103 ,   63 ,   41 ,   18 ,   12 ,   2 ,- 
,,Torres Vedras,,,,,,,,,
,,,Total,  3 980 ,  1 329 ,   858 ,   715 ,   521 ,   402 ,   128 ,   27 
,,,15 - 24,   11 ,   4 ,   2 ,   3 ,   2 ,- ,- ,- 
,,,25 - 34,   184 ,   26 ,   17 ,   28 ,   39 ,   50 ,   21 ,   3 
,,,35 - 44,   519 ,   124 ,   73 ,   86 ,   87 ,   106 ,   38 ,   5 
,,,45 - 54,   813 ,   269 ,   158 ,   136 ,   109 ,   110 ,   25 ,   6 
,,,55 - 64,  1 168 ,   391 ,   269 ,   223 ,   165 ,   89 ,   28 ,   3 
,,,>= 65,  1 285 ,   515 ,   339 ,   239 ,   119 ,   47 ,   16 ,   10 
,Grande Lisboa,,,,,,,,,,
,,,Total,  3 458 ,  1 220 ,   711 ,   597 ,   419 ,   369 ,   113 ,   29 
,,,15 - 24,   12 ,   4 ,   1 ,   3 ,   1 ,   3 ,- ,- 
,,,25 - 34,   137 ,   22 ,   16 ,   16 ,   16 ,   47 ,   14 ,   6 
,,,35 - 44,   316 ,   85 ,   55 ,   38 ,   39 ,   62 ,   30 ,   7 
