Principais culturas temporárias,,,,,,,,,,,,
,,,,,,,,,,,,1999
,,,,,,,,,,,,Pág.9/10
Região Agrária,,,Total,,Cultura Principal,,Cultura Secundária,,,,,
,Nut III,,,,,,Total,,Sucessiva,,Associada sob-coberto de permanentes,
,,Concelho,Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha),Expl (nº),Área (ha)
,Benavente,,,,,,,,,,,
,,Culturas temporárias,   471 ,  15 744 ,   469 ,  15 501 ,   37 ,   243 ,   31 ,   236 ,   6 ,   6 
,,Cereais para grão,   225 ,  8 005 ,   222 ,  7 975 ,   8 ,   31 ,   6 ,   29 ,   2 ,... 
,,Leguminosas secas para grão,   4 ,   80 ,   3 ,   1 ,   1 ,... ,   1 ,... ,- ,- 
,,Prados temporários,   17 ,   682 ,   17 ,   682 ,- ,- ,- ,- ,- ,- 
,,Culturas forrageiras,   114 ,  4 178 ,   108 ,  4 075 ,   14 ,   103 ,   13 ,   102 ,   1 ,... 
,,Batata,   112 ,   393 ,   109 ,   375 ,   9 ,   18 ,   9 ,   18 ,- ,- 
,,Beterraba sacarina,   14 ,   373 ,   14 ,   373 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   22 ,   486 ,   22 ,   486 ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   236 ,  1 474 ,   232 ,  1 462 ,   9 ,   12 ,   5 ,   9 ,   4 ,   3 
,,Flores e plantas ornamentais,   12 ,   31 ,   12 ,   31 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,   1 ,... ,   1 ,... ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   3 ,   3 ,   3 ,   3 ,- ,- ,- ,- ,- ,- 
,Cartaxo,,,,,,,,,,,
,,Culturas temporárias,   331 ,  4 132 ,   320 ,  3 931 ,   42 ,   202 ,   16 ,   167 ,   26 ,   36 
,,Cereais para grão,   124 ,  1 772 ,   122 ,  1 763 ,   2 ,... ,- ,- ,   2 ,... 
,,Leguminosas secas para grão,   19 ,   15 ,   17 ,   13 ,   3 ,   2 ,   3 ,   2 ,- ,- 
,,Prados temporários,   13 ,   24 ,   12 ,   23 ,   1 ,... ,- ,- ,   1 ,... 
,,Culturas forrageiras,   163 ,   800 ,   151 ,   768 ,   24 ,   33 ,   4 ,   8 ,   20 ,   25 
,,Batata,   10 ,   8 ,   7 ,   5 ,   4 ,   3 ,   2 ,... ,   2 ,... 
,,Beterraba sacarina,   16 ,   279 ,   16 ,   279 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   17 ,   116 ,   15 ,   102 ,   2 ,... ,   2 ,... ,- ,- 
,,Culturas hortícolas,   105 ,  1 118 ,   101 ,   978 ,   9 ,   141 ,   8 ,   141 ,   1 ,... 
,,Flores e plantas ornamentais,   7 ,   1 ,   7 ,   1 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Chamusca,,,,,,,,,,,
,,Culturas temporárias,   410 ,  5 627 ,   409 ,  5 352 ,   13 ,   275 ,   9 ,   245 ,   5 ,   30 
,,Cereais para grão,   333 ,  3 091 ,   333 ,  3 083 ,   3 ,   8 ,   2 ,... ,   1 ,... 
,,Leguminosas secas para grão,   2 ,... ,   2 ,... ,- ,- ,- ,- ,- ,- 
,,Prados temporários,   7 ,   123 ,   6 ,   120 ,   2 ,... ,- ,- ,   2 ,... 
,,Culturas forrageiras,   52 ,  1 548 ,   52 ,  1 288 ,   3 ,   259 ,   2 ,... ,   1 ,... 
,,Batata,   36 ,   55 ,   33 ,   53 ,   4 ,   1 ,   2 ,... ,   2 ,... 
,,Beterraba sacarina,   34 ,   175 ,   34 ,   175 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   5 ,   62 ,   5 ,   62 ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   160 ,   570 ,   160 ,   565 ,   3 ,   5 ,   3 ,   5 ,- ,- 
,,Flores e plantas ornamentais,   2 ,... ,   2 ,... ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,Coruche,,,,,,,,,,,
,,Culturas temporárias,   869 ,  19 572 ,   866 ,  19 287 ,   50 ,   287 ,   35 ,   280 ,   16 ,   9 
,,Cereais para grão,   445 ,  7 700 ,   440 ,  7 643 ,   12 ,   58 ,   10 ,   57 ,   2 ,... 
,,Leguminosas secas para grão,   12 ,   34 ,   12 ,   34 ,- ,- ,- ,- ,- ,- 
,,Prados temporários,   126 ,  4 411 ,   125 ,  4 410 ,   1 ,... ,- ,- ,   1 ,... 
,,Culturas forrageiras,   348 ,  4 678 ,   339 ,  4 457 ,   27 ,   220 ,   21 ,   217 ,   7 ,   4 
,,Batata,   90 ,   65 ,   83 ,   61 ,   7 ,   2 ,   5 ,   2 ,   2 ,... 
,,Beterraba sacarina,   29 ,   362 ,   29 ,   362 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   42 ,   605 ,   42 ,   605 ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   326 ,  1 708 ,   325 ,  1 704 ,   7 ,   4 ,   2 ,... ,   5 ,   1 
,,Flores e plantas ornamentais,   5 ,   8 ,   5 ,   8 ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes e propágulos de outras culturas não lenhosas,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Outras culturas temporárias,   1 ,... ,   1 ,... ,- ,- ,- ,- ,- ,- 
,Golegã,,,,,,,,,,,
,,Culturas temporárias,   250 ,  4 518 ,   248 ,  4 321 ,   39 ,   196 ,   17 ,   113 ,   23 ,   83 
,,Cereais para grão,   240 ,  3 380 ,   240 ,  3 311 ,   12 ,   69 ,   2 ,... ,   10 ,   63 
,,Leguminosas secas para grão,   3 ,   5 ,   2 ,... ,   1 ,... ,- ,- ,   1 ,... 
,,Prados temporários,   5 ,   6 ,   3 ,   5 ,   2 ,... ,- ,- ,   2 ,... 
,,Culturas forrageiras,   8 ,   34 ,   7 ,   25 ,   2 ,... ,- ,- ,   2 ,... 
,,Batata,   25 ,   171 ,   23 ,   171 ,   2 ,... ,- ,- ,   2 ,... 
,,Beterraba sacarina,   43 ,   456 ,   43 ,   456 ,- ,- ,- ,- ,- ,- 
,,Culturas indústriais,   2 ,... ,   2 ,... ,- ,- ,- ,- ,- ,- 
,,Culturas hortícolas,   79 ,   434 ,   69 ,   319 ,   25 ,   116 ,   17 ,   108 ,   8 ,   9 
,,Flores e plantas ornamentais,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
,,Sementes de culturas forrageiras,- ,- ,- ,- ,- ,- ,- ,- ,- ,- 
